ensembl_id,symbol,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000134830.5,C5AR2,1.146478647,0.486494127,1.806463166,-0.037586542,3.496574286,0.001055219,0.021515216,-0.992987462
ENSG00000231010.1,AL121672.1,1.221715131,0.51834057,1.925089691,-0.101780644,3.496180401,0.001056448,0.021515216,-0.994057071
ENSG00000171161.12,ZNF672,0.563769512,0.239125397,0.888413626,-0.095362173,3.495462037,0.001058693,0.021515216,-0.996007641
ENSG00000105519.15,CAPS,1.261598728,0.535099338,1.988098118,-0.23746484,3.49539714,0.001058896,0.021515216,-0.996183844
ENSG00000137267.5,TUBB2A,-1.117118562,-1.760835795,-0.473401328,0.271030598,-3.493129364,0.001066015,0.021632398,-1.002339971
ENSG00000104881.15,PPP1R13L,1.337460815,0.56661814,2.108303491,-0.172708654,3.49241508,0.001068266,0.021650646,-1.004278507
ENSG00000150625.16,GPM6A,-0.807070618,-1.272399094,-0.341742143,0.238856519,-3.491101257,0.001072419,0.021686366,-1.007843578
ENSG00000183379.8,SYNDIG1L,1.204771375,0.509994307,1.899548443,0.150043512,3.490355819,0.001074783,0.021686366,-1.009865996
ENSG00000173457.10,PPP1R14B,0.882412674,0.373490736,1.391334612,0.029446297,3.490045613,0.001075768,0.021686366,-1.010707529
ENSG00000106012.17,IQCE,0.525377446,0.22236804,0.828386853,0.12090174,3.490003421,0.001075902,0.021686366,-1.010821985
ENSG00000130638.16,ATXN10,-0.527833818,-0.832334371,-0.223333265,-0.030976289,-3.489150187,0.001078616,0.021686366,-1.013136429
ENSG00000164574.15,GALNT10,0.939459296,0.397445395,1.481473196,-0.211865497,3.488816129,0.00107968,0.021686366,-1.014042491
ENSG00000151948.11,GLT1D1,-0.892096895,-1.406884025,-0.377309765,0.285496951,-3.488147854,0.001081812,0.021686366,-1.015854899
ENSG00000172890.12,NADSYN1,0.523033509,0.221205166,0.824861852,-0.246317394,3.488028555,0.001082193,0.021686366,-1.016178426
ENSG00000100138.14,SNU13,-0.557761242,-0.879645653,-0.235876831,0.034315738,-3.487859053,0.001082735,0.021686366,-1.016638086
ENSG00000047056.15,WDR37,-0.467030276,-0.736604977,-0.197455574,0.186935728,-3.487196662,0.001084854,0.021686366,-1.018434258
ENSG00000163875.15,MEAF6,-0.650751333,-1.02642258,-0.275080085,0.009489122,-3.48672461,0.001086366,0.021686366,-1.019714182
ENSG00000100297.15,MCM5,1.096284681,0.463388232,1.729181129,-0.367647685,3.486592767,0.001086789,0.021686366,-1.020071642
ENSG00000139117.13,CPNE8,-0.378571106,-0.597148357,-0.159993856,0.130288948,-3.486205985,0.00108803,0.021686366,-1.021120266
ENSG00000167716.18,WDR81,0.708875768,0.299553956,1.11819758,-0.030690198,3.485906876,0.001088991,0.021686366,-1.021931153
ENSG00000177981.10,ASB8,-0.469306889,-0.740382303,-0.198231474,0.086348894,-3.484795814,0.001092567,0.021717999,-1.0249429
ENSG00000160741.16,CRTC2,0.521033958,0.220061154,0.822006761,-0.141748537,3.484570963,0.001093293,0.021717999,-1.025552334
ENSG00000197457.9,STMN3,-0.596151625,-0.940700448,-0.251602802,0.334511391,-3.482703474,0.001099333,0.021784995,-1.030613109
ENSG00000185829.17,ARL17A,1.099202243,0.463909768,1.734494718,0.092049409,3.482686903,0.001099386,0.021784995,-1.030658008
ENSG00000137177.19,KIF13A,0.556631333,0.234796009,0.878466657,-0.233433873,3.481324272,0.001103814,0.021845693,-1.034349671
ENSG00000058453.16,CROCC,0.750985669,0.316611957,1.18535938,-0.013484859,3.479995272,0.001108149,0.021904404,-1.037949426
ENSG00000066855.15,MTFR1,0.649728511,0.27381731,1.025639712,-0.289928301,3.479022167,0.001111333,0.021940258,-1.040584705
ENSG00000104231.10,ZFAND1,-0.622532674,-0.98286177,-0.262203578,0.067253122,-3.477549785,0.001116167,0.022008565,-1.044571286
ENSG00000120053.11,GOT1,-1.412373217,-2.230333737,-0.594412697,0.175588128,-3.475583039,0.001122656,0.022106619,-1.049894897
ENSG00000188626.6,GOLGA8M,1.30910059,0.550777968,2.067423211,-0.106415526,3.474797854,0.001125257,0.022106619,-1.052019766
ENSG00000128309.16,MPST,1.051003977,0.44218763,1.659820323,-0.248896227,3.474790239,0.001125282,0.022106619,-1.052040374
ENSG00000132613.14,MTSS1L,1.437072862,0.604389194,2.26975653,-0.021980332,3.473835743,0.001128452,0.022141713,-1.054623062
ENSG00000158669.11,GPAT4,0.345074507,0.14483221,0.545316804,-0.045708889,3.468706826,0.001145628,0.02245122,-1.068494039
ENSG00000164190.17,NIPBL,0.330305138,0.138573474,0.522036802,-0.144939524,3.467624205,0.001149285,0.02249536,-1.071420458
ENSG00000106852.15,LHX6,-0.872997913,-1.380340443,-0.365655383,0.209696144,-3.463558067,0.001163121,0.022645636,-1.082406927
ENSG00000168792.4,ABHD15,1.339602602,0.561074454,2.11813075,0.000254536,3.46347615,0.001163402,0.022645636,-1.082628188
ENSG00000101004.14,NINL,0.751083115,0.314568137,1.187598092,-0.104240931,3.463373958,0.001163752,0.022645636,-1.082904207
ENSG00000115415.18,STAT1,-0.561813032,-0.888333769,-0.235292296,-0.051126815,-3.463311699,0.001163965,0.022645636,-1.083072364
ENSG00000176928.5,GCNT4,-0.916666576,-1.449428175,-0.383904976,0.459509744,-3.463291284,0.001164035,0.022645636,-1.083127503
ENSG00000067225.17,PKM,-0.574391367,-0.908453512,-0.240329221,0.136692217,-3.460916929,0.001172193,0.022776686,-1.089539186
ENSG00000266967.6,AARSD1,-0.772913132,-1.222538729,-0.323287535,0.033010307,-3.460112316,0.001174971,0.02278117,-1.091711385
ENSG00000171314.8,PGAM1,-0.822613743,-1.301185161,-0.344042324,0.092668355,-3.459869677,0.001175809,0.02278117,-1.092366376
ENSG00000249437.7,NAIP,1.101569617,0.460662928,1.742476305,-0.184386958,3.459614293,0.001176693,0.02278117,-1.093055744
ENSG00000156050.8,FAM161B,-0.54737552,-0.865987536,-0.228763504,0.083671405,-3.458069821,0.001182049,0.022857225,-1.097224174
ENSG00000112992.16,NNT,-0.625357841,-0.989586412,-0.261129269,0.030849942,-3.45593151,0.001189502,0.022960292,-1.102993578
ENSG00000141579.6,ZNF750,0.708535884,0.295826682,1.121245086,-0.089580986,3.45563796,0.001190529,0.022960292,-1.103785451
ENSG00000065154.11,OAT,-0.906409201,-1.434426264,-0.378392139,-0.05885028,-3.455308964,0.001191681,0.022960292,-1.104672895
ENSG00000167863.11,ATP5PD,-0.651722529,-1.031484691,-0.271960367,-0.002421835,-3.454312156,0.001195177,0.022999974,-1.107361419
ENSG00000123268.8,ATF1,0.378293422,0.157639319,0.598947525,-0.015670504,3.450859835,0.001207361,0.02320652,-1.116669359
ENSG00000166681.13,BEX3,-0.839679384,-1.32957106,-0.349787709,0.015109433,-3.450038717,0.001210276,0.02320652,-1.118882423
ENSG00000124785.8,NRN1,-1.251607238,-1.981902242,-0.521312234,0.262736951,-3.449691625,0.00121151,0.02320652,-1.119817807
ENSG00000079785.14,DDX1,-0.729988768,-1.155933662,-0.304043874,-0.002776306,-3.449636224,0.001211708,0.02320652,-1.119967104
ENSG00000143333.6,RGS16,1.199083561,0.499145461,1.899021661,-0.144421031,3.448262768,0.001216604,0.023272465,-1.123667895
ENSG00000150782.11,IL18,1.488074957,0.619271312,2.356878602,0.061741697,3.447574911,0.001219064,0.023280906,-1.125521014
ENSG00000104529.17,EEF1D,0.766868289,0.319074661,1.214661918,-0.221345989,3.447096233,0.001220778,0.023280906,-1.126810471
ENSG00000253719.3,ATXN7L3B,-0.571776963,-0.905668882,-0.237885043,0.053878785,-3.446920623,0.001221408,0.023280906,-1.127283501
ENSG00000124126.13,PREX1,0.860881052,0.358041035,1.36372107,-0.368648925,3.446068092,0.001224468,0.02331149,-1.129579716
ENSG00000213024.11,NUP62,0.442888286,0.184132144,0.701644428,-0.002008734,3.445197037,0.001227603,0.023334179,-1.131925485
ENSG00000028137.18,TNFRSF1B,1.742370131,0.724315961,2.7604243,-0.073160556,3.444927358,0.001228575,0.023334179,-1.132651669
ENSG00000198142.4,SOWAHC,0.965934544,0.401420258,1.530448831,-0.202626103,3.44415984,0.001231345,0.023359088,-1.134718236
ENSG00000079308.18,TNS1,1.202212138,0.499324212,1.905100064,-0.208734331,3.442750604,0.001236448,0.023428121,-1.138511963
ENSG00000149179.13,C11orf49,-0.417897156,-0.662338786,-0.173455526,0.06530886,-3.441159339,0.001242233,0.023509922,-1.142794644
ENSG00000113597.17,TRAPPC13,-0.683788027,-1.083843861,-0.283732194,-0.041259519,-3.440419675,0.001244931,0.023533167,-1.144784964
ENSG00000130643.8,CALY,-0.960109126,-1.521902201,-0.398316051,0.406011083,-3.439970784,0.001246571,0.023536383,-1.145992741
ENSG00000104643.9,MTMR9,-0.587200364,-0.930954679,-0.243446048,0.045029889,-3.438339009,0.001252551,0.023621425,-1.150382394
ENSG00000115073.7,ACTR1B,-0.557416269,-0.883920211,-0.230912328,0.05796295,-3.436384492,0.001259749,0.023729222,-1.155638679
ENSG00000142634.12,EFHD2,-0.643629455,-1.0207427,-0.266516209,0.265946347,-3.435379043,0.001263467,0.023746903,-1.158341963
ENSG00000169683.7,LRRC45,0.718873445,0.297586783,1.140160106,0.050985245,3.434672004,0.001266088,0.023746903,-1.160242659
ENSG00000173692.12,PSMD1,-0.512606569,-0.813016074,-0.212197064,0.03067644,-3.434638513,0.001266212,0.023746903,-1.160332685
ENSG00000163563.7,MNDA,1.281938006,0.530643136,2.033232876,-0.075076888,3.434528605,0.00126662,0.023746903,-1.160628124
ENSG00000053254.15,FOXN3,0.62845195,0.260093021,0.996810879,0.037227541,3.43408796,0.001268257,0.023749779,-1.161812543
ENSG00000151366.12,NDUFC2,-0.564430672,-0.895364381,-0.233496962,0.061156406,-3.433050059,0.00127212,0.023768492,-1.164601996
ENSG00000112695.11,COX7A2,-0.691719122,-1.09728719,-0.286151053,-0.044825913,-3.433021831,0.001272225,0.023768492,-1.164677853
ENSG00000153179.12,RASSF3,1.126494458,0.465892251,1.787096664,0.007438544,3.432413311,0.001274496,0.023783156,-1.166313073
ENSG00000141367.11,CLTC,-0.683288911,-1.084100161,-0.282477661,0.062812716,-3.431428926,0.001278176,0.023824076,-1.168957963
ENSG00000124782.19,RREB1,1.276527715,0.527218368,2.025837063,0.004666888,3.429095939,0.00128694,0.023959536,-1.17522459
ENSG00000275830.1,AL355974.2,1.972514791,0.813856236,3.131173345,-0.243705745,3.426694078,0.001296023,0.024100606,-1.181673645
ENSG00000085514.15,PILRA,1.27074573,0.524118027,2.017373433,0.019691935,3.425824391,0.001299327,0.024134011,-1.184008132
ENSG00000104427.11,ZC2HC1A,-0.971153209,-1.541928899,-0.400377519,0.06605324,-3.424781114,0.0013033,0.02417977,-1.18680813
ENSG00000014641.17,MDH1,-1.421685012,-2.257807137,-0.585562887,0.194814153,-3.422505914,0.001312007,0.024313121,-1.192912716
ENSG00000171634.17,BPTF,0.423382477,0.174300516,0.672464438,-0.173487457,3.421378657,0.001316341,0.024358411,-1.195936386
ENSG00000100320.22,RBFOX2,-0.585332268,-0.929721723,-0.240942814,0.274356087,-3.42107945,0.001317493,0.024358411,-1.196738858
ENSG00000108846.15,ABCC3,1.618427073,0.665481728,2.571372417,0.312774962,3.418500753,0.001327467,0.024497514,-1.203653243
ENSG00000113812.13,ACTR8,-0.408756967,-0.649448038,-0.168065897,-0.044381059,-3.418343707,0.001328077,0.024497514,-1.204074241
ENSG00000178695.5,KCTD12,0.954422905,0.392291521,1.516554289,0.006854571,3.417539624,0.001331203,0.024526921,-1.206229592
ENSG00000183742.12,MACC1,1.454933333,0.597583351,2.312283315,0.281847283,3.415824026,0.001337897,0.024621912,-1.210827281
ENSG00000100393.12,EP300,0.300256522,0.123151625,0.477361419,-0.051874548,3.412498097,0.001350964,0.024833856,-1.219736735
ENSG00000129680.15,MAP7D3,0.821248732,0.336731708,1.305765756,-0.126874204,3.411742214,0.001353951,0.024846673,-1.221760879
ENSG00000119321.8,FKBP15,0.398901654,0.163540085,0.634263223,-0.118524248,3.411464248,0.001355051,0.024846673,-1.222505167
ENSG00000134463.14,ECHDC3,1.578288209,0.646544392,2.510032027,0.006805706,3.409575647,0.001362547,0.024846673,-1.22756119
ENSG00000178947.8,SMIM10L2A,-0.572860905,-0.911065438,-0.234656371,0.250250901,-3.409418375,0.001363173,0.024846673,-1.227982154
ENSG00000112305.14,SMAP1,-0.455464413,-0.724370878,-0.186557949,0.076741486,-3.409288437,0.00136369,0.024846673,-1.228329945
ENSG00000128609.14,NDUFA5,-0.960898294,-1.528243077,-0.393553511,0.075412415,-3.409109059,0.001364405,0.024846673,-1.228810056
ENSG00000162882.14,HAAO,0.81396087,0.333343186,1.294578554,0.096590116,3.408900453,0.001365236,0.024846673,-1.229368374
ENSG00000074603.18,DPP8,-0.574614917,-0.913914084,-0.235315751,0.032830121,-3.408824488,0.001365539,0.024846673,-1.229571684
ENSG00000119900.8,OGFRL1,0.610353221,0.249948907,0.970757535,-0.090428866,3.408802172,0.001365628,0.024846673,-1.22963141
ENSG00000165943.4,MOAP1,-1.101816396,-1.753101925,-0.450530867,0.231411545,-3.405244815,0.001379885,0.025077575,-1.239149223
ENSG00000203710.11,CR1,1.716023908,0.701483553,2.730564264,-0.474446302,3.404587856,0.001382534,0.025097219,-1.240906302
ENSG00000106034.17,CPED1,1.180107109,0.482295262,1.877918956,0.00877108,3.404031939,0.001384779,0.025104861,-1.242392983
ENSG00000164398.12,ACSL6,-1.063512919,-1.692441143,-0.434584694,0.308784665,-3.403707429,0.001386091,0.025104861,-1.243260751
ENSG00000168116.13,KIAA1586,-0.599223437,-0.953729391,-0.244717483,0.028019776,-3.402324998,0.001391693,0.025120866,-1.246956951
ENSG00000107874.10,CUEDC2,-0.447808745,-0.712750134,-0.182867357,0.018535558,-3.402148773,0.001392409,0.025120866,-1.247428059
ENSG00000185955.4,C7orf61,1.765265234,0.720708153,2.809822314,-0.275846946,3.401639834,0.001394478,0.025120866,-1.248788544
ENSG00000133997.11,MED6,-0.42961337,-0.683876558,-0.175350182,0.013792817,-3.400985955,0.00139714,0.025120866,-1.250536309
ENSG00000167513.8,CDT1,0.890094354,0.363288036,1.416900672,0.138498078,3.400913685,0.001397435,0.025120866,-1.250729467
ENSG00000145936.8,KCNMB1,1.341184022,0.547369816,2.134998227,-0.149775049,3.400791782,0.001397932,0.025120866,-1.251055279
ENSG00000166448.14,TMEM130,-0.923252516,-1.469704217,-0.376800815,0.438987021,-3.400785619,0.001397957,0.025120866,-1.251071749
ENSG00000176697.18,BDNF,-1.142573164,-1.819013024,-0.466133304,0.028857513,-3.399893915,0.001401598,0.025158053,-1.2534548
ENSG00000171130.18,ATP6V0E2,-0.494910229,-0.787947373,-0.201873084,0.135000196,-3.399494117,0.001403233,0.0251592,-1.254523128
ENSG00000152092.15,ASTN1,-0.480201705,-0.764596452,-0.195806959,0.269714002,-3.398698707,0.001406492,0.025166756,-1.256648384
ENSG00000228727.8,SAPCD1,-0.81186646,-1.292776165,-0.330956755,0.31543393,-3.39806433,0.001409096,0.025166756,-1.258343168
ENSG00000164919.10,COX6C,-0.836492328,-1.332053844,-0.340930812,0.011358747,-3.397620961,0.001410919,0.025166756,-1.259527547
ENSG00000139218.17,SCAF11,0.400529427,0.163242921,0.637815934,-0.124374764,3.397597481,0.001411016,0.025166756,-1.259590268
ENSG00000131507.10,NDFIP1,-0.981740052,-1.563375139,-0.400104965,0.100434341,-3.397476412,0.001411514,0.025166756,-1.259913667
ENSG00000133103.16,COG6,-0.381019581,-0.606810325,-0.155228838,-0.023193679,-3.396657054,0.00141489,0.025198886,-1.262102145
ENSG00000137992.14,DBT,-0.35789604,-0.570102469,-0.145689611,-0.011805405,-3.39475857,0.001422741,0.025310568,-1.267171745
ENSG00000212916.4,MAP10,-1.236899362,-1.970470537,-0.503328188,0.149608287,-3.393928166,0.001426189,0.025342348,-1.269388687
ENSG00000181555.20,SETD2,0.318299312,0.129504569,0.507094056,-0.136668423,3.393566317,0.001427693,0.025342348,-1.270354623
ENSG00000106333.12,PCOLCE,1.124013413,0.456661204,1.791365621,0.076944641,3.39021257,0.001441711,0.025562835,-1.279304385
ENSG00000117115.12,PADI2,1.140360632,0.463173369,1.817547895,-0.281469107,3.389565049,0.001444433,0.025582759,-1.281031754
ENSG00000172965.15,MIR4435-2HG,-0.66122384,-1.053948757,-0.268498924,0.11206217,-3.388992326,0.001446844,0.02558558,-1.282559425
ENSG00000128250.5,RFPL1,-1.030101814,-1.641974747,-0.418228882,0.44309907,-3.38867133,0.001448197,0.02558558,-1.283415577
ENSG00000163565.18,IFI16,1.209874968,0.491084696,1.928665241,-0.239493428,3.388042412,0.001450852,0.02558558,-1.285092876
ENSG00000164708.5,PGAM2,0.831472256,0.337479153,1.325465359,-0.184220785,3.387953296,0.001451228,0.02558558,-1.28533053
ENSG00000260417.1,AC092127.1,0.97216283,0.394528246,1.549797414,0.225478637,3.387633063,0.001452582,0.02558558,-1.286184495
ENSG00000099624.7,ATP5F1D,-0.424575445,-0.676917583,-0.172233307,0.057115331,-3.386691462,0.00145657,0.025596879,-1.288695186
ENSG00000163126.14,ANKRD23,0.661078907,0.268160711,1.053997104,-0.169056678,3.386582787,0.001457031,0.025596879,-1.288984933
ENSG00000115459.17,ELMOD3,0.51365354,0.208337921,0.818969159,-0.159142528,3.386349676,0.00145802,0.025596879,-1.289606425
ENSG00000126215.13,XRCC3,1.061043718,0.430026057,1.692061379,-0.179801609,3.384560659,0.001465632,0.025652906,-1.294375264
ENSG00000183617.4,MRPL54,-0.658708284,-1.050457378,-0.26695919,-0.020468898,-3.384508914,0.001465853,0.025652906,-1.294513174
ENSG00000091483.6,FH,-0.968853919,-1.545060402,-0.392647436,0.031838661,-3.38447023,0.001466018,0.025652906,-1.294616276
ENSG00000106591.3,MRPL32,-0.558577131,-0.890846272,-0.226307989,0.029246395,-3.383792158,0.001468913,0.025675517,-1.296423343
ENSG00000149451.17,ADAM33,1.241404985,0.502714194,1.980095776,0.240533254,3.382683291,0.001473661,0.025722711,-1.299378023
ENSG00000196090.12,PTPRT,-1.051186428,-1.676788713,-0.425584142,0.356771501,-3.382142922,0.001475979,0.025722711,-1.300817681
ENSG00000101109.11,STK4,0.333909283,0.13518056,0.532638005,-0.034715474,3.382037276,0.001476433,0.025722711,-1.30109913
ENSG00000258947.6,TUBB3,-1.169818671,-1.866365992,-0.47327135,0.295125548,-3.380480698,0.001483134,0.025811363,-1.305245356
ENSG00000257315.2,ZBED6,0.768374139,0.310760015,1.225988263,-0.144243967,3.379744399,0.001486313,0.025816424,-1.307206229
ENSG00000176903.4,PNMA1,-0.607732984,-0.969683731,-0.245782238,0.1605325,-3.379666673,0.001486649,0.025816424,-1.307413212
ENSG00000186532.11,SMYD4,0.411351652,0.166270462,0.656432843,0.058485334,3.378421271,0.001492043,0.025882023,-1.310729287
ENSG00000111321.10,LTBR,1.212769053,0.49002359,1.935514516,-0.010151163,3.377561536,0.001495778,0.025918723,-1.313018046
ENSG00000136827.11,TOR1A,-0.394474762,-0.629730991,-0.159218534,0.066711773,-3.375115432,0.001506452,0.02606007,-1.319528109
ENSG00000133398.3,MED10,-0.526265547,-0.840158333,-0.212372762,-0.006567947,-3.374692012,0.001508307,0.02606007,-1.320654719
ENSG00000174684.6,B4GAT1,-0.975847841,-1.557931919,-0.393763763,0.171159907,-3.374480505,0.001509234,0.02606007,-1.321217452
ENSG00000269439.5,AC010618.3,1.027829948,0.414688873,1.640971023,-0.163404376,3.374204456,0.001510446,0.02606007,-1.321951872
ENSG00000187094.11,CCK,-1.151281087,-1.838174776,-0.464387399,0.461138973,-3.373668314,0.001512801,0.02606526,-1.323378164
ENSG00000130699.18,TAF4,0.504596434,0.203481935,0.805710933,-0.094802974,3.373052085,0.001515512,0.02606526,-1.325017347
ENSG00000120690.15,ELF1,1.019613726,0.411147333,1.628080119,-0.266453581,3.372947764,0.001515971,0.02606526,-1.325294826
ENSG00000140395.8,WDR61,-0.625172055,-0.99833367,-0.25201044,-0.08204351,-3.372198501,0.001519275,0.02606526,-1.327287604
ENSG00000152595.16,MEPE,-1.511816784,-2.414347615,-0.609285953,0.406774903,-3.371690125,0.001521521,0.02606526,-1.328639562
ENSG00000131845.14,ZNF304,-0.577339246,-0.922040284,-0.232638208,0.062083232,-3.371312627,0.00152319,0.02606526,-1.329643386
ENSG00000141030.12,COPS3,-0.795292229,-1.270171975,-0.320412483,-0.016125069,-3.37096024,0.00152475,0.02606526,-1.33058038
ENSG00000116106.11,EPHA4,-0.953961154,-1.523609707,-0.384312602,0.437874391,-3.370809663,0.001525417,0.02606526,-1.330980744
ENSG00000138757.14,G3BP2,-0.904712634,-1.444993915,-0.364431352,0.056335327,-3.37055386,0.001526551,0.02606526,-1.331660866
ENSG00000160716.5,CHRNB2,-0.797488042,-1.27377945,-0.321196635,0.421276828,-3.370248865,0.001527904,0.02606526,-1.332471739
ENSG00000179603.17,GRM8,-0.904268796,-1.444368867,-0.364168724,0.244477852,-3.370030628,0.001528873,0.02606526,-1.333051929
ENSG00000137076.20,TLN1,1.009225074,0.406329812,1.612120336,-0.12926057,3.369432022,0.001531533,0.02606526,-1.334643222
ENSG00000128591.15,FLNC,1.10673988,0.445574173,1.767905588,-0.520681497,3.369347289,0.00153191,0.02606526,-1.334868456
ENSG00000140990.14,NDUFB10,-0.395418552,-0.631722365,-0.15911474,-0.002233579,-3.368192083,0.001537057,0.026124114,-1.337938863
ENSG00000067646.11,ZFY,0.620121502,0.249443495,0.990799508,0.003485323,3.367367447,0.001540742,0.026124114,-1.340130272
ENSG00000145681.10,HAPLN1,-1.249651589,-1.996666392,-0.502636785,0.090740719,-3.367210565,0.001541444,0.026124114,-1.340547138
ENSG00000128524.4,ATP6V1F,-0.651297754,-1.040688253,-0.261907254,0.0398682,-3.3667027,0.001543718,0.026124114,-1.341896556
ENSG00000177646.18,ACAD9,-0.351091795,-0.561024379,-0.141159212,-0.014026573,-3.366288764,0.001545574,0.026124114,-1.342996312
ENSG00000137478.14,FCHSD2,0.553879009,0.222648077,0.885109942,-0.183353217,3.365848446,0.001547551,0.026124114,-1.344166074
ENSG00000181773.6,GPR3,-1.514608554,-2.420522794,-0.608694314,0.213943838,-3.365300552,0.001550014,0.026124114,-1.345621497
ENSG00000111640.14,GAPDH,-0.490463107,-0.783819856,-0.197106359,0.016656498,-3.365276866,0.001550121,0.026124114,-1.345684415
ENSG00000126602.10,TRAP1,-0.532511408,-0.85105812,-0.213964695,0.025233264,-3.364854785,0.001552021,0.026124114,-1.346805531
ENSG00000146729.9,NIPSNAP2,-0.60763083,-0.971169837,-0.244091824,-0.027343043,-3.364335695,0.00155436,0.026124114,-1.348184202
ENSG00000055483.19,USP36,0.477395228,0.191768756,0.7630217,-0.096093462,3.364264679,0.001554681,0.026124114,-1.348372808
ENSG00000189227.5,C15orf61,-0.651034556,-1.040556637,-0.261512475,0.187180752,-3.36420535,0.001554949,0.026124114,-1.348530371
ENSG00000155256.17,ZFYVE27,-0.329879019,-0.527340753,-0.132417285,0.10867602,-3.362654794,0.00156196,0.026205765,-1.352647716
ENSG00000188517.15,COL25A1,-1.434584583,-2.29337338,-0.575795786,0.108960482,-3.362407355,0.001563082,0.026205765,-1.353304663
ENSG00000173267.13,SNCG,-0.828076856,-1.324103497,-0.332050215,0.430937912,-3.360285532,0.001572732,0.026255428,-1.358936885
ENSG00000167525.13,PROCA1,1.118120419,0.448340484,1.787900355,-0.080781106,3.360214359,0.001573057,0.026255428,-1.359125772
ENSG00000145632.14,PLK2,-0.941931448,-1.506207442,-0.377655455,0.267526725,-3.359992137,0.001574071,0.026255428,-1.359715514
ENSG00000114573.9,ATP6V1A,-1.145489819,-1.831715667,-0.45926397,0.214978041,-3.359964576,0.001574197,0.026255428,-1.359788655
ENSG00000243232.4,PCDHAC2,-0.892199247,-1.426688536,-0.357709959,0.211170699,-3.359954407,0.001574243,0.026255428,-1.359815641
ENSG00000169302.15,STK32A,0.730028735,0.292605068,1.167452402,-0.132265152,3.359295558,0.001577254,0.026278269,-1.361563978
ENSG00000159784.17,FAM131B,-0.534970871,-0.855574402,-0.214367341,0.028497194,-3.358708965,0.001579939,0.026283501,-1.363120404
ENSG00000120265.17,PCMT1,-1.028828936,-1.645433974,-0.412223898,0.021513242,-3.35850995,0.001580851,0.026283501,-1.363648419
ENSG00000167291.15,TBC1D16,0.963924817,0.386010615,1.541839018,0.103923888,3.357301407,0.0015864,0.026348398,-1.366854464
ENSG00000142303.13,ADAMTS10,0.715524854,0.286149598,1.14490011,0.306302657,3.354271779,0.001600392,0.02654398,-1.374888516
ENSG00000142583.17,SLC2A5,1.55294548,0.620928512,2.484962448,-0.026944813,3.353844539,0.001602375,0.02654398,-1.376021138
ENSG00000164031.16,DNAJB14,-0.703656915,-1.125985205,-0.281328625,0.079069483,-3.35367771,0.00160315,0.02654398,-1.376463381
ENSG00000188542.9,DUSP28,0.788103778,0.314922891,1.261284665,0.069506852,3.352484302,0.001608702,0.026568619,-1.379626579
ENSG00000164808.16,SPIDR,0.313933262,0.125435927,0.502430597,0.075731845,3.3522983,0.00160957,0.026568619,-1.380119529
ENSG00000117152.13,RGS4,-1.626788596,-2.603710548,-0.649866644,0.448861099,-3.351828494,0.001611762,0.026568619,-1.381364555
ENSG00000107263.18,RAPGEF1,0.722931677,0.288770235,1.157093118,0.104641051,3.35163365,0.001612672,0.026568619,-1.381880876
ENSG00000140931.19,CMTM3,1.035351533,0.413553814,1.657149252,0.014857381,3.35157733,0.001612935,0.026568619,-1.382030118
ENSG00000115041.12,KCNIP3,-0.542838881,-0.868974098,-0.216703663,0.138503192,-3.350300682,0.00161891,0.026639638,-1.385412668
ENSG00000167280.16,ENGASE,0.760276302,0.303345852,1.217206753,-0.08185303,3.349129118,0.001624412,0.02670273,-1.388516121
ENSG00000140497.16,SCAMP2,0.828965583,0.33050035,1.327430815,-0.108516851,3.347435101,0.001632399,0.026806499,-1.393002402
ENSG00000198887.8,SMC5,0.416335349,0.165912061,0.666758637,-0.13587403,3.346409705,0.001637251,0.026858639,-1.395717311
ENSG00000162706.12,CADM3,-0.508196765,-0.813987624,-0.202405907,0.550548866,-3.345168016,0.001643146,0.026927748,-1.399004233
ENSG00000278845.4,MRPL45,-0.450344393,-0.721398277,-0.179290509,0.078870483,-3.344257138,0.001647483,0.026971215,-1.401414993
ENSG00000180817.11,PPA1,-0.480422339,-0.769745079,-0.191099598,-0.078717635,-3.342344113,0.001656627,0.027093209,-1.406476794
ENSG00000129250.11,KIF1C,1.359308018,0.540321769,2.178294266,-0.438222188,3.340810231,0.001663993,0.027185914,-1.410534151
ENSG00000171160.17,MORN4,-0.460295309,-0.737665619,-0.182925,0.232260383,-3.340312634,0.00166639,0.027197313,-1.411850135
ENSG00000106682.14,EIF4H,-0.383086358,-0.614069284,-0.152103432,-0.050242475,-3.338315249,0.001676042,0.027293051,-1.417131399
ENSG00000113140.10,SPARC,1.272029155,0.505009611,2.039048699,-0.439141943,3.33811407,0.001677017,0.027293051,-1.417663228
ENSG00000133805.15,AMPD3,0.475363493,0.188685577,0.762041409,-0.340139033,3.337660234,0.001679219,0.027293051,-1.418862906
ENSG00000135205.14,CCDC146,0.491323404,0.194984744,0.787662063,-0.079419808,3.337257195,0.001681176,0.027293051,-1.419928225
ENSG00000164338.9,UTP15,-0.48074794,-0.770717518,-0.190778363,-0.083644591,-3.337148513,0.001681705,0.027293051,-1.420215481
ENSG00000106789.12,CORO2A,-0.727956338,-1.167054055,-0.288858621,0.360833204,-3.336988348,0.001682483,0.027293051,-1.420638802
