gene,gene_name,BA20_SNp_HA_vs_AD.l2fc,BA20_SNp_HA_vs_AD.pval,BA20_SNp_HA_vs_AD.padj,BA20_SNp_HA_vs_AD.raw_l2fc,,,,,
ENSG00000100028,SNRPD3,-0.182177387,0.19726135,0.406165445,-0.212163705,,,,,
ENSG00000285693,AP002381.2,-0.202802896,0.352892282,0.562508454,-0.177301675,,,,,
ENSG00000115806,GORASP2,0.087578291,0.500757313,0.683102356,0.069991838,,,,,
ENSG00000213619,NDUFS3,0.448049274,5.45E-04,0.039125225,0.458757368,,,,,
ENSG00000114316,USP4,0.0198417,0.899206522,0.944342779,0.02945362,,,,,
ENSG00000102554,KLF5,0.4629733,0.207196598,,0.54914583,,,,,
ENSG00000084733,RAB10,0.08831789,0.527732971,0.701718696,0.095815855,,,,,
ENSG00000112343,TRIM38,0.486283895,0.215766364,,0.881167529,,,,,
ENSG00000163882,POLR2H,0.007086893,0.977004695,0.987927728,-0.013853268,,,,,
ENSG00000170175,CHRNB1,-0.014990274,0.937329608,0.964999396,0.005748083,,,,,
ENSG00000112130,RNF8,-0.371988535,0.050174866,0.199555411,-0.392677876,,,,,
ENSG00000255330,AL096711.2,-0.763816213,0.02285405,,-0.911349434,,,,,
ENSG00000095397,WHRN,-0.344655745,0.194477473,0.403838426,-0.398528288,,,,,
ENSG00000215483,LINC00598,-0.030273801,0.926113933,,0.071173596,,,,,
ENSG00000198865,CCDC152,-0.516382567,0.093341743,0.272724946,-0.658247829,,,,,
ENSG00000230202,AL450405.1,0.482052474,0.104891848,,0.375030471,,,,,
ENSG00000101343,CRNKL1,0.086052463,0.60038147,0.755660009,0.034229922,,,,,
ENSG00000255087,AP001993.1,0.541795385,0.17264323,,1.065442205,,,,,
ENSG00000145907,G3BP1,-0.21847772,0.156296282,0.358439185,-0.219175253,,,,,
ENSG00000172053,QARS,-0.14465171,0.418572533,0.617093773,-0.151666097,,,,,
ENSG00000162783,IER5,0.586326593,0.074287002,0.243436471,0.720897965,,,,,
ENSG00000109220,CHIC2,0.288953157,0.30331773,,0.304026309,,,,,
ENSG00000156026,MCU,0.244595636,0.173261974,0.379807667,0.220718583,,,,,
ENSG00000206559,ZCWPW2,-0.236749175,0.480001613,,-0.446875179,,,,,
ENSG00000141524,TMC6,-0.739333845,0.006977599,0.08911766,-0.903728371,,,,,
ENSG00000273203,AC006946.2,0.292855705,0.374609326,,0.349446082,,,,,
ENSG00000236352,AC005220.1,-0.591457835,0.108690619,,-0.552268472,,,,,
ENSG00000269028,MTRNR2L12,-0.388600548,0.333221026,0.54495429,-0.842704647,,,,,
ENSG00000278212,AC134878.2,0.293357772,0.391096667,,0.424809387,,,,,
ENSG00000107833,NPM3,0.099037025,0.68312725,0.81343707,0.071679798,,,,,
ENSG00000116213,WRAP73,0.565072931,0.005837862,0.082214874,0.664470936,,,,,
ENSG00000106367,AP1S1,0.455833549,0.057420356,0.214616262,0.51162524,,,,,
ENSG00000154518,ATP5MC3,0.477985423,0.004899256,0.077783133,0.498489009,,,,,
ENSG00000012223,LTF,-0.251165059,0.520773916,,-0.784496842,,,,,
ENSG00000080947,CROCCP3,0.198275504,0.446989729,,0.302578324,,,,,
ENSG00000257557,PPP1R12A-AS1,-1.056675169,3.74E-04,0.033361984,-1.336863068,,,,,
ENSG00000260261,AC124944.3,0.129776456,0.686988713,,0.139021369,,,,,
ENSG00000108312,UBTF,-0.45208728,0.026330434,0.149116231,-0.539532925,,,,,
ENSG00000162714,ZNF496,-0.309842792,0.011554485,0.106636631,-0.347426184,,,,,
ENSG00000102935,ZNF423,-0.208755477,0.384614477,0.588710388,-0.221997012,,,,,
ENSG00000259251,AC104590.1,-0.025502759,0.939975648,,-0.001534861,,,,,
ENSG00000133606,MKRN1,-0.389124097,0.01006294,0.102220045,-0.431126063,,,,,
ENSG00000150787,PTS,0.295118585,0.177663329,0.385031815,0.301110212,,,,,
ENSG00000159784,FAM131B,0.02960426,0.879187904,0.933630572,0.047529446,,,,,
ENSG00000197930,ERO1A,0.718230167,0.004648094,0.07575306,0.800167858,,,,,
ENSG00000181444,ZNF467,-0.260477432,0.284666871,0.498427692,-0.261811927,,,,,
ENSG00000143742,SRP9,0.187485381,0.420182087,0.618346786,0.210685617,,,,,
ENSG00000034713,GABARAPL2,0.088196977,0.542661524,0.713152213,0.082775663,,,,,
ENSG00000188010,MORN2,0.03967263,0.790953032,0.883015134,0.050757268,,,,,
ENSG00000160539,PLPP7,0.501969737,0.037583243,0.176022785,0.563150422,,,,,
ENSG00000116711,PLA2G4A,0.730213477,0.078927495,,1.378084619,,,,,
ENSG00000144554,FANCD2,0.396648015,0.277344486,,0.60474974,,,,,
ENSG00000167461,RAB8A,7.33E-04,0.996654038,0.99820735,0.024467033,,,,,
ENSG00000124783,SSR1,0.360466564,0.093933221,0.273507669,0.391783445,,,,,
ENSG00000105053,VRK3,-0.113194366,0.39567471,0.599254306,-0.134385635,,,,,
ENSG00000276417,AC092111.2,-0.723222626,0.052988093,,-0.915576034,,,,,
ENSG00000167281,RBFOX3,0.529508704,0.128135435,0.322584261,0.584574211,,,,,
ENSG00000158955,WNT9B,0.082719044,0.820789999,,0.145680533,,,,,
ENSG00000230091,TMEM254-AS1,-0.130819456,0.601722954,0.755968074,-0.127863404,,,,,
ENSG00000259248,USP3-AS1,0.552118697,0.140715637,,0.710533722,,,,,
ENSG00000010539,ZNF200,0.003801308,0.987211477,,-0.07431837,,,,,
ENSG00000117594,HSD11B1,0.297454062,0.427914864,,0.457697718,,,,,
ENSG00000136436,CALCOCO2,-0.383403566,0.048447031,0.196851332,-0.478280169,,,,,
ENSG00000276966,HIST1H4E,0.149334392,0.708205228,,0.273335453,,,,,
ENSG00000136098,NEK3,-0.77730349,0.003862766,0.071030681,-0.998510959,,,,,
ENSG00000095059,DHPS,-0.004649328,0.984298828,0.991117325,-1.92E-04,,,,,
ENSG00000178982,EIF3K,-0.024592465,0.837549133,0.910152627,-0.067180585,,,,,
ENSG00000175866,BAIAP2,0.73172693,0.002785966,0.064616807,0.794482518,,,,,
ENSG00000142507,PSMB6,0.076482549,0.636812505,0.780261607,0.069001156,,,,,
ENSG00000158290,CUL4B,-0.166499389,0.338360742,0.549386257,-0.158700946,,,,,
ENSG00000133661,SFTPD,-0.122474724,0.733812671,,-0.3308549,,,,,
ENSG00000163214,DHX57,-0.005138059,0.979526296,0.989412316,-0.028390968,,,,,
ENSG00000160285,LSS,-0.446927497,0.033692457,0.166801631,-0.482923651,,,,,
ENSG00000187994,RINL,-0.129527626,0.541585304,0.712433504,-0.106058223,,,,,
ENSG00000261071,AL441883.1,0.161238287,0.655498955,,0.100453368,,,,,
ENSG00000182518,FAM104B,-0.273883487,0.142704852,0.341620459,-0.317923205,,,,,
ENSG00000068745,IP6K2,-0.168790225,0.219499731,0.43276146,-0.187888038,,,,,
ENSG00000133083,DCLK1,0.695199662,0.072533949,0.240394822,1.011059483,,,,,
ENSG00000157554,ERG,-0.28729986,0.453135545,,-0.689827841,,,,,
ENSG00000011451,WIZ,-0.129261357,0.511136647,0.690059759,-0.145113935,,,,,
ENSG00000204619,PPP1R11,0.011602734,0.94150794,0.967570713,0.01053101,,,,,
ENSG00000273749,CYFIP1,0.460218632,0.099915949,0.282170116,0.511518124,,,,,
ENSG00000067365,METTL22,0.135706331,0.475921668,0.663124798,0.177689812,,,,,
ENSG00000235257,ITGA9-AS1,0.09974793,0.645348028,0.786021094,0.142090012,,,,,
ENSG00000144791,LIMD1,0.379424752,0.055941047,0.211918702,0.397319989,,,,,
ENSG00000080561,MID2,-0.342913753,0.165182814,,-0.382595889,,,,,
ENSG00000076716,GPC4,0.493478509,0.138968222,0.336533516,0.608674444,,,,,
ENSG00000130803,ZNF317,-0.220410914,0.245785011,0.459435851,-0.212735089,,,,,
ENSG00000204103,MAFB,0.481847385,0.159895012,0.362884405,0.623961431,,,,,
ENSG00000126882,FAM78A,0.35435813,0.204959098,0.415154376,0.43048505,,,,,
ENSG00000171574,ZNF584,0.385782701,0.041684753,0.184878615,0.430508089,,,,,
ENSG00000143106,PSMA5,0.529101686,0.023521094,0.142456626,0.580697577,,,,,
ENSG00000241015,TPM3P9,-0.911793833,0.005180912,0.079172637,-1.355648995,,,,,
ENSG00000225032,AL162586.1,0.003147526,0.992004728,,0.110736645,,,,,
ENSG00000123143,PKN1,-0.240387576,0.257474436,0.470341541,-0.2780512,,,,,
ENSG00000198918,RPL39,-0.296847699,0.29714597,0.510216888,-0.485928862,,,,,
ENSG00000179776,CDH5,-0.333869764,0.403386992,,-0.810477721,,,,,
ENSG00000166598,HSP90B1,0.394633117,0.058453243,0.216306523,0.350769049,,,,,
ENSG00000135046,ANXA1,-0.274860793,0.461662606,0.652041691,-0.376976184,,,,,
ENSG00000265241,RBM8A,-0.237081125,0.144962186,0.34425223,-0.276380871,,,,,
ENSG00000126500,FLRT1,0.029448854,0.882769852,0.936131656,-0.011572367,,,,,
ENSG00000104859,CLASRP,-0.322923817,0.045655057,0.191288776,-0.353576214,,,,,
ENSG00000259802,AC012640.2,-0.097621045,0.755810785,,-0.03471988,,,,,
ENSG00000218418,AL591135.1,-0.933145097,0.003887095,,-1.135418769,,,,,
ENSG00000244560,AC004890.2,0.857596811,0.033841206,,1.550248044,,,,,
ENSG00000035681,NSMAF,-0.245309255,0.115241152,0.303057175,-0.268077725,,,,,
ENSG00000104884,ERCC2,0.115408275,0.425426977,0.621949377,0.14778049,,,,,
ENSG00000115318,LOXL3,0.451678457,0.151290937,,0.597648549,,,,,
ENSG00000144848,ATG3,-0.161541021,0.407040194,0.608060106,-0.239161729,,,,,
ENSG00000080839,RBL1,-0.440879344,0.102005707,,-0.506544702,,,,,
ENSG00000243199,AC115223.1,-0.221531627,0.448287075,,-0.372503528,,,,,
ENSG00000235109,ZSCAN31,-0.201714202,0.52484608,0.699603781,-0.225437278,,,,,
ENSG00000176148,TCP11L1,-0.550563531,5.35E-04,0.039074987,-0.595361704,,,,,
ENSG00000180385,EMC3-AS1,0.538458941,0.104091666,,0.69638996,,,,,
ENSG00000102854,MSLN,0.362826031,0.385934451,,0.955903727,,,,,
ENSG00000263400,TMEM220-AS1,-0.22460263,0.435424839,0.63044436,-0.200557122,,,,,
ENSG00000171984,SHLD1,0.036734036,0.878738284,,0.003750111,,,,,
ENSG00000189306,RRP7A,0.174497154,0.409177391,0.609498103,0.189558175,,,,,
ENSG00000271869,AC026979.2,0.075485044,0.747677781,0.855367768,0.071901048,,,,,
ENSG00000183960,KCNH8,0.319141098,0.401070001,0.603458374,0.537379715,,,,,
ENSG00000182158,CREB3L2,-0.134943884,0.594049214,0.750630332,-0.136174362,,,,,
ENSG00000075239,ACAT1,-0.075940308,0.616229164,0.76659787,-0.10568244,,,,,
ENSG00000283709,FAM238C,0.52965509,0.170515259,,0.975798982,,,,,
ENSG00000134291,TMEM106C,0.109067522,0.540653879,0.711739501,0.109141749,,,,,
ENSG00000137692,DCUN1D5,-0.363154796,0.035574859,0.171146188,-0.393524685,,,,,
ENSG00000171451,DSEL,0.014821875,0.937433875,0.964999396,-0.021970476,,,,,
ENSG00000146007,ZMAT2,-0.154192126,0.16324962,0.367403638,-0.186427928,,,,,
ENSG00000196591,HDAC2,-0.270260267,0.125187954,0.318513214,-0.336282743,,,,,
ENSG00000156076,WIF1,1.454620713,2.03E-04,0.025562257,2.224218196,,,,,
ENSG00000198089,SFI1,0.29458026,0.238416292,0.452801823,0.373761885,,,,,
ENSG00000152558,TMEM123,0.07405585,0.749795856,0.85648867,0.088107694,,,,,
ENSG00000118363,SPCS2,0.141701413,0.186852785,0.395951494,0.109460107,,,,,
ENSG00000105717,PBX4,0.444606195,0.206953498,,0.537873584,,,,,
ENSG00000165912,PACSIN3,-0.40027978,0.093137501,0.272450619,-0.484272127,,,,,
ENSG00000232931,LINC00342,0.462056408,0.170982181,,0.648317971,,,,,
ENSG00000137822,TUBGCP4,0.410587413,0.080765858,0.254490614,0.459347561,,,,,
ENSG00000171206,TRIM8,-0.126707576,0.615268079,0.76579238,-0.140117719,,,,,
ENSG00000145284,SCD5,0.505876506,0.011994057,0.107410092,0.533179988,,,,,
ENSG00000132286,TIMM10B,-0.147165367,0.339604823,0.550527734,-0.198591199,,,,,
ENSG00000101266,CSNK2A1,0.003029284,0.978687689,0.988974318,-0.014020893,,,,,
ENSG00000182095,TNRC18,0.243281992,0.212825727,0.424816433,0.255771412,,,,,
ENSG00000103222,ABCC1,0.917552785,0.008065069,,1.234695686,,,,,
ENSG00000160051,IQCC,0.228370247,0.371577663,,0.40770886,,,,,
ENSG00000275902,AC139530.4,0.010632279,0.978971907,,0.125589123,,,,,
ENSG00000272744,AC107214.2,-0.75955714,0.042900269,,-1.133805482,,,,,
ENSG00000177990,DPY19L2,0.845973965,0.011735518,,1.158146491,,,,,
ENSG00000119574,ZBTB45,-0.004353458,0.98297942,0.990799121,0.028261052,,,,,
ENSG00000061938,TNK2,-0.187632657,0.362675889,0.571095254,-0.20189877,,,,,
ENSG00000186395,KRT10,-0.016814751,0.924015502,0.957581844,-0.032199168,,,,,
ENSG00000169508,GPR183,0.975226263,0.020143376,,2.487134071,,,,,
ENSG00000120868,APAF1,-0.258176249,0.164898347,0.369636281,-0.315975333,,,,,
ENSG00000250584,LINC01511,0.588392159,0.161611095,,1.081745897,,,,,
ENSG00000189060,H1F0,-0.57161633,6.80E-04,0.042603517,-0.63642956,,,,,
ENSG00000143970,ASXL2,-0.400158806,0.017076432,0.12522717,-0.402340813,,,,,
ENSG00000235034,C19orf81,-0.589985866,0.078467923,,-0.824138895,,,,,
ENSG00000103852,TTC23,-0.443391547,0.103912524,0.28698754,-0.543337062,,,,,
ENSG00000250317,SMIM20,0.017418105,0.932007148,0.961863518,0.008661517,,,,,
ENSG00000054116,TRAPPC3,0.132687628,0.416965902,0.61561713,0.154944611,,,,,
ENSG00000165898,ISCA2,0.077411923,0.601170401,0.755756819,0.055228494,,,,,
ENSG00000143641,GALNT2,0.406071514,0.098848008,0.280302826,0.455322779,,,,,
ENSG00000205669,ACOT6,0.827397956,0.04894136,,1.690032096,,,,,
ENSG00000148290,SURF1,-0.039382368,0.879397282,0.933771703,-0.045426934,,,,,
ENSG00000076067,RBMS2,-0.456545226,0.029925064,0.157910251,-0.482970017,,,,,
ENSG00000035928,RFC1,-0.446619837,0.034600749,0.169260876,-0.517180797,,,,,
ENSG00000254211,LINC01485,0.233874239,0.54497362,,0.438200841,,,,,
ENSG00000261054,AC036108.2,0.381080234,0.362984727,,0.723230003,,,,,
ENSG00000167965,MLST8,-0.158828724,0.30147919,0.515460186,-0.15809919,,,,,
ENSG00000172340,SUCLG2,0.396068141,0.095173841,0.275274029,0.438809973,,,,,
ENSG00000016391,CHDH,-0.239181414,0.360992221,0.569677524,-0.262670505,,,,,
ENSG00000175806,MSRA,0.252655332,0.216352901,0.429330233,0.275720325,,,,,
ENSG00000165934,CPSF2,-0.33364406,0.058932666,0.216737305,-0.385845487,,,,,
ENSG00000166432,ZMAT1,-0.174551375,0.470193192,0.658523523,-0.209661407,,,,,
ENSG00000109920,FNBP4,-0.303165824,0.16187084,0.365669371,-0.301454087,,,,,
ENSG00000072274,TFRC,0.571210598,0.066251533,0.229879365,0.754502844,,,,,
ENSG00000168481,LGI3,-0.233788519,0.387140907,0.591243336,-0.261387775,,,,,
ENSG00000184545,DUSP8,0.157434185,0.613357971,0.763954967,0.149319768,,,,,
ENSG00000179134,SAMD4B,0.085375449,0.650097946,0.789741908,0.095018519,,,,,
ENSG00000134954,ETS1,0.030191894,0.888564995,0.939177509,0.015049887,,,,,
ENSG00000176597,B3GNT5,0.305544605,0.385117525,,0.426687052,,,,,
ENSG00000143252,SDHC,-0.215543336,0.313712354,0.526374584,-0.289379988,,,,,
ENSG00000183458,AC138932.1,-0.472283986,0.083973299,,-0.563004824,,,,,
ENSG00000133983,COX16,0.201286571,0.308214334,0.5213767,0.200858807,,,,,
ENSG00000101421,CHMP4B,-0.036105935,0.748591859,0.855994249,-0.055787106,,,,,
ENSG00000144677,CTDSPL,-0.029256181,0.904370012,0.946785377,-0.030246319,,,,,
ENSG00000113594,LIFR,0.018924899,0.932688833,0.962323023,-4.45E-04,,,,,
ENSG00000196502,SULT1A1,0.294987997,0.22407701,0.437040489,0.330936257,,,,,
ENSG00000164754,RAD21,-0.481495824,0.045409747,0.190795941,-0.626106225,,,,,
ENSG00000164405,UQCRQ,0.191027405,0.209647464,0.420603933,0.195549443,,,,,
ENSG00000284624,AC092902.4,0.127038627,0.744870906,,0.146219205,,,,,
ENSG00000028203,VEZT,-0.095165296,0.604528796,0.757677746,-0.150709476,,,,,
ENSG00000101019,UQCC1,0.231804657,0.090474974,0.267741015,0.227264833,,,,,
ENSG00000085063,CD59,-0.050966727,0.7595385,0.861410875,-0.052497582,,,,,
ENSG00000115904,SOS1,-0.538302088,0.001985717,0.057865394,-0.580464829,,,,,
ENSG00000114125,RNF7,0.114724098,0.516845116,0.694015051,0.119514085,,,,,
ENSG00000275464,FP565260.1,0.089750728,0.818331818,,0.181945919,,,,,
ENSG00000280486,AC005329.3,0.468125859,0.246526987,,0.652985617,,,,,
ENSG00000253982,AC100810.1,-0.197119769,0.332458954,0.544534998,-0.228991048,,,,,
ENSG00000099251,HSD17B7P2,0.469402857,0.152740312,,0.740893643,,,,,
ENSG00000166266,CUL5,-0.001888447,0.992290698,0.995663181,0.011045795,,,,,
ENSG00000129646,QRICH2,-0.185621646,0.510750078,0.690059759,-0.175638356,,,,,
ENSG00000272391,POM121C,0.291503672,0.170136365,0.376470645,0.326209847,,,,,
ENSG00000128573,FOXP2,0.684236999,0.067971711,,0.954830238,,,,,
ENSG00000150977,RILPL2,-0.163592689,0.300115483,0.51394496,-0.162590714,,,,,
ENSG00000156831,NSMCE2,0.199626354,0.250317274,0.464000897,0.161671158,,,,,
ENSG00000073111,MCM2,0.523598154,0.062471967,0.223231698,0.650988113,,,,,
ENSG00000188295,ZNF669,0.12266909,0.708617594,,0.043939478,,,,,
ENSG00000101945,SUV39H1,-0.263585344,0.22710531,0.440156447,-0.319754865,,,,,
ENSG00000186409,CCDC30,-0.350810006,0.081641051,0.25578544,-0.380458179,,,,,
ENSG00000262001,DLGAP1-AS2,-0.018999573,0.957355228,,-0.113340101,,,,,
ENSG00000171160,MORN4,0.342367226,0.036755757,0.174260961,0.378958849,,,,,
ENSG00000205683,DPF3,-0.393271671,0.025026404,0.146211795,-0.385408356,,,,,
ENSG00000151327,FAM177A1,-0.217508366,0.412971978,0.612658718,-0.407795199,,,,,
ENSG00000162688,AGL,0.500811485,0.061747129,0.221810074,0.571026721,,,,,
ENSG00000272030,AL162258.2,0.244811058,0.537390479,,0.236862919,,,,,
ENSG00000157985,AGAP1,-0.688844204,1.50E-05,0.007382346,-0.732233867,,,,,
ENSG00000279026,AC005225.4,-0.282672553,0.295810594,0.508567636,-0.24665859,,,,,
ENSG00000256463,SALL3,0.245647017,0.35755944,0.566741379,0.263580038,,,,,
ENSG00000231663,COA6-AS1,-0.364019817,0.204008257,,-0.596922423,,,,,
ENSG00000111186,WNT5B,-0.568629173,0.066637389,,-0.697567065,,,,,
ENSG00000167186,COQ7,-0.00706424,0.959307808,0.97737145,-5.04E-04,,,,,
ENSG00000167967,E4F1,0.187372664,0.220363005,0.433623254,0.203566715,,,,,
ENSG00000072803,FBXW11,-0.679245333,0.004437209,0.07483586,-0.833326906,,,,,
ENSG00000197562,RAB40C,0.636439202,0.020565302,0.134856248,0.71770485,,,,,
ENSG00000100372,SLC25A17,0.505761299,0.065744869,0.229463741,0.573246504,,,,,
ENSG00000085563,ABCB1,-0.242061895,0.462247578,,-0.198724134,,,,,
ENSG00000166750,SLFN5,-0.373868127,0.216091779,0.428951491,-0.48800735,,,,,
ENSG00000185115,NSMCE3,0.583483373,0.083867244,0.258747494,0.723703972,,,,,
ENSG00000235043,TECRP1,0.568718639,0.059524409,,0.712117716,,,,,
ENSG00000251247,ZNF345,-0.148776835,0.503120063,,-0.154203663,,,,,
ENSG00000038427,VCAN,0.544784227,0.012283512,0.108973253,0.63126787,,,,,
ENSG00000187801,ZFP69B,0.172056197,0.601704028,,0.119012822,,,,,
ENSG00000135750,KCNK1,0.712106474,0.063868893,0.225843956,1.008756883,,,,,
ENSG00000205138,SDHAF1,0.015657157,0.930387969,0.961020137,-0.020203905,,,,,
ENSG00000244313,AC024293.1,-0.384367428,0.199551447,0.408538425,-0.634389749,,,,,
ENSG00000104611,SH2D4A,-0.184272209,0.504270472,,-0.092787117,,,,,
ENSG00000177917,ARL6IP6,-0.403131039,0.086466035,0.262235288,-0.413150654,,,,,
ENSG00000067900,ROCK1,-0.763765185,0.00305296,0.065370204,-0.896693225,,,,,
ENSG00000226084,AC113935.1,-0.397161368,0.117516385,0.306465935,-0.605029477,,,,,
ENSG00000172366,MCRIP2,0.260401276,0.304153635,0.517663212,0.26287008,,,,,
ENSG00000169857,AVEN,-0.207688083,0.45532914,0.646499202,-0.35491375,,,,,
ENSG00000117480,FAAH,0.0332432,0.883508221,0.936431742,0.037864644,,,,,
ENSG00000156453,PCDH1,0.613495723,0.016932951,0.125148179,0.7052054,,,,,
ENSG00000165323,FAT3,1.003346613,9.32E-04,0.047659165,1.191272324,,,,,
ENSG00000153832,FBXO36,0.540081826,0.039155124,0.179502966,0.604087918,,,,,
ENSG00000244005,NFS1,0.352385177,0.041016481,0.18304504,0.387904991,,,,,
ENSG00000239381,AC125613.1,0.242785678,0.521868044,,0.321723869,,,,,
ENSG00000261543,AC010931.3,0.283289908,0.466008131,,0.354768442,,,,,
ENSG00000154645,CHODL,-0.258284074,0.504632608,,-0.516373799,,,,,
ENSG00000134744,TUT4,-0.624696267,1.10E-04,0.018703188,-0.641620745,,,,,
ENSG00000124356,STAMBP,-0.310874534,0.094766342,0.274808554,-0.39994922,,,,,
ENSG00000143149,ALDH9A1,0.131886554,0.594915773,0.751377676,0.146605065,,,,,
ENSG00000151500,THYN1,0.332937076,0.059408767,0.217963053,0.341570535,,,,,
ENSG00000165264,NDUFB6,0.137384079,0.424842928,0.621386219,0.128872125,,,,,
ENSG00000164751,PEX2,-0.059682388,0.725545875,0.842082319,-0.044861283,,,,,
ENSG00000205208,C4orf46,0.09161639,0.771634048,,0.080423112,,,,,
ENSG00000059691,GATB,0.423820972,0.034353182,0.168319561,0.445104657,,,,,
ENSG00000196284,SUPT3H,-0.273853711,0.205454018,0.415880895,-0.297880895,,,,,
ENSG00000188994,ZNF292,-0.281006555,0.115111384,0.302904927,-0.341878605,,,,,
ENSG00000115457,IGFBP2,0.490107935,0.172935277,0.379500312,0.66462218,,,,,
ENSG00000104518,GSDMD,-0.001697959,0.994896867,0.99710176,-0.002250565,,,,,
ENSG00000086827,ZW10,-0.084557913,0.676655132,0.8090992,-0.117433626,,,,,
ENSG00000100221,JOSD1,0.136407985,0.443175536,0.636608623,0.144852836,,,,,
ENSG00000155189,AGPAT5,-0.176957678,0.220162522,0.433447944,-0.205871811,,,,,
ENSG00000247950,SEC24B-AS1,0.658632059,0.063144682,,1.049137901,,,,,
ENSG00000134779,TPGS2,0.05052897,0.625380949,0.77287937,0.046192162,,,,,
ENSG00000123444,KBTBD4,-0.064083141,0.692124918,0.818483801,-0.055823544,,,,,
ENSG00000102763,VWA8,-0.11295751,0.595202157,0.751542745,-0.127461829,,,,,
ENSG00000164975,SNAPC3,0.310298667,0.065888606,0.229463741,0.328283151,,,,,
ENSG00000160062,ZBTB8A,0.382044457,0.111016104,,0.475337247,,,,,
ENSG00000187123,LYPD6,-0.309921765,0.139232,0.336971797,-0.32308014,,,,,
ENSG00000083457,ITGAE,0.063523351,0.685317686,0.814787156,0.071669745,,,,,
ENSG00000175073,VCPIP1,0.525531963,0.008844059,0.097434783,0.554996638,,,,,
ENSG00000198542,ITGBL1,-1.028343269,0.005812889,,-1.524340904,,,,,
ENSG00000181619,GPR135,0.4928354,0.195050063,,0.778055717,,,,,
ENSG00000251867,AC009812.1,0.752160944,0.02398635,,1.015705009,,,,,
ENSG00000272941,AC083862.2,-0.477943843,0.194308158,,-0.653690203,,,,,
ENSG00000171659,GPR34,0.530041283,0.193069502,,0.798159392,,,,,
ENSG00000243069,ARHGEF26-AS1,-0.129645668,0.63026222,0.77635819,-0.133275795,,,,,
ENSG00000269439,AC010618.4,0.098775178,0.79965593,,0.053729974,,,,,
ENSG00000272182,AC135507.1,-0.708412134,0.059754626,,-0.96980321,,,,,
ENSG00000196557,CACNA1H,0.709803534,0.074179807,0.24322205,1.202126972,,,,,
ENSG00000114742,WDR48,-0.127753075,0.415165389,0.614444776,-0.133939294,,,,,
ENSG00000117592,PRDX6,-0.216355072,0.295518181,0.508351225,-0.234765166,,,,,
ENSG00000180979,LRRC57,0.449506292,0.0307231,0.159020368,0.511945979,,,,,
ENSG00000114544,SLC41A3,0.458531567,0.015152762,0.119750953,0.48900168,,,,,
ENSG00000259964,THSD4-AS1,0.289506267,0.376904383,,0.391807046,,,,,
ENSG00000183760,ACP7,0.022325078,0.950906958,,0.158394728,,,,,
ENSG00000183155,RABIF,0.023906922,0.911083246,0.950258586,0.018679431,,,,,
ENSG00000241852,C8orf58,-0.276464149,0.183329794,0.392331156,-0.292891157,,,,,
ENSG00000080546,SESN1,-0.543942199,0.017640651,0.126102806,-0.653657619,,,,,
ENSG00000136628,EPRS,-0.098029445,0.416145194,0.615157195,-0.154062854,,,,,
ENSG00000259429,UBE2Q2P2,-0.386946057,0.216046533,,-0.615942396,,,,,
ENSG00000185634,SHC4,-0.279467915,0.269423295,0.483001077,-0.346119038,,,,,
ENSG00000134574,DDB2,-0.018651309,0.932669889,0.962323023,-3.31E-04,,,,,
ENSG00000120832,MTERF2,0.330176658,0.059403893,0.217963053,0.397569478,,,,,
ENSG00000175166,PSMD2,-0.173773171,0.199758137,0.408755967,-0.202145741,,,,,
ENSG00000172247,C1QTNF4,0.474861659,0.132160898,0.328433593,0.568361939,,,,,
ENSG00000152380,FAM151B,0.285078894,0.425986252,,0.240486961,,,,,
ENSG00000121039,RDH10,0.278096917,0.33574139,0.547462923,0.338223669,,,,,
ENSG00000176953,NFATC2IP,0.203994376,0.267049267,0.480718634,0.237587719,,,,,
ENSG00000169247,SH3TC2,-0.419075517,0.144386671,0.343456312,-0.513156988,,,,,
ENSG00000181163,NPM1,-0.359459082,0.104607377,0.287994604,-0.488025923,,,,,
ENSG00000226688,ENTPD1-AS1,-0.466920315,0.05908092,,-0.566745466,,,,,
ENSG00000114861,FOXP1,0.287716848,0.283555311,0.497301113,0.38245963,,,,,
ENSG00000109917,ZPR1,-0.092434642,0.601110877,0.755756819,-0.194602542,,,,,
ENSG00000204519,ZNF551,0.825147715,0.011857637,,1.067849169,,,,,
ENSG00000196659,TTC30B,0.436701124,0.181704988,,0.556638615,,,,,
ENSG00000168288,MMADHC,0.246668523,0.120873048,0.312153112,0.223545409,,,,,
ENSG00000183955,KMT5A,-0.213949728,0.25774163,0.470618409,-0.258223761,,,,,
ENSG00000272631,AC067750.1,-0.137422146,0.720650308,,-0.359993836,,,,,
ENSG00000163382,NAXE,0.02352171,0.897245236,0.943422678,0.0057738,,,,,
ENSG00000172995,ARPP21,0.193657989,0.449192951,0.641554092,0.205069908,,,,,
ENSG00000140263,SORD,-0.53940085,0.009109504,0.098431007,-0.618537665,,,,,
ENSG00000140043,PTGR2,0.025236512,0.914353449,0.952465849,0.012284292,,,,,
ENSG00000113658,SMAD5,-0.374362057,0.053341016,0.206563211,-0.388452598,,,,,
ENSG00000149218,ENDOD1,-0.011886494,0.95821545,0.977088851,-0.019628456,,,,,
ENSG00000162951,LRRTM1,1.104609652,0.005746899,0.081784267,1.695184025,,,,,
