gene,gene_name,BA17_THp_HA_vs_AD.l2fc,BA17_THp_HA_vs_AD.pval,BA17_THp_HA_vs_AD.padj,BA17_THp_HA_vs_AD.raw_l2fc,,,,,
ENSG00000221869,CEBPD,0.188871968,0.552067573,0.999962927,0.249430996,,,,,
ENSG00000183779,ZNF703,0.070592372,0.798404932,0.999962927,0.07861396,,,,,
ENSG00000144746,ARL6IP5,0.197104662,0.499116833,0.999962927,0.261370475,,,,,
ENSG00000158792,SPATA2L,0.170482972,0.454196988,0.999962927,0.223632457,,,,,
ENSG00000168843,FSTL5,0.036025027,0.913642763,0.999962927,0.045682084,,,,,
ENSG00000204071,TCEAL6,0.128778707,0.673734501,0.999962927,0.168107723,,,,,
ENSG00000138641,HERC3,0.200121021,0.518122054,0.999962927,0.282568401,,,,,
ENSG00000128245,YWHAH,0.288172714,0.376526575,0.999962927,0.489922677,,,,,
ENSG00000174136,RGMB,-0.04987124,0.808490222,0.999962927,-0.045259525,,,,,
ENSG00000166006,KCNC2,0.232444871,0.484200394,0.999962927,0.524281235,,,,,
ENSG00000196937,FAM3C,0.552470075,0.051671025,0.999962927,0.720861246,,,,,
ENSG00000204179,PTPN20,0.0221709,0.946657695,0.999962927,0.03220028,,,,,
ENSG00000106537,TSPAN13,0.372651697,0.264655977,0.999962927,0.760466672,,,,,
ENSG00000161677,JOSD2,-0.027184595,0.915846457,0.999962927,-0.037923438,,,,,
ENSG00000211445,GPX3,0.463260583,0.151097436,0.999962927,0.810351691,,,,,
ENSG00000183783,KCTD8,0.328686917,0.325318449,0.999962927,0.73862502,,,,,
ENSG00000100249,C22orf31,-0.080228511,0.80769753,0.999962927,-0.27069198,,,,,
ENSG00000144893,MED12L,0.301530222,0.357527112,0.999962927,0.460127643,,,,,
ENSG00000168077,SCARA3,0.290522752,0.35209896,0.999962927,0.437818504,,,,,
ENSG00000213760,ATP6V1G2,0.347366501,0.191149513,0.999962927,0.440757842,,,,,
ENSG00000115514,TXNDC9,0.415388871,0.126849369,0.999962927,0.518339115,,,,,
ENSG00000147642,SYBU,0.25747162,0.432372063,0.999962927,0.382257825,,,,,
ENSG00000171443,ZNF524,-0.197084563,0.448532366,0.999962927,-0.256530176,,,,,
ENSG00000273344,PAXIP1-AS1,0.286389515,0.13854648,0.999962927,0.338907438,,,,,
ENSG00000136149,RPL13AP25,0.323665501,0.323523348,0.999962927,0.530351261,,,,,
ENSG00000147162,OGT,-0.118215127,0.607571467,0.999962927,-0.137081037,,,,,
ENSG00000228408,AL031056.1,-0.456654714,0.167957202,0.999962927,-0.7703933,,,,,
ENSG00000095906,NUBP2,0.181834678,0.378904917,0.999962927,0.200638978,,,,,
ENSG00000093183,SEC22C,-0.265912736,0.041971878,0.999962927,-0.296159717,,,,,
ENSG00000151617,EDNRA,0.801934915,0.006121844,0.94404175,1.11387473,,,,,
ENSG00000259460,AC078909.1,0.299778877,0.357011447,0.999962927,0.542985659,,,,,
ENSG00000183309,ZNF623,0.06526406,0.70048808,0.999962927,0.060465058,,,,,
ENSG00000100399,CHADL,-0.273640116,0.345462342,0.999962927,-0.375069301,,,,,
ENSG00000185164,NOMO2,0.530237488,0.082548582,0.999962927,0.763973084,,,,,
ENSG00000054803,CBLN4,0.237106884,0.468886036,0.999962927,0.678210298,,,,,
ENSG00000242419,PCDHGC4,0.227915264,0.490775472,0.999962927,0.453846448,,,,,
ENSG00000198721,ECI2,0.217892889,0.399142582,0.999962927,0.241182357,,,,,
ENSG00000171055,FEZ2,0.012264995,0.943906975,0.999962927,-0.026527123,,,,,
ENSG00000178015,GPR150,0.098359664,0.768465942,0.999962927,0.06483954,,,,,
ENSG00000145335,SNCA,-0.024489156,0.877305924,0.999962927,-0.053758522,,,,,
ENSG00000225663,MCRIP1,0.067550268,0.772836016,0.999962927,0.05770269,,,,,
ENSG00000213442,RPL18AP3,0.185544752,0.553060805,0.999962927,0.215032555,,,,,
ENSG00000269834,ZNF528-AS1,0.102829266,0.726366085,0.999962927,0.112984259,,,,,
ENSG00000143499,SMYD2,0.325360733,0.30625922,0.999962927,0.494925561,,,,,
ENSG00000007168,PAFAH1B1,0.212737006,0.157514603,0.999962927,0.199541428,,,,,
ENSG00000233532,LINC00460,-0.041193704,0.901778531,0.999962927,0.296806747,,,,,
ENSG00000110429,FBXO3,0.195713039,0.37852671,0.999962927,0.216508654,,,,,
ENSG00000184156,KCNQ3,0.460320637,0.164338641,0.999962927,0.726474393,,,,,
ENSG00000118292,C1orf54,0.764087258,0.006594603,0.948285115,0.927397803,,,,,
ENSG00000137038,DMAC1,0.302312681,0.063400133,0.999962927,0.299941259,,,,,
ENSG00000099617,EFNA2,-0.211524454,0.504205772,0.999962927,-0.131717996,,,,,
ENSG00000280776,LINC01202,0.090353936,0.783365127,0.999962927,0.170459857,,,,,
ENSG00000163719,MTMR14,-0.109365223,0.442530488,0.999962927,-0.105922111,,,,,
ENSG00000126005,MMP24OS,-0.017547778,0.922783201,0.999962927,-0.056669658,,,,,
ENSG00000198785,GRIN3A,0.191838445,0.565725982,0.999962927,0.376867364,,,,,
ENSG00000144218,AFF3,-0.00964065,0.975113031,0.999962927,-0.026704358,,,,,
ENSG00000170962,PDGFD,0.33287424,0.312129238,0.999962927,1.146267003,,,,,
ENSG00000240087,RPSAP12,0.273911497,0.392507802,0.999962927,1.094847692,,,,,
ENSG00000160948,VPS28,-0.101132273,0.401594371,0.999962927,-0.102192048,,,,,
ENSG00000197959,DNM3,0.112013747,0.707624549,0.999962927,0.171061136,,,,,
ENSG00000005249,PRKAR2B,0.262297853,0.405872761,0.999962927,0.368570725,,,,,
ENSG00000169851,PCDH7,0.356278095,0.285479905,0.999962927,0.623976702,,,,,
ENSG00000259985,AC017100.1,0.159692072,0.587057462,0.999962927,0.194268127,,,,,
ENSG00000090776,EFNB1,0.608663967,0.039908672,0.999962927,0.799362685,,,,,
ENSG00000271614,ATP2B1-AS1,0.35107196,0.284035539,0.999962927,0.557212806,,,,,
ENSG00000108828,VAT1,0.033879275,0.903523867,0.999962927,-0.015005236,,,,,
ENSG00000154358,OBSCN,-0.176750136,0.496307003,0.999962927,-0.170340741,,,,,
ENSG00000006042,TMEM98,-0.341773388,0.210544956,0.999962927,-0.449465939,,,,,
ENSG00000141696,P3H4,0.057777939,0.791264883,0.999962927,0.104695677,,,,,
ENSG00000116752,BCAS2,0.289796981,0.198212293,0.999962927,0.320115547,,,,,
ENSG00000028137,TNFRSF1B,0.169040684,0.602334384,0.999962927,0.252542898,,,,,
ENSG00000213424,KRT222,0.364498655,0.265294079,0.999962927,0.594452569,,,,,
ENSG00000218336,TENM3,0.212587824,0.52462887,0.999962927,0.323309938,,,,,
ENSG00000123384,LRP1,0.273336413,0.113261483,0.999962927,0.297536682,,,,,
ENSG00000278727,AC000403.1,0.301918837,0.366484558,0.999962927,0.4293935,,,,,
ENSG00000106397,PLOD3,-0.457569567,0.11412509,0.999962927,-0.609500965,,,,,
ENSG00000166839,ANKDD1A,-0.077652395,0.724592057,0.999962927,-0.097760195,,,,,
ENSG00000100325,ASCC2,0.128668724,0.508277996,0.999962927,0.143153501,,,,,
ENSG00000169116,PARM1,0.338587544,0.304783579,0.999962927,0.837989161,,,,,
ENSG00000138439,FAM117B,-0.137573473,0.607791852,0.999962927,-0.172450039,,,,,
ENSG00000147121,KRBOX4,-0.033182366,0.835109307,0.999962927,-0.042708419,,,,,
ENSG00000147119,CHST7,0.241918349,0.422949666,0.999962927,0.28817222,,,,,
ENSG00000120053,GOT1,0.356302466,0.284433123,0.999962927,0.66068448,,,,,
ENSG00000182405,PGBD4,0.081558687,0.795146432,0.999962927,0.095832578,,,,,
ENSG00000023516,AKAP11,0.050824711,0.804598492,0.999962927,0.021116932,,,,,
ENSG00000116521,SCAMP3,-0.08892888,0.534894107,0.999962927,-0.100334522,,,,,
ENSG00000169032,MAP2K1,0.450252463,0.155553313,0.999962927,0.673422182,,,,,
ENSG00000119801,YPEL5,0.104330109,0.644316472,0.999962927,0.116500135,,,,,
ENSG00000165028,NIPSNAP3B,0.474659938,0.101788813,0.999962927,0.579923579,,,,,
ENSG00000196074,SYCP2,0.024633924,0.935655482,0.999962927,-0.004452425,,,,,
ENSG00000166484,MAPK7,-0.326972991,0.110203837,0.999962927,-0.351389347,,,,,
ENSG00000256338,RPL41P2,0.370710147,0.262813687,0.999962927,0.739221602,,,,,
ENSG00000068366,ACSL4,0.412466751,0.108426711,0.999962927,0.512018071,,,,,
ENSG00000112232,KHDRBS2,0.005293773,0.98735017,0.999962927,-0.050844411,,,,,
ENSG00000243902,FP325335.1,0.6146353,0.064405411,0.999962927,1.130793148,,,,,
ENSG00000100593,ISM2,0.401783418,0.223752022,0.999962927,0.722144072,,,,,
ENSG00000065609,SNAP91,0.228218529,0.49388756,0.999962927,0.456740367,,,,,
ENSG00000154065,ANKRD29,0.267273818,0.380083244,0.999962927,0.384812192,,,,,
ENSG00000075340,ADD2,0.190651093,0.562591046,0.999962927,0.206446348,,,,,
ENSG00000215301,DDX3X,-0.087494065,0.700837248,0.999962927,-0.145251051,,,,,
ENSG00000163964,PIGX,0.090724071,0.55654791,0.999962927,0.094558576,,,,,
ENSG00000198883,PNMA5,-0.337027333,0.295154778,0.999962927,-0.970963802,,,,,
ENSG00000153317,ASAP1,0.237937645,0.224776915,0.999962927,0.257925239,,,,,
ENSG00000218891,ZNF579,-0.020196398,0.921974121,0.999962927,0.012166466,,,,,
ENSG00000228106,AL392172.1,-0.155535669,0.61291148,0.999962927,-0.290788943,,,,,
ENSG00000232485,AC098820.1,0.148911539,0.655977307,0.999962927,0.552846899,,,,,
ENSG00000128989,ARPP19,-0.054438785,0.762229839,0.999962927,-0.119962096,,,,,
ENSG00000183853,KIRREL1,0.586201196,0.040266281,0.999962927,0.800140262,,,,,
ENSG00000149357,LAMTOR1,0.101049231,0.67082363,0.999962927,0.036534456,,,,,
ENSG00000269945,AC004817.4,0.123893512,0.701137151,0.999962927,0.17894904,,,,,
ENSG00000198354,DCAF12L2,0.081229145,0.807943929,0.999962927,0.074077483,,,,,
ENSG00000113638,TTC33,0.23757717,0.432649372,0.999962927,0.323716017,,,,,
ENSG00000013306,SLC25A39,-0.035824245,0.862391419,0.999962927,-0.030948114,,,,,
ENSG00000151729,SLC25A4,0.207116532,0.454405028,0.999962927,0.270671572,,,,,
ENSG00000169733,RFNG,-0.259494125,0.192817782,0.999962927,-0.248874093,,,,,
ENSG00000176927,EFCAB5,0.05720229,0.857925868,0.999962927,0.010283215,,,,,
ENSG00000100095,SEZ6L,0.219158692,0.489962155,0.999962927,0.301006853,,,,,
ENSG00000182220,ATP6AP2,0.43428586,0.153676882,0.999962927,0.617987465,,,,,
ENSG00000203965,EFCAB7,-0.030238304,0.919144673,0.999962927,-0.064337772,,,,,
ENSG00000165169,DYNLT3,0.45884703,0.116853922,0.999962927,0.627273575,,,,,
ENSG00000186675,MAGEE2,0.157113131,0.632395467,0.999962927,0.331366104,,,,,
ENSG00000057663,ATG5,0.02746152,0.894139017,0.999962927,0.011710119,,,,,
ENSG00000119650,IFT43,-0.15184991,0.451511338,0.999962927,-0.175948504,,,,,
ENSG00000105447,GRWD1,0.177041916,0.423052474,0.999962927,0.24101353,,,,,
ENSG00000143093,STRIP1,0.220253599,0.330561797,0.999962927,0.246985523,,,,,
ENSG00000105254,TBCB,-0.145264491,0.386481769,0.999962927,-0.166816917,,,,,
ENSG00000214694,ARHGEF33,0.189122684,0.524103534,0.999962927,0.217103582,,,,,
ENSG00000246705,H2AFJ,0.199999272,0.497471228,0.999962927,0.230912162,,,,,
ENSG00000255794,RMST,-0.380272711,0.239848888,0.999962927,-0.611935774,,,,,
ENSG00000186377,CYP4X1,0.194969992,0.559573921,0.999962927,0.328627507,,,,,
ENSG00000168032,ENTPD3,0.175433929,0.560944033,0.999962927,0.594023136,,,,,
ENSG00000150625,GPM6A,0.413691904,0.180467624,0.999962927,0.531912127,,,,,
ENSG00000153814,JAZF1,0.33168284,0.266389018,0.999962927,0.457215542,,,,,
ENSG00000110427,KIAA1549L,0.142941629,0.668568197,0.999962927,0.192244477,,,,,
ENSG00000130958,SLC35D2,-0.017700857,0.946301698,0.999962927,-0.018342159,,,,,
ENSG00000255302,EID1,0.138026406,0.598101655,0.999962927,0.171281703,,,,,
ENSG00000148331,ASB6,-0.161893566,0.279384784,0.999962927,-0.158314269,,,,,
ENSG00000180720,CHRM4,0.445263695,0.161776501,0.999962927,1.397014771,,,,,
ENSG00000204435,CSNK2B,0.00182776,0.991935337,0.999962927,-0.004858201,,,,,
ENSG00000095203,EPB41L4B,-0.061963118,0.832556615,0.999962927,-0.112811797,,,,,
ENSG00000217555,CKLF,-0.217793406,0.344572431,0.999962927,-0.208946357,,,,,
ENSG00000205106,AC044839.1,0.606062806,0.067755352,0.999962927,0.994641254,,,,,
ENSG00000099785,2-Mar,-0.003539394,0.986221264,0.999962927,-0.030495979,,,,,
ENSG00000060138,YBX3,0.551557694,0.096095333,0.999962927,0.963234763,,,,,
ENSG00000224531,SMIM13,0.229753509,0.420164794,0.999962927,0.304449484,,,,,
ENSG00000131165,CHMP1A,-0.019487899,0.906393375,0.999962927,-0.011547872,,,,,
ENSG00000131196,NFATC1,-0.210711216,0.504899989,0.999962927,-0.368257354,,,,,
ENSG00000138071,ACTR2,0.342135796,0.110668221,0.999962927,0.372384184,,,,,
ENSG00000111640,GAPDH,0.237956408,0.25150857,0.999962927,0.241101658,,,,,
ENSG00000169139,UBE2V2,0.330914072,0.146752722,0.999962927,0.373194888,,,,,
ENSG00000077942,FBLN1,0.251423433,0.38654846,0.999962927,0.328395253,,,,,
ENSG00000122863,CHST3,-0.121729768,0.658775787,0.999962927,-0.205556986,,,,,
ENSG00000163743,RCHY1,0.042732636,0.736239349,0.999962927,-0.034348909,,,,,
ENSG00000103507,BCKDK,0.202073983,0.348352598,0.999962927,0.178886995,,,,,
ENSG00000176014,TUBB6,0.661247381,0.042137457,0.999962927,0.936091219,,,,,
ENSG00000178802,MPI,0.00741917,0.962854363,0.999962927,-0.012278893,,,,,
ENSG00000055332,EIF2AK2,-0.176594958,0.384499794,0.999962927,-0.21689046,,,,,
ENSG00000261616,AC036108.3,-0.021030093,0.945181456,0.999962927,0.019709687,,,,,
ENSG00000151967,SCHIP1,-0.171086889,0.51718215,0.999962927,-0.215393039,,,,,
ENSG00000253457,SMIM18,0.044437147,0.893433898,0.999962927,0.010770899,,,,,
ENSG00000231312,MAP4K3-DT,0.377425369,0.155730488,0.999962927,0.444325595,,,,,
ENSG00000162980,ARL5A,0.135833151,0.485342446,0.999962927,0.1378124,,,,,
ENSG00000118946,PCDH17,-0.052500926,0.804124476,0.999962927,-0.063643983,,,,,
ENSG00000125266,EFNB2,0.236892996,0.267141604,0.999962927,0.253717565,,,,,
ENSG00000103245,CIAO3,-0.071483529,0.720102007,0.999962927,-0.069033,,,,,
ENSG00000139726,DENR,0.217475354,0.106286461,0.999962927,0.204459972,,,,,
ENSG00000185624,P4HB,0.22797632,0.178071471,0.999962927,0.235824784,,,,,
ENSG00000009709,PAX7,0.171763808,0.592428321,0.999962927,0.533425599,,,,,
ENSG00000215475,SIAH3,0.165620106,0.620270012,0.999962927,0.264157202,,,,,
ENSG00000104886,PLEKHJ1,0.224765329,0.257898569,0.999962927,0.243275134,,,,,
ENSG00000274523,RCC1L,0.0687507,0.742766154,0.999962927,0.052504973,,,,,
ENSG00000125520,SLC2A4RG,0.431037751,0.158764306,0.999962927,0.57382368,,,,,
ENSG00000133985,TTC9,0.145471648,0.618772746,0.999962927,0.18098064,,,,,
ENSG00000169255,B3GALNT1,0.538672932,0.019421843,0.999962927,0.614722541,,,,,
ENSG00000132640,BTBD3,0.058107925,0.799024134,0.999962927,0.059877562,,,,,
ENSG00000078328,RBFOX1,0.282596642,0.397169967,0.999962927,0.552655878,,,,,
ENSG00000177352,CCDC71,0.312074235,0.267452518,0.999962927,0.395121542,,,,,
ENSG00000096433,ITPR3,0.296434266,0.363474349,0.999962927,0.309627147,,,,,
ENSG00000146352,CLVS2,0.136499186,0.681940157,0.999962927,0.229736461,,,,,
ENSG00000172292,CERS6,0.236139897,0.467732405,0.999962927,0.34049379,,,,,
ENSG00000041515,MYO16,0.198945945,0.526629554,0.999962927,0.265622464,,,,,
ENSG00000167535,CACNB3,-0.007843402,0.979558455,0.999962927,-0.07085106,,,,,
ENSG00000116191,RALGPS2,0.160849325,0.521765232,0.999962927,0.174936936,,,,,
ENSG00000067445,TRO,-0.078662807,0.79639159,0.999962927,-0.163447362,,,,,
ENSG00000205959,AC105345.1,0.185415716,0.573791197,0.999962927,0.20409696,,,,,
ENSG00000084693,AGBL5,0.147943082,0.517210949,0.999962927,0.136972682,,,,,
ENSG00000118960,HS1BP3,-0.21497838,0.380469949,0.999962927,-0.277428911,,,,,
ENSG00000233225,AC004987.2,-0.022602272,0.945271335,0.999962927,-0.167507435,,,,,
ENSG00000179915,NRXN1,0.298475029,0.35886534,0.999962927,0.458959298,,,,,
ENSG00000182400,TRAPPC6B,0.153833368,0.541614745,0.999962927,0.177106694,,,,,
ENSG00000169750,RAC3,-0.257262116,0.312530146,0.999962927,-0.281125841,,,,,
ENSG00000155506,LARP1,-0.098275257,0.540989403,0.999962927,-0.112452322,,,,,
ENSG00000227741,AL121987.2,0.386668725,0.23583311,0.999962927,0.588166612,,,,,
ENSG00000162073,PAQR4,-0.224716043,0.326258026,0.999962927,-0.261589089,,,,,
ENSG00000100300,TSPO,0.051252502,0.860474747,0.999962927,-0.020276386,,,,,
ENSG00000014824,SLC30A9,-0.020923272,0.896139702,0.999962927,-0.070153224,,,,,
ENSG00000275765,AC091982.3,0.142915687,0.653837229,0.999962927,-0.045104358,,,,,
ENSG00000004897,CDC27,0.11469692,0.559423194,0.999962927,0.118064406,,,,,
ENSG00000172172,MRPL13,0.463568681,0.038680069,0.999962927,0.460115713,,,,,
ENSG00000134884,ARGLU1,-0.038674355,0.849047055,0.999962927,-0.043714234,,,,,
ENSG00000162409,PRKAA2,0.254567551,0.394442859,0.999962927,0.333050216,,,,,
ENSG00000131941,RHPN2,0.217084395,0.485728803,0.999962927,0.320210032,,,,,
ENSG00000111052,LIN7A,0.273510909,0.369118223,0.999962927,0.324946375,,,,,
ENSG00000087842,PIR,0.279425547,0.282110037,0.999962927,0.312562129,,,,,
ENSG00000260920,AL031985.3,0.026140365,0.934465246,0.999962927,-0.004606416,,,,,
ENSG00000170035,UBE2E3,0.050083085,0.7896289,0.999962927,0.04121142,,,,,
ENSG00000169330,MINAR1,0.400764405,0.226728449,0.999962927,0.803078904,,,,,
ENSG00000072858,SIDT1,0.221249568,0.504341266,0.999962927,0.293473308,,,,,
ENSG00000119383,PTPA,0.147754362,0.368122452,0.999962927,0.175374297,,,,,
ENSG00000205544,TMEM256,0.35264008,0.167822359,0.999962927,0.355837673,,,,,
ENSG00000273108,AL121929.2,0.437739606,0.12243874,0.999962927,0.591535204,,,,,
ENSG00000143013,LMO4,0.078610262,0.793004024,0.999962927,0.065987498,,,,,
ENSG00000139722,VPS37B,-0.016384389,0.945933922,0.999962927,-0.051382982,,,,,
ENSG00000183023,SLC8A1,0.260651605,0.432449096,0.999962927,0.54355701,,,,,
ENSG00000168040,FADD,0.0839644,0.734577089,0.999962927,0.0610015,,,,,
ENSG00000102119,EMD,0.328156244,0.115239706,0.999962927,0.359255183,,,,,
ENSG00000086504,MRPL28,0.11266975,0.307025799,0.999962927,0.122135068,,,,,
ENSG00000182836,PLCXD3,0.098282128,0.766034587,0.999962927,0.14435038,,,,,
ENSG00000182247,UBE2E2,0.215357294,0.437919781,0.999962927,0.261392638,,,,,
ENSG00000185475,TMEM179B,0.178525911,0.466751849,0.999962927,0.162807186,,,,,
ENSG00000267317,AC027307.2,-0.363696803,0.243160094,0.999962927,-0.552529331,,,,,
ENSG00000132639,SNAP25,0.324136758,0.326345171,0.999962927,0.779670517,,,,,
ENSG00000137404,NRM,0.310665046,0.305862593,0.999962927,0.373612476,,,,,
ENSG00000110768,GTF2H1,0.107221544,0.633583318,0.999962927,0.113821132,,,,,
ENSG00000231969,AC007364.1,0.349831815,0.274136586,0.999962927,0.464509224,,,,,
ENSG00000129355,CDKN2D,0.176158329,0.414474487,0.999962927,0.20893681,,,,,
ENSG00000148841,ITPRIP,0.299424405,0.347352645,0.999962927,0.329246694,,,,,
ENSG00000162981,FAM84A,0.145417747,0.635999291,0.999962927,0.204393157,,,,,
ENSG00000105669,COPE,0.213277321,0.216210502,0.999962927,0.216476168,,,,,
ENSG00000135547,HEY2,-0.080238279,0.794405987,0.999962927,-0.117829559,,,,,
ENSG00000135441,BLOC1S1,0.118283503,0.580139404,0.999962927,0.124250419,,,,,
ENSG00000198919,DZIP3,0.060188102,0.823306984,0.999962927,0.055488901,,,,,
ENSG00000101444,AHCY,0.15704715,0.378396252,0.999962927,0.115015873,,,,,
ENSG00000181019,NQO1,0.650133629,0.030353974,0.999962927,0.864292291,,,,,
ENSG00000120708,TGFBI,0.055117645,0.868091899,0.999962927,0.083276828,,,,,
ENSG00000047188,YTHDC2,0.153587525,0.566223921,0.999962927,0.173904764,,,,,
ENSG00000211584,SLC48A1,-0.056705737,0.80284414,0.999962927,-0.085984341,,,,,
ENSG00000183196,CHST6,-0.099611983,0.730499416,0.999962927,-0.133218319,,,,,
ENSG00000100284,TOM1,0.136692238,0.417987983,0.999962927,0.170960894,,,,,
ENSG00000280119,AC093642.2,-0.212534814,0.520879828,0.999962927,-0.446402591,,,,,
ENSG00000091129,NRCAM,0.27310457,0.390985237,0.999962927,0.389355436,,,,,
ENSG00000158985,CDC42SE2,0.002361972,0.987922221,0.999962927,-0.024227358,,,,,
ENSG00000112146,FBXO9,0.168597744,0.534847296,0.999962927,0.212682623,,,,,
ENSG00000088538,DOCK3,0.152472199,0.630410353,0.999962927,0.19980211,,,,,
ENSG00000169297,NR0B1,-0.542945381,0.095716636,0.999962927,-0.845033758,,,,,
ENSG00000164296,TIGD6,-0.028083414,0.906938208,0.999962927,-0.04457827,,,,,
ENSG00000187840,EIF4EBP1,0.38698569,0.22171504,0.999962927,0.658973561,,,,,
ENSG00000105649,RAB3A,0.195450137,0.558337446,0.999962927,0.27570876,,,,,
ENSG00000260219,AC106782.2,-0.113764678,0.725170254,0.999962927,-0.190876177,,,,,
ENSG00000008277,ADAM22,0.243479629,0.381676009,0.999962927,0.329250553,,,,,
ENSG00000051382,PIK3CB,-0.005510074,0.981672845,0.999962927,-0.011257189,,,,,
ENSG00000153310,FAM49B,0.150487401,0.605810523,0.999962927,0.203323285,,,,,
ENSG00000048545,GUCA1A,0.046952466,0.888303763,0.999962927,0.075609708,,,,,
ENSG00000176401,EID2B,0.334093867,0.262268773,0.999962927,0.447562367,,,,,
ENSG00000088899,LZTS3,-0.058027871,0.850615549,0.999962927,-0.127245537,,,,,
ENSG00000198689,SLC9A6,0.26025352,0.432540999,0.999962927,0.403074476,,,,,
ENSG00000197956,S100A6,0.044242812,0.865491204,0.999962927,0.03659846,,,,,
ENSG00000103460,TOX3,-0.520660801,0.092969775,0.999962927,-0.766603809,,,,,
ENSG00000079101,CLUL1,0.136640453,0.680421122,0.999962927,0.228958534,,,,,
ENSG00000178662,CSRNP3,0.340213302,0.301652281,0.999962927,0.567073777,,,,,
ENSG00000167065,DUSP18,-0.366876533,0.154357013,0.999962927,-0.402745257,,,,,
ENSG00000164187,LMBRD2,0.478615019,0.124661886,0.999962927,0.690659226,,,,,
ENSG00000088356,PDRG1,0.337339101,0.08411908,0.999962927,0.393322058,,,,,
ENSG00000132329,RAMP1,0.094985633,0.74718705,0.999962927,0.078851799,,,,,
ENSG00000185482,STAC3,0.341758055,0.263415857,0.999962927,0.488429944,,,,,
ENSG00000184162,NR2C2AP,0.120622075,0.430386881,0.999962927,0.120535195,,,,,
ENSG00000059588,TARBP1,0.098753582,0.760132086,0.999962927,0.121788227,,,,,
ENSG00000177225,GATD1,0.059475894,0.703593719,0.999962927,0.068135177,,,,,
ENSG00000176715,ACSF3,-0.022618503,0.887238771,0.999962927,-0.001820615,,,,,
ENSG00000259834,AL365361.1,0.053083257,0.871545263,0.999962927,0.047623939,,,,,
ENSG00000132386,SERPINF1,0.215017952,0.510026365,0.999962927,0.268066487,,,,,
ENSG00000140332,TLE3,0.223864973,0.325668709,0.999962927,0.278869601,,,,,
ENSG00000092929,UNC13D,-0.037979768,0.884281695,0.999962927,0.026677109,,,,,
ENSG00000145782,ATG12,-0.024884799,0.868217089,0.999962927,-0.049791087,,,,,
ENSG00000212802,RPL15P3,0.045352218,0.878617847,0.999962927,0.194578476,,,,,
ENSG00000152382,TADA1,0.288529196,0.325651729,0.999962927,0.382429211,,,,,
ENSG00000163655,GMPS,0.225158843,0.259404517,0.999962927,0.244875108,,,,,
ENSG00000155366,RHOC,0.331619845,0.299309312,0.999962927,0.396784676,,,,,
ENSG00000158716,DUSP23,0.147980997,0.631493179,0.999962927,0.212967462,,,,,
ENSG00000157214,STEAP2,0.276387423,0.40779451,0.999962927,0.521291827,,,,,
ENSG00000171189,GRIK1,0.244526168,0.426125331,0.999962927,0.351828145,,,,,
ENSG00000164100,NDST3,0.193272513,0.556884265,0.999962927,0.389838628,,,,,
ENSG00000004142,POLDIP2,0.213223941,0.140428969,0.999962927,0.221005915,,,,,
ENSG00000165886,UBTD1,0.014365103,0.958428829,0.999962927,0.0132786,,,,,
ENSG00000167797,CDK2AP2,-0.148361891,0.595470505,0.999962927,-0.226878288,,,,,
ENSG00000084207,GSTP1,0.176078592,0.452733484,0.999962927,0.146658269,,,,,
ENSG00000125753,VASP,0.258815069,0.386990558,0.999962927,0.294004704,,,,,
ENSG00000178502,KLHL11,0.596902106,0.066722426,0.999962927,0.89008104,,,,,
ENSG00000162972,MAIP1,0.39803651,0.111346678,0.999962927,0.478158298,,,,,
ENSG00000166341,DCHS1,0.232000504,0.3878769,0.999962927,0.26678519,,,,,
ENSG00000058668,ATP2B4,0.135201276,0.56140789,0.999962927,0.133293387,,,,,
ENSG00000178965,ERICH3,0.209215514,0.525010639,0.999962927,0.348583757,,,,,
ENSG00000125851,PCSK2,0.322436421,0.331963549,0.999962927,0.659067004,,,,,
ENSG00000183114,FAM43B,-0.17793186,0.441920013,0.999962927,-0.198789056,,,,,
ENSG00000119760,SUPT7L,0.045703824,0.851268174,0.999962927,0.046764306,,,,,
ENSG00000206172,HBA1,0.390688824,0.208738962,0.999962927,1.335927489,,,,,
ENSG00000095713,CRTAC1,0.200173062,0.549001577,0.999962927,0.329979856,,,,,
ENSG00000147894,C9orf72,0.2158266,0.49428686,0.999962927,0.29024883,,,,,
ENSG00000143537,ADAM15,0.349524859,0.18773619,0.999962927,0.341055994,,,,,
ENSG00000198961,PJA2,0.301493107,0.219361224,0.999962927,0.352637667,,,,,
ENSG00000225756,DBH-AS1,-0.020623005,0.948767496,0.999962927,-0.076950415,,,,,
ENSG00000253161,LINC01605,0.535175427,0.090668041,0.999962927,1.919141186,,,,,
ENSG00000139714,MORN3,0.224484678,0.447166706,0.999962927,0.243545211,,,,,
ENSG00000155096,AZIN1,0.095089996,0.574618926,0.999962927,0.079005374,,,,,
ENSG00000198355,PIM3,-0.103976536,0.650728503,0.999962927,-0.109355186,,,,,
ENSG00000079931,MOXD1,-0.112123397,0.723083605,0.999962927,-0.137284374,,,,,
ENSG00000211896,IGHG1,0.94705379,0.003447088,0.811395218,3.259526036,,,,,
ENSG00000102753,KPNA3,0.191560172,0.43352353,0.999962927,0.222068486,,,,,
ENSG00000104856,RELB,0.694409263,0.022522742,0.999962927,0.966439068,,,,,
ENSG00000111530,CAND1,0.101955013,0.635810079,0.999962927,0.111903363,,,,,
