gene,gene_name,BA20_THp_HA_vs_AD.l2fc,BA20_THp_HA_vs_AD.pval,BA20_THp_HA_vs_AD.padj,BA20_THp_HA_vs_AD.raw_l2fc,,,,,
ENSG00000138381,ASNSD1,0.159583699,0.29766157,0.531092789,0.172244474,,,,,
ENSG00000168734,PKIG,0.062721675,0.629566201,0.793310409,0.07099406,,,,,
ENSG00000146247,PHIP,-0.187558893,0.273006341,0.508490483,-0.183813561,,,,,
ENSG00000168883,USP39,0.146564984,0.142572383,0.360873685,0.136920988,,,,,
ENSG00000104218,CSPP1,-0.264142984,0.320333097,0.553366624,-0.342823614,,,,,
ENSG00000115598,IL1RL2,0.623456218,0.110626723,,0.98106855,,,,,
ENSG00000056998,GYG2,-0.618581601,0.019573665,0.149453324,-0.635805983,,,,,
ENSG00000154146,NRGN,0.663551304,0.034329262,0.189486767,0.751328471,,,,,
ENSG00000178449,COX14,0.025359421,0.84290917,0.91874968,0.025153127,,,,,
ENSG00000272983,AL117339.4,0.208563678,0.480770238,,0.276979201,,,,,
ENSG00000171408,PDE7B,0.030507837,0.888985323,0.945211017,0.034595495,,,,,
ENSG00000089177,KIF16B,-0.49122245,0.030275946,0.180118964,-0.59813666,,,,,
ENSG00000197756,RPL37A,-0.311051012,0.268748821,0.503804553,-0.447176073,,,,,
ENSG00000100209,HSCB,-0.135155825,0.516991012,0.716972902,-0.154610402,,,,,
ENSG00000215386,MIR99AHG,0.418117343,0.02885432,0.176211805,0.465403295,,,,,
ENSG00000105711,SCN1B,0.382702215,0.158968964,0.380670843,0.479264763,,,,,
ENSG00000173227,SYT12,0.71470045,0.006020629,0.091521781,0.782059278,,,,,
ENSG00000177169,ULK1,0.201938936,0.353692741,0.583097545,0.229681232,,,,,
ENSG00000139168,ZCRB1,-0.365781216,0.140710749,0.359098559,-0.499607157,,,,,
ENSG00000261786,AC006058.1,0.769430641,0.049413459,0.221648825,1.158345706,,,,,
ENSG00000142173,COL6A2,-0.169881211,0.556152472,0.742759553,-0.194047389,,,,,
ENSG00000274536,AL034397.3,0.142642815,0.691537499,,0.201565948,,,,,
ENSG00000135842,FAM129A,0.245699664,0.431397442,0.65126343,0.275713241,,,,,
ENSG00000064115,TM7SF3,-0.446963144,0.007141565,0.099646443,-0.475945388,,,,,
ENSG00000169155,ZBTB43,0.050578227,0.776409045,0.884732873,0.054408731,,,,,
ENSG00000174373,RALGAPA1,0.047027159,0.817387191,0.905332198,0.059976234,,,,,
ENSG00000186153,WWOX,-0.1854687,0.429479573,0.650204629,-0.19885812,,,,,
ENSG00000272556,GTF2IP13,0.108074835,0.75949708,,0.061514958,,,,,
ENSG00000224843,LINC00240,0.183773123,0.544684886,,0.313042052,,,,,
ENSG00000111669,TPI1,0.638752544,3.03E-04,0.028480365,0.669400538,,,,,
ENSG00000130829,DUSP9,0.513265485,0.050147043,0.223358475,0.628805703,,,,,
ENSG00000110958,PTGES3,-0.191261974,0.337017477,0.568158911,-0.225933838,,,,,
ENSG00000163249,CCNYL1,-0.098326256,0.584051053,0.763385819,-0.140559889,,,,,
ENSG00000113273,ARSB,0.41634335,0.047262773,0.217842418,0.433598508,,,,,
ENSG00000261338,AC021016.2,-0.437488883,0.121033012,0.334874223,-0.490923776,,,,,
ENSG00000125166,GOT2,0.271377852,0.263013727,0.49762791,0.297288333,,,,,
ENSG00000149527,PLCH2,0.663805963,0.026907817,0.171526326,0.784419176,,,,,
ENSG00000179431,FJX1,0.693213209,0.002223774,0.063627548,0.764928633,,,,,
ENSG00000141378,PTRH2,0.345091098,0.068284126,0.255220279,0.368957612,,,,,
ENSG00000066455,GOLGA5,-0.431996288,0.015265058,0.133664291,-0.508351634,,,,,
ENSG00000196670,ZFP62,-0.522592997,0.016919831,0.140745713,-0.659087363,,,,,
ENSG00000099958,DERL3,0.741563196,0.027330353,,1.014810749,,,,,
ENSG00000137868,STRA6,0.448620548,0.252421194,,0.669789248,,,,,
ENSG00000115041,KCNIP3,0.30994579,0.174283111,0.398830438,0.330661187,,,,,
ENSG00000204311,PJVK,0.01258826,0.947439437,0.975097109,0.010914516,,,,,
ENSG00000049883,PTCD2,0.302885297,0.097284998,0.300644938,0.30781697,,,,,
ENSG00000177464,GPR4,-0.189330992,0.63717925,0.798760591,-0.504920667,,,,,
ENSG00000162086,ZNF75A,-0.015275723,0.932217962,0.967178849,-0.020015239,,,,,
ENSG00000107745,MICU1,0.181131314,0.297852401,0.531220473,0.196020247,,,,,
ENSG00000176531,PHLDB3,0.173427095,0.458488943,0.672404498,0.112811768,,,,,
ENSG00000198804,MT-CO1,-0.329908324,0.405842238,0.631382208,-0.659952446,,,,,
ENSG00000007047,MARK4,0.12905312,0.509748767,0.713071924,0.165343754,,,,,
ENSG00000103591,AAGAB,0.087226502,0.637644672,0.798894337,0.097809483,,,,,
ENSG00000099840,IZUMO4,0.19586214,0.512635375,0.714843685,0.216500352,,,,,
ENSG00000104537,ANXA13,-0.53882576,0.193527401,,-1.305088101,,,,,
ENSG00000228594,FNDC10,0.4468353,0.111441002,0.322310533,0.497328386,,,,,
ENSG00000123349,PFDN5,-0.348207734,0.193270071,0.423663571,-0.490768165,,,,,
ENSG00000117791,2-Mar,0.678220809,0.016264309,0.137720976,0.782537945,,,,,
ENSG00000006194,ZNF263,-0.224606944,0.118154844,0.330566378,-0.281192539,,,,,
ENSG00000163273,NPPC,0.127486371,0.760281984,,0.204271194,,,,,
ENSG00000133142,TCEAL4,-0.265085848,0.159537288,0.381416576,-0.353255128,,,,,
ENSG00000050820,BCAR1,-0.181903107,0.329528178,0.561633086,-0.216269347,,,,,
ENSG00000198792,TMEM184B,-0.122803125,0.483160281,0.692767632,-0.139938833,,,,,
ENSG00000150961,SEC24D,0.802329578,0.009568537,0.111719573,0.9490976,,,,,
ENSG00000123595,RAB9A,-0.34563521,0.00779296,0.102793218,-0.343154309,,,,,
ENSG00000243989,ACY1,0.01504128,0.96591843,,-0.001203931,,,,,
ENSG00000004961,HCCS,0.48379589,0.055993082,0.233005156,0.533852621,,,,,
ENSG00000121871,SLITRK3,0.916980738,0.005031043,0.086476851,1.123590112,,,,,
ENSG00000077616,NAALAD2,-0.052810744,0.821327934,0.907449806,-0.05334893,,,,,
ENSG00000154144,TBRG1,-0.128083884,0.353740242,0.583097545,-0.145108216,,,,,
ENSG00000101222,SPEF1,0.512296505,0.070311132,0.258672178,0.608817661,,,,,
ENSG00000226742,HSBP1L1,-0.133506415,0.518198226,0.717592702,-0.125742696,,,,,
ENSG00000189007,ADAT2,0.221528199,0.471949547,,0.272586582,,,,,
ENSG00000111678,C12orf57,-0.034236646,0.86407402,0.929535227,-0.077503089,,,,,
ENSG00000245849,RAD51-AS1,-0.58714737,0.005907674,0.09094279,-0.671565018,,,,,
ENSG00000278864,AC055811.4,0.157683597,0.62996262,,0.185305119,,,,,
ENSG00000198837,DENND4B,-0.114549946,0.590869647,0.767791523,-0.115822658,,,,,
ENSG00000198417,MT1F,-1.036646901,0.002366494,0.064131254,-1.296848501,,,,,
ENSG00000167220,HDHD2,-0.183022403,0.415074464,0.638655919,-0.184470853,,,,,
ENSG00000278129,ZNF8,0.129173024,0.453288979,0.668821481,0.161703117,,,,,
ENSG00000096968,JAK2,0.003982204,0.98586709,0.993477558,0.004298029,,,,,
ENSG00000183688,RFLNB,-1.131723612,1.89E-04,0.025531791,-1.470205106,,,,,
ENSG00000165406,8-Mar,-0.801739311,8.75E-04,0.045312895,-0.883939009,,,,,
ENSG00000110619,CARS,-0.184518029,0.302690302,0.535914643,-0.255420282,,,,,
ENSG00000072182,ASIC4,0.800275757,0.001560105,0.0563502,0.889647015,,,,,
ENSG00000136710,CCDC115,0.173515969,0.283588113,0.51853776,0.192801343,,,,,
ENSG00000163602,RYBP,-0.502335404,0.018723146,0.147337268,-0.544063868,,,,,
ENSG00000214353,VAC14-AS1,-0.058182559,0.81315684,0.903426677,-0.040387109,,,,,
ENSG00000173327,MAP3K11,-0.571267948,0.022185201,0.158355623,-0.704767318,,,,,
ENSG00000138780,GSTCD,0.204814864,0.294804285,0.528954791,0.238584266,,,,,
ENSG00000124191,TOX2,0.649474876,0.028541563,0.175712981,0.788981763,,,,,
ENSG00000253807,LINC01170,-0.802563511,0.025459123,,-1.189169805,,,,,
ENSG00000139517,LNX2,0.178532409,0.561757609,0.746663202,0.203469129,,,,,
ENSG00000237797,MACORIS,0.702720469,0.071725794,,1.135195017,,,,,
ENSG00000204396,VWA7,0.47551792,0.231308736,,1.480677018,,,,,
ENSG00000273855,AC020658.5,0.259136282,0.426790836,,0.428049928,,,,,
ENSG00000253251,SHLD3,-8.12E-04,0.997477135,,0.03192102,,,,,
ENSG00000128581,IFT22,0.3005087,0.069349288,0.257401441,0.316821694,,,,,
ENSG00000132692,BCAN,0.362915494,0.138597466,0.356824858,0.403690642,,,,,
ENSG00000119004,CYP20A1,-0.050875575,0.825947706,0.909499468,-0.036623231,,,,,
ENSG00000120451,SNX19,-0.224932307,0.243732942,0.479569956,-0.25356368,,,,,
ENSG00000136240,KDELR2,0.085750827,0.625169971,0.791014005,0.075307805,,,,,
ENSG00000102189,EEA1,-0.108117765,0.538669216,0.73087917,-0.09116598,,,,,
ENSG00000099875,MKNK2,0.141902722,0.649093624,0.806583187,0.096818573,,,,,
ENSG00000196470,SIAH1,0.083185487,0.736396127,0.860642443,0.080481393,,,,,
ENSG00000113312,TTC1,-0.098398491,0.554980732,0.741861999,-0.150756675,,,,,
ENSG00000084774,CAD,0.004276085,0.979214792,0.990257174,-0.007365904,,,,,
ENSG00000178295,GEN1,0.159726282,0.614607211,0.783318301,0.169938169,,,,,
ENSG00000111885,MAN1A1,0.531805571,0.127273848,0.343215571,0.671722999,,,,,
ENSG00000204352,C9orf129,0.478404851,0.151623934,,0.706553017,,,,,
ENSG00000145741,BTF3,-0.253961316,0.098354249,0.302047683,-0.30525166,,,,,
ENSG00000108239,TBC1D12,-0.543893867,0.024162216,0.163802908,-0.693323097,,,,,
ENSG00000072736,NFATC3,-0.541422694,0.039262613,0.201236152,-0.668823446,,,,,
ENSG00000160293,VAV2,0.230219718,0.125319607,0.340209306,0.25964617,,,,,
ENSG00000196152,ZNF79,-0.16039134,0.554390847,,-0.228089572,,,,,
ENSG00000181315,ZNF322,-0.752189489,0.01504201,0.133106849,-0.996193973,,,,,
ENSG00000010072,SPRTN,-0.023519854,0.911199725,0.957716567,-0.006182121,,,,,
ENSG00000132330,SCLY,-0.074884019,0.784329345,,-0.326178521,,,,,
ENSG00000271860,AL589740.1,0.205089511,0.459687169,0.673280713,0.275574414,,,,,
ENSG00000155959,VBP1,0.232781676,0.05712478,0.234961777,0.245357028,,,,,
ENSG00000135392,DNAJC14,-0.360802652,0.040087843,0.203129981,-0.441230788,,,,,
ENSG00000169762,TAPT1,-0.427656147,0.008413552,0.105318414,-0.445520163,,,,,
ENSG00000244509,APOBEC3C,0.331437712,0.212657985,0.446151044,0.404253897,,,,,
ENSG00000174109,C16orf91,0.344902957,0.121849003,0.336116099,0.37139306,,,,,
ENSG00000159352,PSMD4,-0.046549835,0.699021956,0.83739747,-0.074462315,,,,,
ENSG00000100387,RBX1,0.070666283,0.529729106,0.724949086,0.063395339,,,,,
ENSG00000217930,PAM16,0.256503632,0.17328115,0.398243908,0.253566742,,,,,
ENSG00000172845,SP3,-0.128344129,0.428004108,0.649000328,-0.103359673,,,,,
ENSG00000137871,ZNF280D,-0.190288052,0.302932042,0.536003087,-0.217928119,,,,,
ENSG00000112249,ASCC3,0.005246236,0.972385808,0.98676811,0.0224643,,,,,
ENSG00000143061,IGSF3,0.843762811,0.005382007,0.088022487,1.018629505,,,,,
ENSG00000166130,IKBIP,-0.212492042,0.435450518,0.654792913,-0.228096894,,,,,
ENSG00000186352,ANKRD37,0.077815269,0.823139837,0.908390693,0.008876534,,,,,
ENSG00000141551,CSNK1D,0.110779013,0.150878577,0.370876892,0.097722002,,,,,
ENSG00000244041,LINC01011,-0.131525664,0.652995786,0.807910564,-0.20987085,,,,,
ENSG00000116668,SWT1,-0.397602904,0.040535473,0.204099181,-0.459083419,,,,,
ENSG00000143947,RPS27A,-0.541263743,0.059463003,0.239354201,-0.749189093,,,,,
ENSG00000230532,AC091133.1,-0.622943134,0.02007127,,-0.757475026,,,,,
ENSG00000132205,EMILIN2,-0.37146422,0.208125506,0.441214185,-0.449338412,,,,,
ENSG00000160633,SAFB,-0.39501858,0.034596625,0.190238727,-0.481412852,,,,,
ENSG00000165792,METTL17,-0.069837493,0.676765805,0.821787049,-0.071971911,,,,,
ENSG00000145431,PDGFC,0.329368401,0.184290123,0.412835534,0.388141393,,,,,
ENSG00000251669,FAM86EP,0.679437428,0.01249726,,0.871089864,,,,,
ENSG00000273001,AL731533.2,0.058159371,0.82054552,,0.113446546,,,,,
ENSG00000073614,KDM5A,-0.567411099,0.001744235,0.058611974,-0.645547763,,,,,
ENSG00000259456,ADNP-AS1,-0.478963599,0.05987227,,-0.528322386,,,,,
ENSG00000127526,SLC35E1,0.259636487,0.081645815,0.276293094,0.267470909,,,,,
ENSG00000197006,METTL9,0.088879972,0.49885412,0.704320451,0.101616912,,,,,
ENSG00000101407,TTI1,0.179589273,0.286004782,0.520834065,0.157145032,,,,,
ENSG00000224597,SVIL-AS1,-0.726310774,0.008010664,0.103533258,-0.910042631,,,,,
ENSG00000215067,ALOX12-AS1,0.016571556,0.92666976,0.965083248,0.049915541,,,,,
ENSG00000114251,WNT5A,0.517460176,0.133558559,0.351186887,0.632486414,,,,,
ENSG00000136709,WDR33,-0.094440827,0.482337824,0.692117483,-0.127931382,,,,,
ENSG00000143079,CTTNBP2NL,-0.097667366,0.588220713,0.765773379,-0.10259136,,,,,
ENSG00000112541,PDE10A,0.433439202,0.115772557,0.327563447,0.365814796,,,,,
ENSG00000157613,CREB3L1,1.229189112,5.14E-06,0.007457889,1.441510934,,,,,
ENSG00000237732,AC010980.1,0.526307083,0.11972077,,0.656266483,,,,,
ENSG00000113013,HSPA9,0.083392709,0.438064989,0.657202438,0.069786139,,,,,
ENSG00000253626,EIF5AL1,0.236917969,0.518574462,,0.297643237,,,,,
ENSG00000188786,MTF1,-0.659274747,8.41E-04,0.044578644,-0.772658007,,,,,
ENSG00000156675,RAB11FIP1,-0.109091523,0.590061614,0.767236754,-0.122139296,,,,,
ENSG00000099899,TRMT2A,0.104690544,0.494331191,0.700971387,0.120600367,,,,,
ENSG00000117036,ETV3,-0.441251658,0.047833183,0.219049385,-0.533113874,,,,,
ENSG00000205730,ITPRIPL2,-0.068258266,0.811744018,0.902297942,-0.123501268,,,,,
ENSG00000116984,MTR,0.044324456,0.821420042,0.907449806,0.031510993,,,,,
ENSG00000158623,COPG2,-0.058334153,0.712889844,0.845317478,-0.048506701,,,,,
ENSG00000138380,CARF,-0.210278903,0.363116807,0.590622858,-0.235714269,,,,,
ENSG00000169026,SLC49A3,0.116975794,0.664511622,0.814830163,0.102833781,,,,,
ENSG00000198695,MT-ND6,-0.287121415,0.461356775,0.674838449,-0.577117817,,,,,
ENSG00000131771,PPP1R1B,0.109260128,0.663751907,0.814262221,0.106093141,,,,,
ENSG00000188827,SLX4,0.408391596,0.034542589,0.190139564,0.447736805,,,,,
ENSG00000113749,HRH2,0.942396875,0.004043493,0.078344006,1.120174062,,,,,
ENSG00000105928,GSDME,0.026343528,0.89767858,0.950294848,0.054950357,,,,,
ENSG00000204131,NHSL2,0.325389085,0.228946838,0.464295376,0.368285195,,,,,
ENSG00000285976,AL135905.2,0.031850314,0.886020465,,-0.108376547,,,,,
ENSG00000151151,IPMK,0.237637977,0.207492783,0.440291974,0.293454094,,,,,
ENSG00000083635,NUFIP1,-0.157589407,0.412679358,0.636837911,-0.187446899,,,,,
ENSG00000163596,ICA1L,0.549317113,0.011962073,0.122207656,0.603095813,,,,,
ENSG00000136485,DCAF7,-0.335916428,0.021080428,0.154643066,-0.37370607,,,,,
ENSG00000169372,CRADD,-0.240808428,0.196718099,0.427684224,-0.333824198,,,,,
ENSG00000177989,ODF3B,1.118723965,0.003471914,,1.570426742,,,,,
ENSG00000063587,ZNF275,-0.075944113,0.605259863,0.777663002,-0.064694761,,,,,
ENSG00000220205,VAMP2,0.354246753,0.0277353,0.173948325,0.374440371,,,,,
ENSG00000122861,PLAU,0.010972806,0.974384437,,0.058203873,,,,,
ENSG00000087495,PHACTR3,-0.42051429,0.113320229,0.324403668,-0.585408209,,,,,
ENSG00000144028,SNRNP200,0.049316727,0.71164049,0.844935109,0.060533815,,,,,
ENSG00000173207,CKS1B,0.133209689,0.587362295,0.765316194,0.154061196,,,,,
ENSG00000099904,ZDHHC8,0.130852619,0.44437132,0.661949786,0.150490915,,,,,
ENSG00000112855,HARS2,-0.123410844,0.295144865,0.528968713,-0.13615948,,,,,
ENSG00000007202,KIAA0100,-0.251904061,0.03182108,0.183551183,-0.260892295,,,,,
ENSG00000119707,RBM25,-0.209607554,0.122620297,0.336680609,-0.253701224,,,,,
ENSG00000135643,KCNMB4,-0.878496512,1.86E-04,0.025531791,-0.996982973,,,,,
ENSG00000158406,HIST1H4H,-0.414917163,0.151897749,0.372550977,-0.539617335,,,,,
ENSG00000144445,KANSL1L,-0.350170968,0.069837596,0.258234724,-0.374146269,,,,,
ENSG00000164142,FAM160A1,0.557617205,0.144661322,,0.792493104,,,,,
ENSG00000073350,LLGL2,-0.442064409,0.101979539,0.307110795,-0.678378004,,,,,
ENSG00000100239,PPP6R2,0.229815005,0.059347488,0.23914389,0.242432137,,,,,
ENSG00000176994,SMCR8,0.265470349,0.249237088,0.485249561,0.292847856,,,,,
ENSG00000184857,TMEM186,-0.060559193,0.729270926,0.856736251,-0.091877463,,,,,
ENSG00000122257,RBBP6,-0.11117827,0.342999477,0.573971072,-0.129845157,,,,,
ENSG00000075914,EXOSC7,0.07647326,0.514492035,0.715959443,0.060056224,,,,,
ENSG00000130518,IQCN,0.024196951,0.946567649,,0.090404658,,,,,
ENSG00000163565,IFI16,-0.205279542,0.42220741,0.643937384,-0.250104812,,,,,
ENSG00000160410,SHKBP1,-0.482283538,0.022132795,0.158148883,-0.544936859,,,,,
ENSG00000164346,NSA2,-0.300223783,0.205759587,0.43898445,-0.409893287,,,,,
ENSG00000157343,ARMC12,0.13159246,0.644966739,,0.194256483,,,,,
ENSG00000107147,KCNT1,0.829742319,0.026445734,0.169806776,0.992021677,,,,,
ENSG00000112763,BTN2A1,0.090717299,0.599585804,0.773496896,0.041135542,,,,,
ENSG00000168393,DTYMK,-0.129960943,0.558808485,0.744402931,-0.174016209,,,,,
ENSG00000106261,ZKSCAN1,-0.35381866,0.097844916,0.301314534,-0.425753902,,,,,
ENSG00000188158,NHS,0.012520871,0.952299581,0.977625418,0.033888747,,,,,
ENSG00000066468,FGFR2,-0.549214306,0.033820699,0.187827173,-0.696100937,,,,,
ENSG00000075426,FOSL2,-0.310891652,0.34008689,0.571315191,-0.524789233,,,,,
ENSG00000178078,STAP2,0.546895419,0.039050632,0.200793808,0.654055005,,,,,
ENSG00000074582,BCS1L,-0.01238992,0.921711267,0.96330903,-0.067736787,,,,,
ENSG00000157107,FCHO2,0.208282192,0.21571825,0.449256119,0.217081534,,,,,
ENSG00000163918,RFC4,-0.465751977,0.028838643,0.176197995,-0.558405979,,,,,
ENSG00000188580,NKAIN2,-0.441995562,0.100977376,0.305124309,-0.550217035,,,,,
ENSG00000183665,TRMT12,0.043249792,0.807570002,0.900425255,-0.006890965,,,,,
ENSG00000174871,CNIH2,0.615397842,0.066212705,0.250968206,0.730430931,,,,,
ENSG00000160563,MED27,0.27471232,0.049980766,0.223060453,0.308250868,,,,,
ENSG00000142684,ZNF593,0.404905783,0.096632338,0.300000301,0.438936517,,,,,
ENSG00000268858,AL118506.1,0.729539797,0.01201864,0.122207656,0.893728487,,,,,
ENSG00000251661,AC136475.1,0.633106866,0.094707617,,0.903284679,,,,,
ENSG00000221887,HMSD,-0.786502736,0.024770674,0.165327542,-1.143983119,,,,,
ENSG00000148814,LRRC27,0.117746355,0.434976921,0.654596421,0.148890248,,,,,
ENSG00000204514,ZNF814,0.165546965,0.41227621,0.636553282,0.15542743,,,,,
ENSG00000108590,MED31,0.589701246,0.019943436,0.15006353,0.66374118,,,,,
ENSG00000160352,ZNF714,0.460971129,0.157732191,0.379518189,0.565358224,,,,,
ENSG00000055130,CUL1,-0.028077262,0.858423888,0.926905183,-0.034163179,,,,,
ENSG00000088543,C3orf18,0.018000388,0.908912146,0.956591375,0.02989344,,,,,
ENSG00000162616,DNAJB4,-0.029560972,0.897476307,0.950266762,-0.046841157,,,,,
ENSG00000170525,PFKFB3,0.124058349,0.580229343,0.760932369,0.15173914,,,,,
ENSG00000240184,PCDHGC3,0.904203218,0.006628055,0.096056479,1.054403445,,,,,
ENSG00000183087,GAS6,0.08496254,0.662669165,0.813765773,0.069908688,,,,,
ENSG00000110107,PRPF19,0.574061138,0.018607576,0.147120966,0.612349978,,,,,
ENSG00000132821,VSTM2L,1.0731219,0.002816015,0.069280627,1.406986303,,,,,
ENSG00000112335,SNX3,-0.006411043,0.962480267,0.982254741,-5.84E-04,,,,,
ENSG00000138336,TET1,0.245299734,0.453576713,,0.24025926,,,,,
ENSG00000004838,ZMYND10,-0.595988376,0.037254965,,-0.652827356,,,,,
ENSG00000076864,RAP1GAP,0.971103371,0.00246227,0.0648932,1.145682527,,,,,
ENSG00000134758,RNF138,-0.11509857,0.575841949,0.757471956,-0.120039015,,,,,
ENSG00000241404,EGFL8,-1.011616195,0.001332211,0.052637929,-1.363608749,,,,,
ENSG00000175711,B3GNTL1,0.551204059,0.017084134,0.140912469,0.63919487,,,,,
ENSG00000172379,ARNT2,-0.095428014,0.376467443,0.604174631,-0.087246676,,,,,
ENSG00000146842,TMEM209,0.334039154,0.256119256,0.490717737,0.394774489,,,,,
ENSG00000203778,FAM229B,-0.204868445,0.360422957,0.588290045,-0.279330957,,,,,
ENSG00000111877,MCM9,-0.093023974,0.651206505,0.807620233,-0.148320844,,,,,
ENSG00000163006,CCDC138,-0.181652761,0.463200969,0.676351365,-0.246361627,,,,,
ENSG00000077097,TOP2B,-0.32164814,0.017167732,0.141316677,-0.350877611,,,,,
ENSG00000150756,ATPSCKMT,-0.233204656,0.342627867,0.573457976,-0.278268888,,,,,
ENSG00000167925,GHDC,-0.114258086,0.473248783,0.684885762,-0.109489968,,,,,
ENSG00000099795,NDUFB7,0.022208093,0.846536548,0.920751707,0.034619567,,,,,
ENSG00000176476,SGF29,-0.528064083,0.014132899,0.129864544,-0.555036153,,,,,
ENSG00000247774,PCED1B-AS1,0.069211028,0.846144984,0.920727146,0.12622478,,,,,
ENSG00000117133,RPF1,-0.073971364,0.627154075,0.79198873,-0.104687798,,,,,
ENSG00000187848,P2RX2,1.090737746,0.008914283,,2.85702565,,,,,
ENSG00000266967,AARSD1,0.692938168,0.029460821,,0.920511703,,,,,
ENSG00000167674,HDGFL2,-0.03081412,0.797272924,0.895476034,-0.033821354,,,,,
ENSG00000205323,SARNP,-0.233186731,0.446872049,,-0.30499957,,,,,
ENSG00000077684,JADE1,-0.13614231,0.446533217,0.663100127,-0.181283161,,,,,
ENSG00000157796,WDR19,0.103597,0.652994386,0.807910564,0.116755713,,,,,
ENSG00000163344,PMVK,0.121181999,0.60702681,0.778669642,0.119222537,,,,,
ENSG00000169621,APLF,-0.3440411,0.201321691,,-0.434213613,,,,,
ENSG00000132793,LPIN3,-0.131470601,0.631386205,0.794255552,-0.115966493,,,,,
ENSG00000271474,AC106881.1,-0.343131942,0.298176771,0.531612201,-0.493380692,,,,,
ENSG00000258102,MAP1LC3B2,0.733403618,0.01979521,,0.997038013,,,,,
ENSG00000170989,S1PR1,0.211658327,0.408005634,0.633162316,0.212692084,,,,,
ENSG00000178685,PARP10,-0.043334934,0.82361022,0.908647548,-0.037057214,,,,,
ENSG00000041982,TNC,0.062506611,0.878752222,0.938600095,0.14251483,,,,,
ENSG00000101224,CDC25B,-0.23711551,0.167676286,0.391808487,-0.253660354,,,,,
ENSG00000258768,AL356019.2,0.132827425,0.726438565,,0.164717206,,,,,
ENSG00000148356,LRSAM1,0.426078901,0.018914613,0.148078076,0.45391865,,,,,
ENSG00000127955,GNAI1,-0.393652468,0.037423166,0.197725721,-0.441330165,,,,,
ENSG00000183137,CEP57L1,-0.263612708,0.159250524,0.38100367,-0.31818273,,,,,
ENSG00000246922,UBAP1L,0.11824791,0.563551835,0.748303649,0.130925119,,,,,
ENSG00000125356,NDUFA1,0.172249914,0.168581761,0.392573979,0.178319549,,,,,
ENSG00000161618,ALDH16A1,-0.118997401,0.579447607,0.76041828,-0.129771309,,,,,
ENSG00000116574,RHOU,-0.455021691,0.08062436,0.274962405,-0.539296665,,,,,
ENSG00000136731,UGGT1,-0.062272449,0.623437341,0.789678783,-0.10270138,,,,,
ENSG00000196757,ZNF700,0.153882233,0.611919627,0.781772605,0.165949307,,,,,
ENSG00000162444,RBP7,-0.542992933,0.105967304,0.313329303,-0.73907211,,,,,
ENSG00000171532,NEUROD2,0.758487747,0.016009361,0.137126331,0.834146493,,,,,
ENSG00000102181,CD99L2,-0.042358034,0.820342688,0.90702681,-0.063649268,,,,,
ENSG00000110057,UNC93B1,0.047155008,0.843248324,0.918969424,0.074535814,,,,,
ENSG00000163605,PPP4R2,-0.368595794,0.033602101,0.1870797,-0.388827709,,,,,
ENSG00000229852,AC019205.1,0.086336766,0.687165289,0.82869157,0.141433015,,,,,
ENSG00000147536,GINS4,-0.340419162,0.280471857,,-0.532969022,,,,,
ENSG00000272894,AC004982.2,0.21796999,0.481362116,,0.28580191,,,,,
ENSG00000006695,COX10,0.439221495,0.019240862,0.149087695,0.51439078,,,,,
ENSG00000160256,FAM207A,-0.15706658,0.339275249,0.570652365,-0.240288554,,,,,
ENSG00000132688,NES,-0.566686866,0.028420405,0.175574525,-0.704719876,,,,,
ENSG00000181852,RNF41,0.290953969,0.11768124,0.330041248,0.322553141,,,,,
ENSG00000166250,CLMP,0.214416001,0.578028716,,0.280326049,,,,,
ENSG00000228203,RNF144A-AS1,0.559992001,0.108752299,0.318184515,0.706977312,,,,,
ENSG00000146216,TTBK1,-0.092890751,0.668783973,0.817853041,-0.10023373,,,,,
ENSG00000112559,MDFI,0.109971982,0.744774447,0.866267075,0.076196012,,,,,
ENSG00000138795,LEF1,-0.265111678,0.474529053,0.685902032,-0.502497489,,,,,
ENSG00000003056,M6PR,0.125183574,0.570699865,0.753824792,0.115136595,,,,,
ENSG00000196136,SERPINA3,0.792754613,0.054765199,,2.054509969,,,,,
ENSG00000213213,CCDC183,0.027409137,0.928991055,0.965705499,-0.003697858,,,,,
ENSG00000264522,OTUD7B,-0.544416277,0.05953212,0.239354201,-0.75768649,,,,,
ENSG00000269858,EGLN2,-0.100725674,0.719393768,,-0.165631271,,,,,
ENSG00000152137,HSPB8,0.260957325,0.210443538,0.443664651,0.289268466,,,,,
ENSG00000198482,ZNF808,-0.285850467,0.139064431,,-0.355213561,,,,,
ENSG00000104290,FZD3,0.77405536,0.017690566,0.143024917,0.911377779,,,,,
ENSG00000156411,ATP5MPL,0.185057974,0.158389592,0.380032632,0.200678941,,,,,
ENSG00000157350,ST3GAL2,0.293030401,0.182982098,0.411340308,0.316394034,,,,,
ENSG00000253846,PCDHGA10,0.768955896,0.022564029,,1.018278128,,,,,
ENSG00000110536,PTPMT1,0.108014397,0.495686116,0.701626894,0.128131552,,,,,
ENSG00000153975,ZUP1,0.029395456,0.873939773,0.93510436,0.011530197,,,,,
ENSG00000248540,AC010931.2,0.100292857,0.752848254,,0.082001616,,,,,
ENSG00000179902,C1orf194,0.007921833,0.97918878,0.990257174,0.038367197,,,,,
ENSG00000123427,EEF1AKMT3,-0.040347184,0.875707609,,9.83E-04,,,,,
