gene,gene_name,BA17_SNp_HA_vs_AD.l2fc,BA17_SNp_HA_vs_AD.pval,BA17_SNp_HA_vs_AD.padj,BA17_SNp_HA_vs_AD.raw_l2fc,,,,,
ENSG00000110057,UNC93B1,0.070025911,0.804483666,0.999804227,0.129522027,,,,,
ENSG00000163605,PPP4R2,-0.27932102,0.199780998,0.999804227,-0.301840382,,,,,
ENSG00000229852,AC019205.1,0.071425194,0.740818686,0.999804227,0.09205002,,,,,
ENSG00000147536,GINS4,0.11765361,0.696933938,0.999804227,0.234948868,,,,,
ENSG00000272894,AC004982.2,-0.355659207,0.259666238,0.999804227,-0.840940051,,,,,
ENSG00000006695,COX10,0.288339605,0.253775834,0.999804227,0.339029807,,,,,
ENSG00000160256,FAM207A,0.040892318,0.854918369,0.999804227,0.029359678,,,,,
ENSG00000132688,NES,0.076610122,0.768426109,0.999804227,0.072662369,,,,,
ENSG00000181852,RNF41,0.073082264,0.737518891,0.999804227,0.085106729,,,,,
ENSG00000166250,CLMP,0.083519745,0.788997156,0.999804227,0.155822319,,,,,
ENSG00000228203,RNF144A-AS1,0.125409789,0.688824327,0.999804227,0.191011115,,,,,
ENSG00000146216,TTBK1,-0.359754599,0.085600149,0.999804227,-0.415363097,,,,,
ENSG00000112559,MDFI,0.37589503,0.216357095,0.999804227,0.581104637,,,,,
ENSG00000138795,LEF1,0.418499221,0.180993852,0.999804227,1.051923631,,,,,
ENSG00000003056,M6PR,-0.01815756,0.939842749,0.999804227,-0.034428295,,,,,
ENSG00000196136,SERPINA3,0.215572641,0.234179115,0.999804227,Inf,,,,,
ENSG00000213213,CCDC183,0.112683975,0.670604053,0.999804227,0.122100086,,,,,
ENSG00000264522,OTUD7B,0.067643472,0.811161445,0.999804227,0.010244353,,,,,
ENSG00000269858,EGLN2,0.039309484,0.89111823,0.999804227,0.288253071,,,,,
ENSG00000152137,HSPB8,0.220242857,0.417252756,0.999804227,0.28551711,,,,,
ENSG00000198482,ZNF808,-0.250788721,0.365296279,0.999804227,-0.386501174,,,,,
ENSG00000104290,FZD3,0.162920314,0.579368649,0.999804227,0.183885335,,,,,
ENSG00000156411,ATP5MPL,0.33042108,0.077020123,0.999804227,0.366277489,,,,,
ENSG00000157350,ST3GAL2,0.11061305,0.667009109,0.999804227,0.110076895,,,,,
ENSG00000253846,PCDHGA10,-0.051927535,0.869163126,0.999804227,-0.228779333,,,,,
ENSG00000110536,PTPMT1,0.200638518,0.365113901,0.999804227,0.201518435,,,,,
ENSG00000153975,ZUP1,0.093619132,0.655826602,0.999804227,0.020679641,,,,,
ENSG00000248540,AC010931.2,-0.024341459,0.937392005,0.999804227,-0.083280741,,,,,
ENSG00000179902,C1orf194,-0.561878083,0.044695059,0.999804227,-0.734620176,,,,,
ENSG00000123427,EEF1AKMT3,-0.45561424,0.09518876,0.999804227,-0.59704304,,,,,
ENSG00000248487,ABHD14A,-0.221556012,0.409163813,0.999804227,-0.314654891,,,,,
ENSG00000116906,GNPAT,-0.019447009,0.911496675,0.999804227,-0.044692007,,,,,
ENSG00000267348,GEMIN7-AS1,0.145173246,0.639663307,0.999804227,0.420571701,,,,,
ENSG00000088882,CPXM1,0.126619459,0.651199689,0.999804227,0.751199104,,,,,
ENSG00000114209,PDCD10,-0.036376505,0.859894979,0.999804227,-0.101536803,,,,,
ENSG00000015676,NUDCD3,0.063829341,0.739553835,0.999804227,0.072841393,,,,,
ENSG00000168228,ZCCHC4,-0.126915795,0.526462843,0.999804227,-0.036870971,,,,,
ENSG00000203877,RIPPLY2,0.084174133,0.772933977,0.999804227,0.070708341,,,,,
ENSG00000165644,COMTD1,-0.260241582,0.334911017,0.999804227,-0.353187152,,,,,
ENSG00000104814,MAP4K1,0.208151394,0.501290938,0.999804227,0.429021436,,,,,
ENSG00000080031,PTPRH,0.448465745,0.084638935,0.999804227,0.635929309,,,,,
ENSG00000167771,RCOR2,0.265235763,0.369574408,0.999804227,0.349677412,,,,,
ENSG00000249859,PVT1,-0.174771624,0.579984912,0.999804227,-0.312899215,,,,,
ENSG00000196437,ZNF569,-0.263332482,0.222171841,0.999804227,-0.293606618,,,,,
ENSG00000110046,ATG2A,0.135473436,0.569420489,0.999804227,0.163414269,,,,,
ENSG00000180104,EXOC3,0.250233532,0.137733074,0.999804227,0.270722721,,,,,
ENSG00000010361,FUZ,-0.160617096,0.34796414,0.999804227,-0.15660922,,,,,
ENSG00000227733,AC239809.3,-0.006620845,0.982661081,0.999804227,0.078992845,,,,,
ENSG00000155324,GRAMD2B,-0.12652505,0.640351161,0.999804227,-0.221484471,,,,,
ENSG00000166888,STAT6,0.530701595,0.010781351,0.999804227,0.5881697,,,,,
ENSG00000133561,GIMAP6,0.246739408,0.428477172,0.999804227,0.454674493,,,,,
ENSG00000280061,AC011504.1,0.139139782,0.658702402,0.999804227,0.439847943,,,,,
ENSG00000176896,TCEANC,0.059267375,0.800297444,0.999804227,0.250221659,,,,,
ENSG00000113108,APBB3,0.28837601,0.351800168,0.999804227,0.45592077,,,,,
ENSG00000204569,PPP1R10,-0.261914175,0.131878303,0.999804227,-0.286907961,,,,,
ENSG00000159346,ADIPOR1,0.177764872,0.200319987,0.999804227,0.190011084,,,,,
ENSG00000089057,SLC23A2,0.141374776,0.54366747,0.999804227,0.157087343,,,,,
ENSG00000006210,CX3CL1,0.181464602,0.563985418,0.999804227,0.198806623,,,,,
ENSG00000186940,CHCHD2P9,0.134695156,0.659651559,0.999804227,0.344257117,,,,,
ENSG00000135063,FAM189A2,0.407132292,0.177324194,0.999804227,0.675839643,,,,,
ENSG00000175826,CTDNEP1,-0.101101921,0.416980184,0.999804227,-0.098096186,,,,,
ENSG00000170542,SERPINB9,0.05833182,0.797406315,0.999804227,0.011243155,,,,,
ENSG00000154133,ROBO4,0.383856479,0.222405421,0.999804227,0.778309603,,,,,
ENSG00000177108,ZDHHC22,0.101155088,0.718470701,0.999804227,0.114143737,,,,,
ENSG00000154016,GRAP,0.609786005,0.053440203,0.999804227,1.346873003,,,,,
ENSG00000105967,TFEC,-0.218320751,0.476638853,0.999804227,-0.804187731,,,,,
ENSG00000141431,ASXL3,0.089815183,0.691545971,0.999804227,0.092125685,,,,,
ENSG00000246273,SBF2-AS1,-0.075932681,0.758950196,0.999804227,-0.036930038,,,,,
ENSG00000136930,PSMB7,0.206473,0.290727245,0.999804227,0.231833209,,,,,
ENSG00000141837,CACNA1A,0.251748541,0.405697205,0.999804227,0.293118625,,,,,
ENSG00000251429,AC098679.2,-0.539669935,0.086169281,0.999804227,-0.998764479,,,,,
ENSG00000184220,CMSS1,0.218525176,0.23491263,0.999804227,0.198098001,,,,,
ENSG00000057019,DCBLD2,0.217398101,0.476370958,0.999804227,0.29985665,,,,,
ENSG00000169660,HEXD,-0.291524841,0.135387406,0.999804227,-0.294383453,,,,,
ENSG00000154175,ABI3BP,-0.102964513,0.744407916,0.999804227,-0.111696111,,,,,
ENSG00000164976,MYORG,0.072397763,0.794388652,0.999804227,0.063922476,,,,,
ENSG00000151718,WWC2,-0.206325793,0.487718471,0.999804227,-0.390340013,,,,,
ENSG00000086598,TMED2,0.023758871,0.898927151,0.999804227,0.013200873,,,,,
ENSG00000162910,MRPL55,0.225150397,0.418142692,0.999804227,0.307248439,,,,,
ENSG00000115896,PLCL1,-0.17427589,0.536819005,0.999804227,-0.359273762,,,,,
ENSG00000102081,FMR1,-0.149713934,0.551724758,0.999804227,-0.20307492,,,,,
ENSG00000183150,GPR19,0.299482024,0.293860351,0.999804227,0.386195373,,,,,
ENSG00000198690,FAN1,-0.274970836,0.175178931,0.999804227,-0.336927711,,,,,
ENSG00000151640,DPYSL4,0.001520997,0.99487457,0.999804227,-0.016658466,,,,,
ENSG00000107371,EXOSC3,0.002802126,0.989168927,0.999804227,0.036542673,,,,,
ENSG00000167566,NCKAP5L,-0.271388938,0.1986716,0.999804227,-0.323183694,,,,,
ENSG00000121892,PDS5A,-0.32919689,0.12042534,0.999804227,-0.370316415,,,,,
ENSG00000261879,AC087500.1,0.398893292,0.188479248,0.999804227,0.192061445,,,,,
ENSG00000124370,MCEE,0.083276429,0.777693341,0.999804227,0.071409405,,,,,
ENSG00000109819,PPARGC1A,0.141403333,0.618614928,0.999804227,0.170257353,,,,,
ENSG00000109787,KLF3,-0.311635594,0.090333845,0.999804227,-0.381618521,,,,,
ENSG00000164576,SAP30L,-0.449935594,0.053945716,0.999804227,-0.557410186,,,,,
ENSG00000156265,MAP3K7CL,-0.152864412,0.61665594,0.999804227,-0.337613778,,,,,
ENSG00000150753,CCT5,-0.015831897,0.951381567,0.999804227,-0.030892105,,,,,
ENSG00000173193,PARP14,0.140623996,0.600045967,0.999804227,0.158704705,,,,,
ENSG00000160050,CCDC28B,-0.007482015,0.972278539,0.999804227,0.002521201,,,,,
ENSG00000140749,IGSF6,0.004534337,0.988267691,0.999804227,-0.025560044,,,,,
ENSG00000121207,LRAT,-0.263556178,0.390910467,0.999804227,-0.532384677,,,,,
ENSG00000187790,FANCM,0.194439093,0.537610874,0.999804227,0.329720679,,,,,
ENSG00000061656,SPAG4,0.376869688,0.208931883,0.999804227,0.542966018,,,,,
ENSG00000173727,AP000769.1,-0.004579487,0.98699313,0.999804227,0.029953475,,,,,
ENSG00000171298,GAA,0.282640139,0.218619313,0.999804227,0.3445338,,,,,
ENSG00000254585,MAGEL2,0.226245547,0.398078532,0.999804227,0.996722463,,,,,
ENSG00000166762,CATSPER2,0.307203943,0.260673474,0.999804227,0.529557796,,,,,
ENSG00000110318,CEP126,-0.185544861,0.37968587,0.999804227,-0.198231584,,,,,
ENSG00000178761,FAM219B,0.091300906,0.657306556,0.999804227,0.087675314,,,,,
ENSG00000115042,FAHD2A,0.101586062,0.53671585,0.999804227,0.09274946,,,,,
ENSG00000204599,TRIM39,-0.075863991,0.746501238,0.999804227,-0.136500296,,,,,
ENSG00000224043,CCNT2-AS1,-0.276704883,0.3632796,0.999804227,-0.469967476,,,,,
ENSG00000167193,CRK,-0.055356147,0.784163538,0.999804227,-0.083741935,,,,,
ENSG00000212864,RNF208,-0.046042941,0.869895015,0.999804227,-0.11303803,,,,,
ENSG00000095794,CREM,0.09855525,0.65421476,0.999804227,0.056400879,,,,,
ENSG00000119900,OGFRL1,-0.068847477,0.731876825,0.999804227,-0.055529456,,,,,
ENSG00000112977,DAP,0.218285858,0.371746185,0.999804227,0.247254849,,,,,
ENSG00000103485,QPRT,-0.113267656,0.62895503,0.999804227,-0.07941101,,,,,
ENSG00000155545,MIER3,-0.151294859,0.55072548,0.999804227,-0.206626358,,,,,
ENSG00000225194,LINC00092,0.168968062,0.560661027,0.999804227,0.208831051,,,,,
ENSG00000178980,SELENOW,0.192417024,0.348609559,0.999804227,0.174768512,,,,,
ENSG00000151689,INPP1,-0.310357753,0.121880467,0.999804227,-0.351970471,,,,,
ENSG00000147394,ZNF185,0.494736174,0.059202532,0.999804227,0.537932345,,,,,
ENSG00000062485,CS,0.161386919,0.464568144,0.999804227,0.184885485,,,,,
ENSG00000120805,ARL1,0.236819885,0.19355272,0.999804227,0.247400232,,,,,
ENSG00000169609,C15orf40,0.117037729,0.515387391,0.999804227,0.085905378,,,,,
ENSG00000178971,CTC1,-0.083169316,0.698698336,0.999804227,-0.071097152,,,,,
ENSG00000185133,INPP5J,0.03661882,0.907522058,0.999804227,0.076896802,,,,,
ENSG00000204282,TNRC6C-AS1,-0.451444693,0.137629156,0.999804227,-0.6839939,,,,,
ENSG00000186280,KDM4D,-0.007548509,0.980720786,0.999804227,-0.075627939,,,,,
ENSG00000117000,RLF,-0.332839651,0.104974686,0.999804227,-0.393027045,,,,,
ENSG00000129009,ISLR,0.125213551,0.686822627,0.999804227,0.064548361,,,,,
ENSG00000107651,SEC23IP,0.191981883,0.376086218,0.999804227,0.157432133,,,,,
ENSG00000155265,GOLGA7B,-0.170465908,0.389773579,0.999804227,-0.187983071,,,,,
ENSG00000130921,C12orf65,0.093344427,0.653774194,0.999804227,0.078991954,,,,,
ENSG00000260296,AC095057.3,0.154013297,0.615937124,0.999804227,0.130435736,,,,,
ENSG00000071539,TRIP13,0.166276129,0.597220236,0.999804227,0.266410258,,,,,
ENSG00000152953,STK32B,0.056852854,0.822617632,0.999804227,0.171222787,,,,,
ENSG00000104687,GSR,0.344825643,0.042546544,0.999804227,0.354998976,,,,,
ENSG00000237461,AL359710.1,0.031490209,0.920335297,0.999804227,-0.346598682,,,,,
ENSG00000159200,RCAN1,-0.101631438,0.706313371,0.999804227,-0.214128903,,,,,
ENSG00000210117,MT-TW,0.197538766,0.527994253,0.999804227,0.347168666,,,,,
ENSG00000166347,CYB5A,-0.062920478,0.744166832,0.999804227,-0.113335315,,,,,
ENSG00000065989,AC011529.1,0.122893442,0.676321462,0.999804227,0.107169471,,,,,
ENSG00000139370,SLC15A4,0.160472098,0.508605077,0.999804227,0.194850031,,,,,
ENSG00000133114,GPALPP1,0.368050228,0.05904708,0.999804227,0.392047359,,,,,
ENSG00000183172,SMDT1,0.11455117,0.504183124,0.999804227,0.122425037,,,,,
ENSG00000167549,CORO6,0.291483462,0.317403066,0.999804227,0.359935678,,,,,
ENSG00000174125,TLR1,0.602101873,0.056254928,0.999804227,1.224128122,,,,,
ENSG00000272977,AL008721.2,-0.096325926,0.740051195,0.999804227,-0.086917087,,,,,
ENSG00000164221,CCDC112,0.114840293,0.599456556,0.999804227,0.181239437,,,,,
ENSG00000255468,AP001107.9,0.245517771,0.404687103,0.999804227,0.547317406,,,,,
ENSG00000267365,KCNJ2-AS1,0.266441008,0.354673609,0.999804227,0.388663742,,,,,
ENSG00000197912,SPG7,0.246729357,0.092077789,0.999804227,0.271484017,,,,,
ENSG00000127580,WDR24,0.094576687,0.635823831,0.999804227,0.123274491,,,,,
ENSG00000086730,LAT2,0.320688432,0.290158632,0.999804227,0.5573633,,,,,
ENSG00000063601,MTMR1,0.216488665,0.12083209,0.999804227,0.217665345,,,,,
ENSG00000183044,ABAT,-0.149294583,0.409698894,0.999804227,-0.194644639,,,,,
ENSG00000124459,ZNF45,-0.406303506,0.083729647,0.999804227,-0.424997774,,,,,
ENSG00000184384,MAML2,-0.268281819,0.295675166,0.999804227,-0.347004557,,,,,
ENSG00000152433,ZNF547,-9.59E-04,0.997486034,0.999804227,0.005012046,,,,,
ENSG00000106829,TLE4,-0.352431724,0.177523281,0.999804227,-0.467364582,,,,,
ENSG00000073146,MOV10L1,0.196713414,0.526753656,0.999804227,0.255453872,,,,,
ENSG00000172817,CYP7B1,0.250809219,0.325721198,0.999804227,0.285840276,,,,,
ENSG00000148057,IDNK,0.060840944,0.792860763,0.999804227,0.045764575,,,,,
ENSG00000176485,PLA2G16,0.048862861,0.860175769,0.999804227,-0.039789463,,,,,
ENSG00000105202,FBL,0.046003408,0.863602162,0.999804227,-0.027687179,,,,,
ENSG00000117625,RCOR3,-0.282290171,0.178872935,0.999804227,-0.345262189,,,,,
ENSG00000206190,ATP10A,0.243455339,0.435832439,0.999804227,0.439638837,,,,,
ENSG00000181085,MAPK15,-0.571395957,0.020959733,0.999804227,-3.187584217,,,,,
ENSG00000067248,DHX29,-0.11897746,0.525869762,0.999804227,-0.146052246,,,,,
ENSG00000163682,RPL9,0.202617752,0.423634415,0.999804227,0.181656359,,,,,
ENSG00000149289,ZC3H12C,-0.39685217,0.089208358,0.999804227,-0.51530037,,,,,
ENSG00000182985,CADM1,0.072364834,0.724077762,0.999804227,0.068721327,,,,,
ENSG00000140829,DHX38,-0.187771299,0.375888486,0.999804227,-0.243997437,,,,,
ENSG00000283390,AC068631.3,0.16832912,0.55617447,0.999804227,0.057667378,,,,,
ENSG00000132153,DHX30,0.023773194,0.89626923,0.999804227,0.018095854,,,,,
ENSG00000235655,H3F3AP4,-0.093110664,0.72487272,0.999804227,-0.063300195,,,,,
ENSG00000185869,ZNF829,-0.045706172,0.878036888,0.999804227,-0.088000301,,,,,
ENSG00000090060,PAPOLA,-0.450796686,0.054159344,0.999804227,-0.579461996,,,,,
ENSG00000256053,APOPT1,0.193618334,0.350006191,0.999804227,0.197337735,,,,,
ENSG00000056050,HPF1,-0.012489791,0.946259359,0.999804227,-0.042508434,,,,,
ENSG00000251192,ZNF674,-0.415731356,0.157091048,0.999804227,-0.775678784,,,,,
ENSG00000115053,NCL,0.049529374,0.844675029,0.999804227,-0.027110846,,,,,
ENSG00000118162,KPTN,-0.193406045,0.410021401,0.999804227,-0.219092186,,,,,
ENSG00000147650,LRP12,0.268676929,0.370044068,0.999804227,0.338578178,,,,,
ENSG00000286162,AL354744.1,0.119552498,0.687551941,0.999804227,0.205088917,,,,,
ENSG00000112357,PEX7,0.379506551,0.116949353,0.999804227,0.38049433,,,,,
ENSG00000106638,TBL2,0.112343939,0.548794769,0.999804227,0.112812334,,,,,
ENSG00000259448,LINC02352,0.079197496,0.765182418,0.999804227,0.134488292,,,,,
ENSG00000283178,BX119927.1,-0.073135439,0.809226019,0.999804227,-0.169508163,,,,,
ENSG00000178409,BEND3,0.317430477,0.271470126,0.999804227,0.563024877,,,,,
ENSG00000275832,ARHGAP23,-0.155251414,0.414838888,0.999804227,-0.179443626,,,,,
ENSG00000188976,NOC2L,0.165722129,0.452365949,0.999804227,0.187546175,,,,,
ENSG00000180182,MED14,0.272738418,0.17363048,0.999804227,0.27009546,,,,,
ENSG00000104356,POP1,0.151015673,0.595061363,0.999804227,0.107232389,,,,,
ENSG00000226124,FTCDNL1,0.582516568,0.044286275,0.999804227,0.887070229,,,,,
ENSG00000179950,PUF60,0.151957645,0.212729639,0.999804227,0.145837663,,,,,
ENSG00000100987,VSX1,0.112220803,0.711911351,0.999804227,0.108461215,,,,,
ENSG00000170271,FAXDC2,-0.029947864,0.886844022,0.999804227,-0.041412895,,,,,
ENSG00000160188,RSPH1,-0.183192903,0.469017146,0.999804227,-0.22177336,,,,,
ENSG00000089693,MLF2,0.147789489,0.510404685,0.999804227,0.171461126,,,,,
ENSG00000232472,EEF1B2P3,0.285672766,0.334400916,0.999804227,0.339013271,,,,,
ENSG00000141639,MAPK4,-0.034116674,0.902681672,0.999804227,-0.074191657,,,,,
ENSG00000102900,NUP93,0.203888653,0.382922734,0.999804227,0.229558789,,,,,
ENSG00000188322,SBK1,-0.041369945,0.879438708,0.999804227,-0.067412595,,,,,
ENSG00000187650,VMAC,0.167421409,0.577301937,0.999804227,0.259246216,,,,,
ENSG00000224870,MRPL20-AS1,0.095822065,0.73865304,0.999804227,0.028092204,,,,,
ENSG00000166321,NUDT13,-0.296764746,0.346570113,0.999804227,-0.365298405,,,,,
ENSG00000136631,VPS45,-0.263847958,0.110461036,0.999804227,-0.315012065,,,,,
ENSG00000132837,DMGDH,0.112971311,0.702085949,0.999804227,-0.001345575,,,,,
ENSG00000197119,SLC25A29,-0.228723878,0.254725496,0.999804227,-0.210327613,,,,,
ENSG00000236017,ASMTL-AS1,-0.475557631,0.132059127,0.999804227,-0.950363688,,,,,
ENSG00000111639,MRPL51,0.098174704,0.6264483,0.999804227,0.083500866,,,,,
ENSG00000173141,MRPL57,0.01510096,0.931358984,0.999804227,-4.28E-04,,,,,
ENSG00000165113,GKAP1,-0.301719488,0.251166263,0.999804227,-0.430256428,,,,,
ENSG00000240859,AC093627.4,0.213498978,0.486477503,0.999804227,0.424695442,,,,,
ENSG00000130204,AC011481.1,0.32229445,0.230628034,0.999804227,0.40189388,,,,,
ENSG00000259070,LINC00639,0.16773737,0.56672083,0.999804227,0.236261305,,,,,
ENSG00000147677,EIF3H,0.104509329,0.605911949,0.999804227,0.028577622,,,,,
ENSG00000111696,NT5DC3,0.163285047,0.588912201,0.999804227,0.199213134,,,,,
ENSG00000126456,IRF3,-0.098569073,0.582272289,0.999804227,-0.102905141,,,,,
ENSG00000159267,HLCS,0.09408387,0.694106116,0.999804227,0.099169326,,,,,
ENSG00000182952,HMGN4,-0.063743297,0.757577153,0.999804227,-0.11000176,,,,,
ENSG00000130589,HELZ2,0.387617101,0.206177686,0.999804227,0.668814823,,,,,
ENSG00000170802,FOXN2,-0.146417447,0.579691318,0.999804227,-0.186340254,,,,,
ENSG00000177595,PIDD1,-0.616818473,0.001601104,0.981524196,-0.692221209,,,,,
ENSG00000104866,PPP1R37,0.115963698,0.651444237,0.999804227,0.117412814,,,,,
ENSG00000213742,ZNF337-AS1,-0.166759444,0.595052241,0.999804227,-0.538732899,,,,,
ENSG00000151364,KCTD14,0.15472903,0.600053409,0.999804227,0.247979401,,,,,
ENSG00000118518,RNF146,-0.262275004,0.284584642,0.999804227,-0.391421436,,,,,
ENSG00000160404,TOR2A,-0.046809035,0.851577821,0.999804227,-0.048312759,,,,,
ENSG00000163131,CTSS,0.064352744,0.832389093,0.999804227,0.081460133,,,,,
ENSG00000143416,SELENBP1,0.051345122,0.859676346,0.999804227,-0.007390058,,,,,
ENSG00000138028,CGREF1,0.166276679,0.5543929,0.999804227,0.203801424,,,,,
ENSG00000108671,PSMD11,0.100535037,0.404159244,0.999804227,0.112453263,,,,,
ENSG00000117143,UAP1,-0.098507235,0.512484422,0.999804227,-0.152161485,,,,,
ENSG00000134532,SOX5,-0.323184302,0.114485008,0.999804227,-0.347589193,,,,,
ENSG00000160321,ZNF208,0.077628964,0.80516482,0.999804227,0.053898085,,,,,
ENSG00000175764,TTLL11,0.183503914,0.527501205,0.999804227,0.19941665,,,,,
ENSG00000131931,THAP1,0.080436965,0.746570291,0.999804227,0.076433472,,,,,
ENSG00000087299,L2HGDH,0.42937077,0.08469111,0.999804227,0.574510742,,,,,
ENSG00000226791,LINC02611,-0.046168258,0.879043075,0.999804227,-0.162640968,,,,,
ENSG00000051523,CYBA,0.383877194,0.201239937,0.999804227,0.589087241,,,,,
ENSG00000026297,RNASET2,0.015785114,0.955190986,0.999804227,0.022264542,,,,,
ENSG00000257923,CUX1,0.082583493,0.594338198,0.999804227,0.07607948,,,,,
ENSG00000151876,FBXO4,0.35473779,0.190353268,0.999804227,0.412317747,,,,,
ENSG00000156171,DRAM2,-0.220049137,0.29420004,0.999804227,-0.267621372,,,,,
ENSG00000151789,ZNF385D,0.188343379,0.5332908,0.999804227,0.269391521,,,,,
ENSG00000140450,ARRDC4,-0.12935879,0.66231277,0.999804227,-0.24917696,,,,,
ENSG00000126903,SLC10A3,0.179262479,0.371445732,0.999804227,0.229479831,,,,,
ENSG00000102805,CLN5,0.761162005,0.001989182,0.981524196,0.963867782,,,,,
ENSG00000169084,DHRSX,0.056739533,0.840710786,0.999804227,0.135066094,,,,,
ENSG00000172500,FIBP,0.387992771,0.082149789,0.999804227,0.46648305,,,,,
ENSG00000261485,PAN3-AS1,0.677796874,0.030291523,0.999804227,1.192238809,,,,,
ENSG00000078319,PMS2P1,0.242957764,0.258193892,0.999804227,0.167071055,,,,,
ENSG00000188092,GPR89B,0.322322854,0.284209098,0.999804227,0.479361108,,,,,
ENSG00000197857,ZNF44,0.311532543,0.237836545,0.999804227,0.40224361,,,,,
ENSG00000108599,AKAP10,-0.036345881,0.851715837,0.999804227,-0.049825057,,,,,
ENSG00000204228,HSD17B8,0.370140149,0.189478752,0.999804227,0.368722458,,,,,
ENSG00000231133,HAR1B,0.097842203,0.74517461,0.999804227,0.234964854,,,,,
ENSG00000143727,ACP1,0.222085412,0.180922438,0.999804227,0.204186626,,,,,
ENSG00000095739,BAMBI,0.007632174,0.975619052,0.999804227,5.61E-04,,,,,
ENSG00000130363,RSPH3,0.069371834,0.718270939,0.999804227,0.025209284,,,,,
ENSG00000255471,AP001528.2,0.300774893,0.33951176,0.999804227,0.530791672,,,,,
ENSG00000276345,AC004556.1,0.035102678,0.8830906,0.999804227,0.187033766,,,,,
ENSG00000108309,RUNDC3A,-0.031974777,0.902930367,0.999804227,-0.07785747,,,,,
ENSG00000147853,AK3,0.053106616,0.835754299,0.999804227,-0.032624006,,,,,
ENSG00000175595,ERCC4,-0.198336237,0.378082079,0.999804227,-0.335395609,,,,,
ENSG00000089682,RBM41,-0.181407093,0.525091563,0.999804227,-0.321380783,,,,,
ENSG00000137767,SQOR,0.478531141,0.115464494,0.999804227,0.858206015,,,,,
ENSG00000110911,SLC11A2,0.030641273,0.885328942,0.999804227,0.055008352,,,,,
ENSG00000155363,MOV10,0.179612072,0.516187704,0.999804227,0.233632474,,,,,
ENSG00000135249,RINT1,0.587233915,0.008493414,0.999804227,0.707655056,,,,,
ENSG00000070413,DGCR2,0.141936359,0.529022054,0.999804227,0.149111048,,,,,
ENSG00000137312,FLOT1,0.010258587,0.953359409,0.999804227,-0.016412599,,,,,
ENSG00000138646,HERC5,-0.185609338,0.487220837,0.999804227,-0.248081533,,,,,
ENSG00000092020,PPP2R3C,0.054508995,0.80880685,0.999804227,6.13E-04,,,,,
ENSG00000156313,RPGR,0.279615795,0.286382279,0.999804227,0.404086547,,,,,
ENSG00000160191,PDE9A,-0.410387918,0.08835578,0.999804227,-0.558654841,,,,,
ENSG00000179941,BBS10,-0.070815558,0.778513569,0.999804227,-0.110900424,,,,,
ENSG00000255129,AP000880.1,0.165845958,0.549994084,0.999804227,0.264087002,,,,,
ENSG00000004139,SARM1,-0.042416851,0.862797121,0.999804227,-0.057202031,,,,,
ENSG00000196781,TLE1,0.080816808,0.675460598,0.999804227,0.091185253,,,,,
ENSG00000185942,NKAIN3,0.50598162,0.107250687,0.999804227,0.918171925,,,,,
ENSG00000112039,FANCE,0.123024517,0.651999334,0.999804227,0.29671037,,,,,
ENSG00000081237,PTPRC,0.264365023,0.398449777,0.999804227,0.497017779,,,,,
ENSG00000090863,GLG1,0.013159786,0.931237249,0.999804227,0.01728368,,,,,
ENSG00000071051,NCK2,-0.279198066,0.203456471,0.999804227,-0.299250586,,,,,
ENSG00000235961,PNMA6A,0.193172172,0.538235234,0.999804227,0.236841397,,,,,
ENSG00000162004,CCDC78,0.176751118,0.534530619,0.999804227,0.253161058,,,,,
ENSG00000226824,AC006001.2,0.217063319,0.485387169,0.999804227,0.52031926,,,,,
ENSG00000233223,AC016876.1,-0.182655718,0.390190697,0.999804227,-0.16299089,,,,,
ENSG00000176907,TCIM,0.434394469,0.155396324,0.999804227,0.777776937,,,,,
ENSG00000205913,SRRM2-AS1,0.162679556,0.598914401,0.999804227,0.261239379,,,,,
ENSG00000214491,SEC14L6,-0.144858127,0.527969128,0.999804227,-0.252270087,,,,,
ENSG00000103599,IQCH,0.210480187,0.505059803,0.999804227,0.574658585,,,,,
ENSG00000144659,SLC25A38,0.007071567,0.975459291,0.999804227,0.019671013,,,,,
ENSG00000121281,ADCY7,-0.056894692,0.826752675,0.999804227,-0.041783792,,,,,
ENSG00000102575,ACP5,-0.044934081,0.885397527,0.999804227,0.198152504,,,,,
ENSG00000167302,TEPSIN,-0.379556523,0.132423845,0.999804227,-0.495924232,,,,,
ENSG00000030066,NUP160,-0.14883969,0.510624741,0.999804227,-0.178996659,,,,,
ENSG00000110042,DTX4,-0.108578773,0.638334765,0.999804227,-0.134920895,,,,,
ENSG00000166224,SGPL1,-0.174929736,0.50271603,0.999804227,-0.274553117,,,,,
ENSG00000187742,SECISBP2,-0.051819689,0.748220062,0.999804227,-0.059228067,,,,,
ENSG00000196642,RABL6,0.011234622,0.947660113,0.999804227,0.016301721,,,,,
ENSG00000165240,ATP7A,-0.275452186,0.296524835,0.999804227,-0.282265449,,,,,
ENSG00000279170,TSTD3,0.067387791,0.814156158,0.999804227,0.158635343,,,,,
ENSG00000165060,FXN,-0.102947791,0.552350972,0.999804227,-0.156954505,,,,,
ENSG00000065613,SLK,-0.03968523,0.875727598,0.999804227,-0.082930663,,,,,
ENSG00000258311,AC009779.3,0.050471066,0.850160764,0.999804227,0.037939175,,,,,
ENSG00000084070,SMAP2,0.15615092,0.571364813,0.999804227,0.170228596,,,,,
