MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	P-value_adjusted
BRCA2|ENSG00000139618	ad	control	70.0	-0.698	0.4849	+-?	0.9998788475304222
DDHD1|ENSG00000100523	ad	control	70.0	3.368	0.0007572	++?	0.16331812213740457
ASAP2|ENSG00000151693	ad	control	176.0	0.475	0.6344	-+-	0.9998788475304222
KRT17P1|ENSG00000131885	ad	control	31.0	-2.5	0.01242	?-?	0.4862780416666666
BAG2|ENSG00000112208	ad	control	176.0	-0.335	0.7377	--+	0.9998788475304222
PWRN4|ENSG00000260232	ad	control	31.0	-0.748	0.4544	?-?	0.9998788475304222
SMIM47|ENSG00000261341	ad	control	31.0	1.129	0.2588	?+?	0.9998788475304222
C1orf167|ENSG00000215910	ad	control	31.0	-0.824	0.4102	?-?	0.9998788475304222
RPS12|ENSG00000112306	ad	control	70.0	0.97	0.332	++?	0.9998788475304222
ADGRF2P|ENSG00000164393	ad	control	31.0	-0.316	0.7521	?-?	0.9998788475304222
C5orf34-AS1|ENSG00000248554	ad	control	31.0	0.345	0.7299	?+?	0.9998788475304222
KRT18P15|ENSG00000234737	ad	control	31.0	0.231	0.817	?+?	0.9998788475304222
ZNF559-ZNF177|ENSG00000270011	ad	control	176.0	-0.239	0.811	+-+	0.9998788475304222
SHISA3|ENSG00000178343	ad	control	31.0	0.277	0.7817	?+?	0.9998788475304222
LINC02228|ENSG00000251273	ad	control	31.0	0.587	0.5573	?+?	0.9998788475304222
RNA5SP530|ENSG00000277049	ad	control	31.0	0.232	0.8168	?+?	0.9998788475304222
IL11RA|ENSG00000137070	ad	control	176.0	-0.493	0.6221	-+-	0.9998788475304222
LINC01203|ENSG00000226985	ad	control	31.0	-1.496	0.1347	?-?	0.9356693122997287
SLC37A2|ENSG00000134955	ad	control	176.0	-2.136	0.03268	-+-	0.6518088502484032
CCDC91|ENSG00000123106	ad	control	176.0	0.881	0.3785	-++	0.9998788475304222
HAT1|ENSG00000128708	ad	control	176.0	0.291	0.7708	-++	0.9998788475304222
ZNF48|ENSG00000180035	ad	control	176.0	0.649	0.5164	++-	0.9998788475304222
ETV2|ENSG00000105672	ad	control	31.0	0.959	0.3378	?+?	0.9998788475304222
TUBGCP5|ENSG00000276856	ad	control	176.0	0.313	0.7541	+--	0.9998788475304222
AP1S1|ENSG00000106367	ad	control	176.0	0.483	0.6288	+-+	0.9998788475304222
IL10RB-DT|ENSG00000223799	ad	control	70.0	-0.586	0.558	+-?	0.9998788475304222
ZNF767P|ENSG00000291118	ad	control	106.0	-0.32	0.749	??-	0.9998788475304222
EEF1B2P2|ENSG00000213864	ad	control	31.0	-0.274	0.7844	?-?	0.9998788475304222
TSPAN11|ENSG00000110900	ad	control	70.0	-0.303	0.762	-+?	0.9998788475304222
MOSPD1|ENSG00000101928	ad	control	176.0	-0.451	0.652	--+	0.9998788475304222
TRNN|ENSG00000210135	ad	control	137.0	0.578	0.5634	?++	0.9998788475304222
BBS2|ENSG00000125124	ad	control	176.0	-0.288	0.7736	--+	0.9998788475304222
GALT|ENSG00000213930	ad	control	176.0	-0.355	0.7224	--+	0.9998788475304222
WASH6P|ENSG00000182484	ad	control	176.0	-0.32	0.7488	---	0.9998788475304222
SMC5|ENSG00000198887	ad	control	176.0	0.576	0.5649	-++	0.9998788475304222
VN1R87P|ENSG00000268789	ad	control	31.0	-0.609	0.5422	?-?	0.9998788475304222
CITED4|ENSG00000179862	ad	control	70.0	1.44	0.1499	+-?	0.9529393122049898
TTC4|ENSG00000243725	ad	control	70.0	-1.474	0.1406	-+?	0.9423744990458014
AARSD1P1|ENSG00000234969	ad	control	70.0	1.955	0.05062	++?	0.7357710480123902
TP53TG1|ENSG00000182165	ad	control	176.0	-0.274	0.7842	-+-	0.9998788475304222
PPP1R12B|ENSG00000077157	ad	control	176.0	1.615	0.1063	+++	0.8853708395134975
SLC24A4|ENSG00000140090	ad	control	176.0	-0.238	0.8118	+-+	0.9998788475304222
LOC100421336|ENSG00000238090	ad	control	31.0	0.23	0.8181	?+?	0.9998788475304222
SLC9B1|ENSG00000164037	ad	control	176.0	0.066	0.9471	-++	0.9998788475304222
SNORA74B|ENSG00000212402	ad	control	137.0	0.891	0.3729	?++	0.9998788475304222
SPART|ENSG00000133104	ad	control	176.0	0.098	0.9218	-+-	0.9998788475304222
CDH13|ENSG00000140945	ad	control	70.0	-0.962	0.3359	+-?	0.9998788475304222
SLC25A38P1|ENSG00000229785	ad	control	31.0	0.023	0.9818	?+?	0.9998788475304222
ASAH1|ENSG00000104763	ad	control	70.0	-1.741	0.08162	--?	0.8431364017660045
LINC00345|ENSG00000235660	ad	control	31.0	-0.091	0.9277	?-?	0.9998788475304222
ACTG1P3|ENSG00000215388	ad	control	137.0	-0.623	0.5333	?--	0.9998788475304222
TRAPPC14|ENSG00000146826	ad	control	176.0	-0.353	0.7242	+--	0.9998788475304222
ARRDC5|ENSG00000205784	ad	control	31.0	1.126	0.2601	?+?	0.9998788475304222
RN7SKP83|ENSG00000252321	ad	control	31.0	0.216	0.829	?+?	0.9998788475304222
ZDHHC3|ENSG00000163812	ad	control	176.0	-0.9	0.3681	-+-	0.9998788475304222
ZNF816-ZNF321P|ENSG00000221874	ad	control	106.0	-0.031	0.975	??-	0.9998788475304222
GSTO2|ENSG00000065621	ad	control	176.0	1.743	0.08129	+++	0.8425170575221238
FAM72A|ENSG00000196550	ad	control	31.0	0.135	0.8925	?+?	0.9998788475304222
MKKS|ENSG00000125863	ad	control	176.0	0.116	0.9074	+-+	0.9998788475304222
EGFL8|ENSG00000240389	ad	control	70.0	0.672	0.5013	-+?	0.9998788475304222
FGFRL1|ENSG00000127418	ad	control	176.0	-2.702	0.006885	---	0.39370701629327903
SMIM20|ENSG00000250317	ad	control	176.0	-1.021	0.3072	--+	0.9998788475304222
LMF2|ENSG00000100258	ad	control	176.0	-0.174	0.8615	+--	0.9998788475304222
RPE65|ENSG00000116745	ad	control	31.0	-0.483	0.6294	?-?	0.9998788475304222
HSD3B2|ENSG00000203859	ad	control	31.0	-0.06	0.9518	?-?	0.9998788475304222
SNORD110|ENSG00000221116	ad	control	106.0	-0.67	0.503	??-	0.9998788475304222
ACSL3|ENSG00000123983	ad	control	70.0	-0.494	0.6212	+-?	0.9998788475304222
CDRT4|ENSG00000239704	ad	control	70.0	0.733	0.4638	++?	0.9998788475304222
SCAMP4|ENSG00000227500	ad	control	176.0	-1.062	0.2881	+--	0.9998788475304222
SCAF8|ENSG00000213079	ad	control	176.0	1.29	0.1971	+++	0.9942466223499821
TOX3|ENSG00000103460	ad	control	70.0	-0.114	0.9095	+-?	0.9998788475304222
ITPRIP|ENSG00000148841	ad	control	70.0	-1.112	0.266	-+?	0.9998788475304222
RPL27A|ENSG00000166441	ad	control	176.0	0.518	0.6044	++-	0.9998788475304222
KIAA1958|ENSG00000165185	ad	control	176.0	-0.287	0.7742	-+-	0.9998788475304222
PKD1P5|ENSG00000254681	ad	control	70.0	1.124	0.2608	+-?	0.9998788475304222
FTCD-AS1|ENSG00000237338	ad	control	106.0	-0.383	0.702	??-	0.9998788475304222
RN7SL377P|ENSG00000266569	ad	control	31.0	-0.144	0.8855	?-?	0.9998788475304222
KLHL41|ENSG00000239474	ad	control	176.0	0.679	0.497	+-+	0.9998788475304222
DNAJB13|ENSG00000187726	ad	control	31.0	-2.087	0.03688	?-?	0.6648013671373556
LINC00488|ENSG00000214381	ad	control	31.0	-1.613	0.1068	?-?	0.8861621789193977
SSH3|ENSG00000172830	ad	control	176.0	-0.851	0.395	-+-	0.9998788475304222
SH3RF3|ENSG00000172985	ad	control	70.0	-2.032	0.04212	--?	0.6947532472108044
MYO7B|ENSG00000169994	ad	control	31.0	-0.883	0.377	?-?	0.9998788475304222
GJB5|ENSG00000189280	ad	control	31.0	-1.57	0.1164	?-?	0.9033604304635762
FAM118B|ENSG00000197798	ad	control	176.0	-0.4	0.6888	-+-	0.9998788475304222
MRPL52|ENSG00000172590	ad	control	176.0	-1.172	0.2414	---	0.9998788475304222
VTRNA1-2|ENSG00000202111	ad	control	31.0	0.032	0.9742	?+?	0.9998788475304222
COX16|ENSG00000133983	ad	control	176.0	1.084	0.2785	+++	0.9998788475304222
GTF3C1|ENSG00000077235	ad	control	176.0	-0.956	0.3388	+--	0.9998788475304222
GYG1|ENSG00000163754	ad	control	176.0	-0.995	0.3197	--+	0.9998788475304222
HOOK1|ENSG00000134709	ad	control	176.0	0.988	0.3233	+-+	0.9998788475304222
APPL1|ENSG00000157500	ad	control	176.0	0.0	0.9997	-++	1.0
ILDR2|ENSG00000143195	ad	control	176.0	0.279	0.7806	--+	0.9998788475304222
LOC102724701|ENSG00000275496	ad	control	145.0	0.514	0.6074	+?+	0.9998788475304222
EHMT1|ENSG00000181090	ad	control	176.0	-0.539	0.59	-+-	0.9998788475304222
IL13RA1|ENSG00000131724	ad	control	176.0	-1.757	0.07896	---	0.8397575454545454
IGHMBP2|ENSG00000132740	ad	control	176.0	-0.205	0.8379	+--	0.9998788475304222
YARS2|ENSG00000139131	ad	control	176.0	0.099	0.9209	--+	0.9998788475304222
LINC02803|ENSG00000227740	ad	control	31.0	0.078	0.938	?+?	0.9998788475304222
ZFPM2-AS1|ENSG00000251003	ad	control	137.0	0.258	0.7968	?++	0.9998788475304222
PRH2|ENSG00000275679	ad	control	137.0	0.158	0.8741	?++	0.9998788475304222
NT5CP1|ENSG00000258524	ad	control	31.0	0.21	0.8335	?+?	0.9998788475304222
SGMS2|ENSG00000164023	ad	control	70.0	-1.683	0.09239	--?	0.858989405940594
SRP9|ENSG00000143742	ad	control	176.0	-0.188	0.8507	--+	0.9998788475304222
BEND6|ENSG00000151917	ad	control	176.0	0.939	0.3479	+++	0.9998788475304222
RAPH1|ENSG00000173166	ad	control	176.0	0.121	0.9039	+-+	0.9998788475304222
UBE2V1P2|ENSG00000214192	ad	control	31.0	-0.36	0.7187	?-?	0.9998788475304222
KLRG1|ENSG00000139187	ad	control	176.0	-0.292	0.77	-+-	0.9998788475304222
GABARAPL2|ENSG00000034713	ad	control	176.0	1.31	0.1901	+-+	0.9902179491933989
GPR63|ENSG00000112218	ad	control	176.0	-0.499	0.6177	--+	0.9998788475304222
CCDC90B-AS1|ENSG00000255234	ad	control	137.0	0.179	0.8582	?-+	0.9998788475304222
MVK|ENSG00000110921	ad	control	176.0	0.263	0.7923	+--	0.9998788475304222
MOV10L1|ENSG00000073146	ad	control	70.0	0.412	0.6803	+-?	0.9998788475304222
CNKSR2|ENSG00000149970	ad	control	176.0	0.886	0.3755	+-+	0.9998788475304222
GALNT13-AS1|ENSG00000224675	ad	control	137.0	0.522	0.6017	?++	0.9998788475304222
RNA5S17|ENSG00000285158	ad	control	106.0	0.295	0.768	??+	0.9998788475304222
RPS12P26|ENSG00000225193	ad	control	137.0	-0.374	0.7081	?--	0.9998788475304222
H4C4|ENSG00000277157	ad	control	176.0	1.161	0.2456	+-+	0.9998788475304222
ZNF281|ENSG00000162702	ad	control	176.0	0.076	0.9395	-+-	0.9998788475304222
GUSBP19|ENSG00000275374	ad	control	31.0	0.74	0.4595	?+?	0.9998788475304222
GORASP1|ENSG00000114745	ad	control	176.0	-1.21	0.2261	--+	0.9998788475304222
HNRNPK|ENSG00000165119	ad	control	70.0	0.371	0.7104	+-?	0.9998788475304222
SPAG16-DT|ENSG00000196096	ad	control	137.0	0.878	0.3802	?++	0.9998788475304222
MAP3K2-DT|ENSG00000236682	ad	control	176.0	0.05	0.9603	--+	0.9998788475304222
RPL7P24|ENSG00000240003	ad	control	31.0	0.794	0.4273	?+?	0.9998788475304222
PTCSC2|ENSG00000236130	ad	control	31.0	0.088	0.9296	?+?	0.9998788475304222
BTAF1|ENSG00000095564	ad	control	176.0	1.232	0.2179	+-+	0.9998788475304222
LOC340512|ENSG00000230782	ad	control	31.0	1.303	0.1927	?+?	0.992332764257174
LOC105379252|ENSG00000290970	ad	control	106.0	-0.679	0.497	??-	0.9998788475304222
XKR4-AS1|ENSG00000254357	ad	control	106.0	1.287	0.198	??+	0.995146888412017
CREG2|ENSG00000175874	ad	control	176.0	1.141	0.2538	+-+	0.9998788475304222
C6orf47|ENSG00000228435	ad	control	176.0	-0.826	0.4086	-+-	0.9998788475304222
NAPSB|ENSG00000131401	ad	control	176.0	-0.016	0.9874	+--	0.9998788475304222
FITM2|ENSG00000197296	ad	control	176.0	-0.759	0.4477	+--	0.9998788475304222
MRAP2|ENSG00000135324	ad	control	176.0	-0.107	0.9146	+-+	0.9998788475304222
PIWIL3|ENSG00000184571	ad	control	31.0	0.008	0.9937	?+?	0.9998788475304222
CCT6P2|ENSG00000250526	ad	control	31.0	0.215	0.8298	?+?	0.9998788475304222
DVL1|ENSG00000107404	ad	control	176.0	-0.222	0.8241	-+-	0.9998788475304222
TDRKH-AS1|ENSG00000203288	ad	control	176.0	1.993	0.04624	+++	0.7168859635560464
MTERF3|ENSG00000156469	ad	control	176.0	0.001	0.9989	+-+	1.0
USP10|ENSG00000103194	ad	control	70.0	0.39	0.6963	+-?	0.9998788475304222
RPL31P21|ENSG00000241400	ad	control	31.0	-0.343	0.7313	?-?	0.9998788475304222
VN1R76P|ENSG00000273762	ad	control	106.0	0.148	0.882	??+	0.9998788475304222
BASP1|ENSG00000176788	ad	control	70.0	0.622	0.5337	+-?	0.9998788475304222
RPS15AP16|ENSG00000239483	ad	control	106.0	-0.303	0.762	??-	0.9998788475304222
TSPAN3|ENSG00000140391	ad	control	176.0	-2.073	0.03817	--+	0.6723331806775409
SSBP3P2|ENSG00000224425	ad	control	31.0	-1.01	0.3126	?-?	0.9998788475304222
PDE6G|ENSG00000185527	ad	control	31.0	0.85	0.3954	?+?	0.9998788475304222
COG2|ENSG00000135775	ad	control	176.0	-0.102	0.9184	-++	0.9998788475304222
SLC26A10P|ENSG00000135502	ad	control	70.0	-0.072	0.9429	+-?	0.9998788475304222
NDUFAF2|ENSG00000164182	ad	control	176.0	-0.09	0.9281	+--	0.9998788475304222
BRD3OS|ENSG00000235106	ad	control	176.0	-0.623	0.5333	+--	0.9998788475304222
MRPL41|ENSG00000182154	ad	control	176.0	0.572	0.5676	+--	0.9998788475304222
MIR99AHG|ENSG00000215386	ad	control	176.0	-0.155	0.8766	+-+	0.9998788475304222
LSM8|ENSG00000128534	ad	control	176.0	0.836	0.4029	+++	0.9998788475304222
OR2M3|ENSG00000228198	ad	control	70.0	1.94	0.05243	+-?	0.7431983292017849
CYP4F25P|ENSG00000224106	ad	control	31.0	0.645	0.5188	?+?	0.9998788475304222
MT1A|ENSG00000205362	ad	control	137.0	-0.322	0.7471	?--	0.9998788475304222
NDUFB8P2|ENSG00000270264	ad	control	31.0	0.509	0.6106	?+?	0.9998788475304222
ATP2A1|ENSG00000196296	ad	control	31.0	-0.415	0.6782	?-?	0.9998788475304222
LMTK3|ENSG00000142235	ad	control	176.0	0.694	0.4879	+--	0.9998788475304222
FNDC7|ENSG00000143107	ad	control	31.0	-2.115	0.03441	?-?	0.6554474694708278
PNMA6F|ENSG00000225110	ad	control	70.0	-0.66	0.5092	+-?	0.9998788475304222
GUCA2B|ENSG00000044012	ad	control	31.0	-0.008	0.9934	?-?	0.9998788475304222
DYNLT2|ENSG00000184786	ad	control	70.0	0.101	0.9197	-+?	0.9998788475304222
RPL18AP9|ENSG00000223916	ad	control	31.0	0.345	0.7298	?+?	0.9998788475304222
CCDC166|ENSG00000278749	ad	control	31.0	0.31	0.7562	?+?	0.9998788475304222
MMP9|ENSG00000100985	ad	control	31.0	0.623	0.5336	?+?	0.9998788475304222
SGPL1|ENSG00000166224	ad	control	176.0	-1.357	0.1748	-+-	0.9759861392028555
SMPD1|ENSG00000166311	ad	control	176.0	-1.613	0.1068	---	0.8861621789193977
IKBKE|ENSG00000263528	ad	control	70.0	-1.254	0.21	-+?	0.9998788475304222
GREM2|ENSG00000180875	ad	control	176.0	0.284	0.7761	+-+	0.9998788475304222
UBQLN4P1|ENSG00000241627	ad	control	31.0	1.349	0.1774	?+?	0.9797127852084972
TRIM22|ENSG00000132274	ad	control	176.0	-0.656	0.5118	-+-	0.9998788475304222
SREBF2-AS1|ENSG00000184068	ad	control	176.0	0.35	0.7264	++-	0.9998788475304222
THAP9|ENSG00000168152	ad	control	70.0	0.511	0.6092	++?	0.9998788475304222
CNTNAP2|ENSG00000278728	ad	control	70.0	1.822	0.06852	+-?	0.8032718329853862
SH3BP4|ENSG00000130147	ad	control	176.0	-1.155	0.248	-+-	0.9998788475304222
LINC01871|ENSG00000235576	ad	control	31.0	0.936	0.3495	?+?	0.9998788475304222
ECM1|ENSG00000143369	ad	control	176.0	0.568	0.5703	+--	0.9998788475304222
SLC38A1|ENSG00000111371	ad	control	176.0	0.179	0.8577	+-+	0.9998788475304222
DDX11L8|ENSG00000256263	ad	control	31.0	0.078	0.9381	?+?	0.9998788475304222
CCDC81|ENSG00000149201	ad	control	176.0	0.69	0.4903	++-	0.9998788475304222
NRCAM|ENSG00000091129	ad	control	176.0	0.685	0.4931	+-+	0.9998788475304222
CCDC127|ENSG00000164366	ad	control	176.0	0.086	0.9315	-+-	0.9998788475304222
RTN4R|ENSG00000040608	ad	control	176.0	-1.533	0.1252	+--	0.9216676455165181
SNORA63C|ENSG00000201448	ad	control	31.0	2.327	0.01998	?+?	0.5635053900000001
FAM185BP|ENSG00000214439	ad	control	176.0	-1.061	0.2888	---	0.9998788475304222
BRINP3-DT|ENSG00000237457	ad	control	137.0	0.043	0.9659	?-+	0.9998788475304222
YPEL3|ENSG00000090238	ad	control	70.0	1.157	0.2473	++?	0.9998788475304222
FAAP100|ENSG00000185504	ad	control	176.0	0.344	0.7309	+--	0.9998788475304222
SBSN|ENSG00000189001	ad	control	31.0	-0.448	0.6539	?-?	0.9998788475304222
ACTG1P4|ENSG00000236085	ad	control	106.0	0.444	0.657	??+	0.9998788475304222
C15orf48|ENSG00000166920	ad	control	31.0	-0.079	0.9374	?-?	0.9998788475304222
DHX9-AS1|ENSG00000287808	ad	control	106.0	0.22	0.826	??+	0.9998788475304222
DDX28|ENSG00000182810	ad	control	176.0	-0.015	0.9882	+--	0.9998788475304222
CHD6|ENSG00000124177	ad	control	176.0	1.458	0.1449	+++	0.9494226753670473
KRT126P|ENSG00000257402	ad	control	31.0	-0.096	0.9235	?-?	0.9998788475304222
HERC1|ENSG00000103657	ad	control	176.0	1.974	0.04838	+-+	0.7253849599572878
UBIAD1|ENSG00000120942	ad	control	176.0	-1.22	0.2223	+--	0.9998788475304222
RNF114|ENSG00000124226	ad	control	176.0	-0.821	0.4115	-+-	0.9998788475304222
PDSS1P1|ENSG00000182347	ad	control	106.0	0.464	0.643	??+	0.9998788475304222
LINC02668|ENSG00000226762	ad	control	31.0	-0.565	0.5723	?-?	0.9998788475304222
RPS26P20|ENSG00000224553	ad	control	31.0	0.754	0.4506	?+?	0.9998788475304222
H1-6|ENSG00000187475	ad	control	31.0	-0.462	0.644	?-?	0.9998788475304222
CCDC154|ENSG00000197599	ad	control	70.0	-0.403	0.6868	-+?	0.9998788475304222
CTAGE3P|ENSG00000232872	ad	control	176.0	-0.713	0.4759	---	0.9998788475304222
ADSS2|ENSG00000035687	ad	control	176.0	1.837	0.06627	+++	0.7985677210300428
RPS27P6|ENSG00000228665	ad	control	31.0	0.62	0.5352	?+?	0.9998788475304222
SAP30|ENSG00000164105	ad	control	70.0	1.589	0.112	++?	0.8977598746081504
CHD1|ENSG00000153922	ad	control	70.0	1.492	0.1356	-+?	0.9361299508599508
PUS7L|ENSG00000129317	ad	control	176.0	1.568	0.1168	+-+	0.903414214876033
LINC01345|ENSG00000226374	ad	control	31.0	-0.092	0.9266	?-?	0.9998788475304222
PRAM1|ENSG00000133246	ad	control	176.0	-0.472	0.637	++-	0.9998788475304222
RPL26P27|ENSG00000226493	ad	control	106.0	0.216	0.829	??+	0.9998788475304222
RN7SKP16|ENSG00000222112	ad	control	31.0	-1.126	0.2602	?-?	0.9998788475304222
SMARCA5-AS1|ENSG00000245112	ad	control	137.0	0.432	0.6659	?++	0.9998788475304222
USP30-AS1|ENSG00000256262	ad	control	137.0	-0.03	0.9759	?+-	0.9998788475304222
CHGB|ENSG00000089199	ad	control	176.0	1.106	0.2688	+-+	0.9998788475304222
LINGO1|ENSG00000169783	ad	control	70.0	-0.219	0.8265	+-?	0.9998788475304222
PDC|ENSG00000116703	ad	control	31.0	-0.074	0.9407	?-?	0.9998788475304222
MDC1|ENSG00000231135	ad	control	70.0	1.381	0.1672	++?	0.9681324809239018
VWA7|ENSG00000234433	ad	control	176.0	-0.439	0.6609	+--	0.9998788475304222
ZMIZ1|ENSG00000108175	ad	control	70.0	-2.007	0.04476	--?	0.7068203149606299
DCHS1|ENSG00000166341	ad	control	176.0	-1.663	0.09631	---	0.8686124831568817
DRG1P1|ENSG00000235411	ad	control	31.0	0.11	0.9127	?+?	0.9998788475304222
CRIM1-DT|ENSG00000260025	ad	control	137.0	-0.244	0.8071	?-+	0.9998788475304222
PYGM|ENSG00000068976	ad	control	176.0	-2.802	0.00508	---	0.3610915443037975
RNU6ATAC18P|ENSG00000221340	ad	control	31.0	0.185	0.8529	?+?	0.9998788475304222
MT4|ENSG00000102891	ad	control	31.0	-0.02	0.9838	?-?	0.9998788475304222
RPS7P6|ENSG00000215278	ad	control	31.0	0.231	0.817	?+?	0.9998788475304222
SIK3|ENSG00000160584	ad	control	70.0	2.418	0.01562	++?	0.5178135245901639
DDX27|ENSG00000124228	ad	control	176.0	0.707	0.4793	+++	0.9998788475304222
KDM1A|ENSG00000004487	ad	control	176.0	0.404	0.6864	+-+	0.9998788475304222
ERCC8-AS1|ENSG00000233847	ad	control	106.0	0.986	0.324	??+	0.9998788475304222
PERP|ENSG00000112378	ad	control	176.0	0.588	0.5562	+++	0.9998788475304222
POPDC2|ENSG00000121577	ad	control	31.0	1.563	0.118	?+?	0.9081924342105262
PES1P1|ENSG00000248191	ad	control	31.0	0.44	0.6597	?+?	0.9998788475304222
RN7SL689P|ENSG00000263432	ad	control	31.0	-0.353	0.7239	?-?	0.9998788475304222
EIF3A|ENSG00000107581	ad	control	70.0	2.885	0.00392	++?	0.3330220604229607
SNRPEP5|ENSG00000225642	ad	control	31.0	0.008	0.9937	?+?	0.9998788475304222
LOC124903342|ENSG00000285518	ad	control	31.0	0.34	0.7335	?+?	0.9998788475304222
PPFIA4|ENSG00000143847	ad	control	176.0	-0.057	0.9542	+--	0.9998788475304222
LINC02958|ENSG00000265752	ad	control	31.0	0.036	0.9713	?+?	0.9998788475304222
RBM15B|ENSG00000259956	ad	control	176.0	-0.693	0.4885	-+-	0.9998788475304222
MT1JP|ENSG00000255986	ad	control	31.0	2.174	0.02969	?+?	0.6338660106382978
TRMT12|ENSG00000183665	ad	control	176.0	0.246	0.806	+-+	0.9998788475304222
SRRM5|ENSG00000226763	ad	control	176.0	-0.223	0.8238	++-	0.9998788475304222
RHPN2|ENSG00000131941	ad	control	176.0	-1.457	0.1451	---	0.9494226753670473
ARHGEF17|ENSG00000110237	ad	control	70.0	-2.152	0.03141	--?	0.645134286759327
CDK2AP2P2|ENSG00000237451	ad	control	31.0	-0.352	0.7246	?-?	0.9998788475304222
TWSG1-DT|ENSG00000264964	ad	control	137.0	0.707	0.4798	?-+	0.9998788475304222
RHOD|ENSG00000173156	ad	control	70.0	-0.592	0.5538	-+?	0.9998788475304222
RAE1|ENSG00000101146	ad	control	70.0	-1.732	0.08323	--?	0.8463776566461427
TNRC6A|ENSG00000090905	ad	control	176.0	0.657	0.5109	++-	0.9998788475304222
GNAT2|ENSG00000134183	ad	control	31.0	0.338	0.7356	?+?	0.9998788475304222
LOC101929473|ENSG00000255087	ad	control	31.0	0.095	0.9241	?+?	0.9998788475304222
PVT1|ENSG00000249859	ad	control	176.0	0.376	0.7068	+--	0.9998788475304222
HSPA7|ENSG00000225217	ad	control	176.0	0.386	0.6998	++-	0.9998788475304222
ATL1|ENSG00000198513	ad	control	70.0	1.038	0.2994	+-?	0.9998788475304222
GPRIN1|ENSG00000169258	ad	control	176.0	-0.021	0.9836	+--	0.9998788475304222
ST13P18|ENSG00000234322	ad	control	31.0	-0.078	0.938	?-?	0.9998788475304222
LYST-AS1|ENSG00000229463	ad	control	106.0	0.948	0.343	??+	0.9998788475304222
RSAD2|ENSG00000134321	ad	control	176.0	1.123	0.2614	+--	0.9998788475304222
ATP5MGP1|ENSG00000256280	ad	control	31.0	-0.601	0.5481	?-?	0.9998788475304222
PAX6|ENSG00000007372	ad	control	70.0	-2.374	0.01758	-+?	0.5424106153846153
TAF8|ENSG00000137413	ad	control	176.0	-0.42	0.6744	-+-	0.9998788475304222
TUBA1B|ENSG00000123416	ad	control	70.0	-0.391	0.6954	+-?	0.9998788475304222
GRIK3|ENSG00000163873	ad	control	176.0	-1.29	0.197	+--	0.9942466223499821
TRPM5|ENSG00000070985	ad	control	31.0	-0.648	0.5171	?-?	0.9998788475304222
CCDC9B|ENSG00000188549	ad	control	176.0	-1.418	0.1563	-+-	0.9560728935336381
CBX3P2|ENSG00000266405	ad	control	31.0	-1.203	0.2291	?-?	0.9998788475304222
GCSHP5|ENSG00000224837	ad	control	137.0	1.453	0.1461	?++	0.9500803030303031
IFT172|ENSG00000138002	ad	control	176.0	0.203	0.8395	++-	0.9998788475304222
ZSCAN12|ENSG00000158691	ad	control	176.0	0.534	0.5934	-++	0.9998788475304222
OFD1|ENSG00000046651	ad	control	176.0	1.246	0.2126	++-	0.9998788475304222
LOC100421387|ENSG00000229110	ad	control	106.0	0.353	0.724	??+	0.9998788475304222
RNU4ATAC|ENSG00000264229	ad	control	137.0	-0.391	0.6961	?--	0.9998788475304222
LINC01554|ENSG00000236882	ad	control	137.0	-0.748	0.4547	?-+	0.9998788475304222
PSMC3IP|ENSG00000131470	ad	control	176.0	-0.117	0.9066	-+-	0.9998788475304222
MSRB3|ENSG00000174099	ad	control	70.0	-1.841	0.06557	-+?	0.7959999222797927
CGB7|ENSG00000196337	ad	control	31.0	0.214	0.8307	?+?	0.9998788475304222
TOMM20L|ENSG00000196860	ad	control	31.0	-0.861	0.3891	?-?	0.9998788475304222
C5AR2|ENSG00000134830	ad	control	70.0	-1.512	0.1307	--?	0.9325727780599289
PRKAR2B|ENSG00000005249	ad	control	70.0	0.5	0.617	+-?	0.9998788475304222
STK11|ENSG00000118046	ad	control	176.0	-0.609	0.5423	-+-	0.9998788475304222
LINC01423|ENSG00000231231	ad	control	31.0	0.618	0.5368	?+?	0.9998788475304222
CASZ1|ENSG00000130940	ad	control	70.0	-1.272	0.2034	-+?	0.9977938391924817
SLC18A3|ENSG00000187714	ad	control	31.0	-0.321	0.7482	?-?	0.9998788475304222
GAPDHP22|ENSG00000234005	ad	control	31.0	0.458	0.6468	?+?	0.9998788475304222
CHD3|ENSG00000170004	ad	control	176.0	0.105	0.9164	+--	0.9998788475304222
PDCD2L|ENSG00000126249	ad	control	176.0	-1.144	0.2527	---	0.9998788475304222
LINC02895|ENSG00000259380	ad	control	31.0	0.031	0.9754	?+?	0.9998788475304222
ANKRD62P1-PARP4P3|ENSG00000189295	ad	control	31.0	0.034	0.9729	?+?	0.9998788475304222
FAM227B|ENSG00000166262	ad	control	176.0	-0.016	0.9876	-++	0.9998788475304222
KASH5|ENSG00000161609	ad	control	31.0	-0.102	0.9187	?-?	0.9998788475304222
S100A11|ENSG00000163191	ad	control	176.0	-1.687	0.09164	---	0.8584182188125418
LINC01264|ENSG00000229630	ad	control	31.0	0.008	0.9937	?+?	0.9998788475304222
TIRAP-AS1|ENSG00000255062	ad	control	137.0	-0.155	0.8772	?--	0.9998788475304222
MIR4440|ENSG00000266109	ad	control	106.0	-0.15	0.881	??-	0.9998788475304222
