MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
GTF2IP13|ENSG00000272556	ad	control	163.00	0.684	0.4942	????+++--?????
ICMT|ENSG00000116237	ad	control	235.00	1.357	0.1747	+++--++++?????
ZNF843|ENSG00000176723	ad	control	263.00	1.121	0.2624	+++++----????+
ZNF667-AS1|ENSG00000166770	ad	control	687.00	1.905	0.05677	-++-+++-+++-++
AGO1|ENSG00000092847	ad	control	687.00	-0.119	0.905	----+++++-----
DOCK4-AS1|ENSG00000225572	ad	control	522.00	2.370	0.01779	????+??+?+++++
SDHAP4|ENSG00000214135	ad	control	163.00	-0.402	0.6877	????+----?????
NETO1-DT|ENSG00000263958	ad	control	648.00	0.929	0.353	-+++?----++-++
CRIP3|ENSG00000146215	ad	control	687.00	-1.479	0.1392	----++++-++---
SGO2|ENSG00000163535	ad	control	263.00	-0.858	0.3909	+-----++-????-
BDH1|ENSG00000161267	ad	control	687.00	2.574	0.01006	+++++----++-++
CCDC170|ENSG00000120262	ad	control	687.00	1.347	0.1781	++++-++++-+-+-
NYNRIN|ENSG00000205978	ad	control	687.00	-3.598	0.0003207	-----++-+-----
MIEF1|ENSG00000100335	ad	control	235.00	0.676	0.4988	++++---++?????
FAM133A|ENSG00000179083	ad	control	659.00	1.505	0.1324	++++++---++-+?
LINC01489|ENSG00000255727	ad	control	62.00	0.466	0.6413	??????-?+?????
ANKRD36|ENSG00000135976	ad	control	687.00	-0.845	0.3984	----++---++++-
ZNF785|ENSG00000197162	ad	control	687.00	-2.901	0.003721	----+-++------
KLHL2P1|ENSG00000250412	ad	control	548.00	-0.119	0.9055	?????---+++++?
SLC8A1|ENSG00000183023	ad	control	235.00	-0.251	0.8017	+++++----?????
LOC100505716|ENSG00000223522	ad	control	587.00	1.738	0.08225	????+-+++-+-+?
NDUFS5|ENSG00000168653	ad	control	687.00	1.783	0.07453	+++++----+--++
MANBA|ENSG00000109323	ad	control	687.00	-0.689	0.491	+--+-++++-+++-
HCN2|ENSG00000099822	ad	control	687.00	0.770	0.4414	++++++++++---+
EXD1|ENSG00000178997	ad	control	548.00	0.122	0.903	?????++---+-+?
TESHL|ENSG00000223874	ad	control	545.00	0.298	0.7657	??????---++-++
MRPS24|ENSG00000062582	ad	control	235.00	-0.381	0.7035	-+++---++?????
ZNF676|ENSG00000276219	ad	control	687.00	0.249	0.803	----+-+-++++++
U1|ENSG00000275987	ad	control	124.00	0.460	0.6456	?????++++?????
TRAF6P1|ENSG00000226557	ad	control	31.00	0.158	0.8746	??????+???????
TRIM35|ENSG00000104228	ad	control	687.00	2.086	0.03697	+++++--++--+-+
LINC01470|ENSG00000249484	ad	control	589.00	-0.280	0.7795	++++??----++-?
RN7SL293P|ENSG00000242483	ad	control	31.00	0.332	0.7402	??????+???????
MKLN1-AS|ENSG00000236753	ad	control	615.00	0.758	0.4484	????-++++++++-
PHF20L1|ENSG00000129292	ad	control	687.00	1.505	0.1323	----+--++++++-
PCNPP5|ENSG00000177197	ad	control	124.00	0.278	0.7811	?????---+?????
LOC128125822|ENSG00000285976	ad	control	196.00	0.759	0.4481	++++?----?????
TM9SF2|ENSG00000125304	ad	control	687.00	0.364	0.7162	++++-----++++-
SLC7A5P1|ENSG00000260727	ad	control	587.00	-0.698	0.4849	????++++-----?
CXCR1|ENSG00000163464	ad	control	152.00	-2.087	0.03687	?????----????-
LINC02453|ENSG00000245017	ad	control	124.00	0.858	0.3911	?????-++-?????
TNR-IT1|ENSG00000235628	ad	control	452.00	2.432	0.01503	?????????+-+++
EML6-AS1|ENSG00000231334	ad	control	452.00	0.846	0.3976	?????????++-++
RPS15AP38|ENSG00000237668	ad	control	62.00	-0.028	0.9779	??????-+??????
STARD9|ENSG00000159433	ad	control	687.00	-0.356	0.7217	----+++++-++--
LIN7A|ENSG00000111052	ad	control	687.00	1.070	0.2844	++++++---++-++
QRSL1P3|ENSG00000257957	ad	control	463.00	0.483	0.6289	????+????--++?
LINC02977|ENSG00000259953	ad	control	163.00	-1.690	0.09099	????+----?????
LINC02944|ENSG00000238276	ad	control	124.00	0.037	0.9702	?????++--?????
ACOT7|ENSG00000097021	ad	control	687.00	2.085	0.03705	+++++----+---+
ZCCHC2|ENSG00000141664	ad	control	687.00	-1.807	0.07074	-----++--+--+-
AP5M1|ENSG00000053770	ad	control	687.00	1.308	0.191	++++-+---+++++
TNFRSF10A|ENSG00000104689	ad	control	235.00	-2.112	0.03465	--------+?????
MIR579|ENSG00000207956	ad	control	62.00	-0.168	0.8667	??????--??????
LAMP2|ENSG00000005893	ad	control	659.00	0.339	0.7346	-----++++-++-?
KEAP1|ENSG00000079999	ad	control	687.00	-1.529	0.1264	-----++++-----
LOC102724159|ENSG00000275464	ad	control	659.00	-0.799	0.424	----+----++++?
MELTF-AS1|ENSG00000228109	ad	control	587.00	-1.092	0.2747	????+-+------?
TBC1D3E|ENSG00000278599	ad	control	31.00	-0.023	0.9818	????????-?????
ZNF234|ENSG00000263002	ad	control	687.00	-0.751	0.4529	-----++++--+--
KRTAP5-11|ENSG00000204571	ad	control	124.00	0.599	0.5494	?????++--?????
RPS8P8|ENSG00000240376	ad	control	124.00	0.071	0.9431	?????-+-+?????
IL1R1|ENSG00000115594	ad	control	235.00	-4.309	1.64e-05	---------?????
SNORD94|ENSG00000208772	ad	control	548.00	0.068	0.9457	?????-+--+--+?
APOBEC3H|ENSG00000100298	ad	control	124.00	1.418	0.1562	?????-+++?????
ATP8A1-DT|ENSG00000260519	ad	control	576.00	1.892	0.05848	?????+++++++++
CTBP2P4|ENSG00000251102	ad	control	62.00	0.291	0.7712	???????++?????
TMEM109-DT|ENSG00000256944	ad	control	576.00	-1.455	0.1456	?????++-+--+--
IL16|ENSG00000172349	ad	control	687.00	-3.152	0.001622	-----++-+-----
MTCO3P30|ENSG00000229080	ad	control	31.00	-0.178	0.8584	??????-???????
ZNF285CP|ENSG00000018607	ad	control	124.00	-0.144	0.8853	?????+---?????
C17orf107|ENSG00000205710	ad	control	687.00	1.090	0.2757	+++++----+---+
LINC02365|ENSG00000254233	ad	control	93.00	0.148	0.8823	??????--+?????
TRAF6|ENSG00000175104	ad	control	687.00	0.382	0.7027	+----+-++++++-
LINC01415|ENSG00000267325	ad	control	235.00	-0.350	0.7265	--+-+--++?????
S100A4|ENSG00000196154	ad	control	687.00	-3.275	0.001057	-----++++-----
WASHC5-AS1|ENSG00000253167	ad	control	62.00	-0.496	0.6197	?????-??-?????
RPL7P38|ENSG00000239473	ad	control	124.00	1.363	0.173	?????+-++?????
DDX12P|ENSG00000214826	ad	control	124.00	1.522	0.1279	?????+++-?????
PIP5KL1|ENSG00000167103	ad	control	263.00	-0.370	0.7113	+-++-----????+
METTL21A|ENSG00000144401	ad	control	687.00	-2.166	0.03029	-----+--------
ARTN|ENSG00000117407	ad	control	576.00	-0.589	0.556	?????-----+++-
TMEM35A|ENSG00000126950	ad	control	659.00	-0.642	0.521	+++++----+--+?
SPMAP1|ENSG00000275489	ad	control	93.00	-0.093	0.9258	?????--?+?????
CARMIL3|ENSG00000284765	ad	control	687.00	-2.334	0.01957	----+-+------+
PRPF39|ENSG00000185246	ad	control	235.00	0.417	0.6763	-----++++?????
PROS1|ENSG00000184500	ad	control	687.00	-1.619	0.1055	----------+++-
NPM1P11|ENSG00000226827	ad	control	424.00	-0.066	0.9475	?????????++-+?
LINC02015|ENSG00000231574	ad	control	124.00	-0.245	0.8062	?????---+?????
CASP5|ENSG00000137757	ad	control	124.00	-1.569	0.1167	?????----?????
PSMD7-DT|ENSG00000261404	ad	control	648.00	1.760	0.0784	++++?+-++-++++
HSP90AA2P|ENSG00000224411	ad	control	124.00	1.999	0.04556	?????++++?????
TENT4B|ENSG00000121274	ad	control	687.00	-1.546	0.1221	--+--+---+--+-
SNORA16A|ENSG00000274582	ad	control	424.00	0.432	0.666	?????????++++?
SCFD2|ENSG00000184178	ad	control	687.00	3.148	0.001646	+++++----+++++
MARVELD3|ENSG00000140832	ad	control	620.00	-0.447	0.655	----?--+++++-?
FTH1P14|ENSG00000185638	ad	control	31.00	-0.277	0.7821	?????-????????
ATP8A1|ENSG00000124406	ad	control	235.00	2.549	0.0108	+++++++-+?????
SHFL|ENSG00000130813	ad	control	687.00	-0.631	0.5281	----+++-+----+
RORA-AS1|ENSG00000245534	ad	control	548.00	0.018	0.9859	?????--++---+?
TCF23|ENSG00000163792	ad	control	124.00	-1.269	0.2044	?????----?????
PVALEF|ENSG00000225180	ad	control	196.00	-1.837	0.06614	--+-?---+?????
NPIPB10P|ENSG00000196796	ad	control	93.00	0.252	0.8009	??????+--?????
SPI1|ENSG00000066336	ad	control	687.00	-3.482	0.0004976	-----------+--
ATG5|ENSG00000057663	ad	control	687.00	2.473	0.01342	++++++-++++++-
FANCD2OS|ENSG00000163705	ad	control	28.00	0.583	0.56	?????????????+
GLIS2|ENSG00000126603	ad	control	687.00	-3.450	0.0005597	--------------
TAF9|ENSG00000273841	ad	control	687.00	2.210	0.02709	+++++----+++++
LINC01539|ENSG00000267712	ad	control	93.00	0.348	0.7275	?????-?-+?????
CLUAP1|ENSG00000103351	ad	control	687.00	1.824	0.06815	++++--++++--++
OR7E11P|ENSG00000254447	ad	control	62.00	-0.304	0.7612	??????-?-?????
ACTG1P24|ENSG00000226359	ad	control	93.00	-0.055	0.9563	?????+?--?????
DNAJC8P1|ENSG00000259022	ad	control	62.00	0.114	0.909	???????-+?????
LOC124903587|ENSG00000283372	ad	control	31.00	0.273	0.7848	??????+???????
GABRA2|ENSG00000151834	ad	control	687.00	0.915	0.3602	++++-----++-++
CYCSP28|ENSG00000255003	ad	control	93.00	0.316	0.7523	??????--+?????
DDRGK1|ENSG00000198171	ad	control	687.00	-1.888	0.05908	----+---++---+
SWI5|ENSG00000175854	ad	control	687.00	-0.660	0.5093	----+----+++++
DAP|ENSG00000112977	ad	control	235.00	-2.003	0.04523	-------+-?????
POLG2|ENSG00000256525	ad	control	687.00	0.147	0.8833	----++++-+-+-+
CAP2|ENSG00000112186	ad	control	235.00	1.493	0.1354	+++++----?????
MIR708|ENSG00000211997	ad	control	93.00	0.018	0.9856	??????--+?????
ANKIB1|ENSG00000001629	ad	control	687.00	-0.233	0.816	-----++++-+++-
MUC4|ENSG00000277585	ad	control	263.00	-3.764	0.0001675	--------+????-
WNT4|ENSG00000162552	ad	control	263.00	-3.780	0.000157	---------????+
NMI|ENSG00000123609	ad	control	235.00	-2.254	0.02417	++-+-----?????
TMEM229BP1|ENSG00000237645	ad	control	124.00	0.391	0.6959	?????--++?????
CENPE|ENSG00000138778	ad	control	263.00	0.355	0.7229	----+----????+
ATP6V1A|ENSG00000114573	ad	control	687.00	2.706	0.006814	+++++----+++++
MIR3975|ENSG00000283514	ad	control	62.00	0.588	0.5563	???????++?????
RPS18P9|ENSG00000220848	ad	control	548.00	-0.263	0.7926	?????-----+++?
FMO2|ENSG00000094963	ad	control	235.00	-1.770	0.0768	-----++++?????
SNRNP25|ENSG00000161981	ad	control	687.00	0.350	0.7261	+++++--------+
APOBEC4|ENSG00000173627	ad	control	566.00	0.419	0.675	---++?+??++-+?
CR2|ENSG00000117322	ad	control	124.00	-1.486	0.1373	?????---+?????
GPX5|ENSG00000224586	ad	control	62.00	-0.085	0.932	??????-?+?????
EGFLAM-AS4|ENSG00000248730	ad	control	28.00	-1.405	0.16	?????????????-
PCED1B-AS1|ENSG00000247774	ad	control	152.00	-0.514	0.6073	?????-+--????-
PEDS1|ENSG00000240849	ad	control	687.00	0.222	0.8242	-----+++++++++
HLA-DQB1|ENSG00000206302	ad	control	235.00	-3.514	0.0004407	---------?????
MAPRE3-AS1|ENSG00000205500	ad	control	452.00	1.746	0.0809	?????????+--++
PARVG|ENSG00000138964	ad	control	656.00	-4.236	2.279e-05	------?----+--
GSDMA|ENSG00000167914	ad	control	548.00	0.287	0.774	?????--+++++-?
LOC105369911|ENSG00000257283	ad	control	31.00	-0.131	0.8958	??????-???????
SCRG1|ENSG00000164106	ad	control	687.00	0.416	0.6771	++++-----+++++
RETREG1-AS1|ENSG00000246214	ad	control	124.00	-0.528	0.5975	?????----?????
KLKP1|ENSG00000197588	ad	control	31.00	-0.456	0.6484	?????-????????
TSPEAR|ENSG00000175894	ad	control	124.00	0.168	0.8669	?????-++-?????
SMIM36|ENSG00000261873	ad	control	31.00	-0.087	0.9304	????????-?????
RNF170|ENSG00000120925	ad	control	687.00	2.105	0.0353	+++++----+++++
MEIOB|ENSG00000162039	ad	control	124.00	-0.881	0.3784	?????---+?????
SLC27A6|ENSG00000113396	ad	control	615.00	0.441	0.6593	????-++++-++--
MEN1|ENSG00000133895	ad	control	687.00	-0.762	0.4463	+++-+-+------+
EEF1A1P44|ENSG00000236468	ad	control	62.00	0.384	0.7011	??????+-??????
TARID|ENSG00000227954	ad	control	548.00	0.406	0.6845	?????-----+++?
LOC101928627|ENSG00000226484	ad	control	62.00	0.177	0.8595	??????+?+?????
ABCD1|ENSG00000101986	ad	control	263.00	-1.674	0.09421	-----++++????-
ALG1L13P|ENSG00000253981	ad	control	93.00	-0.776	0.4378	??????---?????
GORASP2|ENSG00000115806	ad	control	687.00	0.716	0.4738	++++-+----++--
RGS3|ENSG00000138835	ad	control	687.00	-1.656	0.09781	-----++++--+--
SRSF2P1|ENSG00000236072	ad	control	124.00	-0.427	0.6693	?????----?????
LGMNP1|ENSG00000214269	ad	control	62.00	-0.054	0.9573	??????-?+?????
RALY|ENSG00000125970	ad	control	687.00	-0.859	0.3901	-------++--+--
PSMC2P2|ENSG00000253137	ad	control	31.00	-0.239	0.8109	????????-?????
WARS2-AS1|ENSG00000231365	ad	control	615.00	1.832	0.06696	????+++++-++++
PAN3|ENSG00000152520	ad	control	235.00	-0.018	0.986	-----++++?????
MATN2|ENSG00000132561	ad	control	687.00	-1.080	0.2803	---+-++++--+--
TUNAR|ENSG00000250366	ad	control	659.00	0.070	0.944	++++++---+--+?
PSMC2P1|ENSG00000240854	ad	control	124.00	-0.213	0.831	?????--+-?????
DLX6|ENSG00000006377	ad	control	235.00	2.262	0.02368	+++++----?????
KCTD7|ENSG00000243335	ad	control	687.00	-0.748	0.4543	-----++++-+++-
RAB21|ENSG00000080371	ad	control	687.00	0.252	0.8014	+--+---++++++-
RFTN1|ENSG00000131378	ad	control	687.00	-0.818	0.4134	+++++-------+-
KRT17P8|ENSG00000256937	ad	control	124.00	0.006	0.9953	?????--++?????
THEMIS2|ENSG00000130775	ad	control	687.00	-0.286	0.7751	----+++----+--
FAM83F|ENSG00000133477	ad	control	124.00	1.071	0.2841	?????+-++?????
BGLAP|ENSG00000242252	ad	control	196.00	-2.700	0.006936	----?-+--?????
ACTR2|ENSG00000138071	ad	control	687.00	2.815	0.00488	+++++----+++++
GAPDHP35|ENSG00000250982	ad	control	124.00	-3.021	0.002522	?????----?????
GPAA1P2|ENSG00000230596	ad	control	62.00	0.012	0.99	??????+-??????
PMS2P8|ENSG00000273897	ad	control	424.00	1.117	0.264	?????????++++?
DPRXP6|ENSG00000270791	ad	control	31.00	0.166	0.8678	??????+???????
ENO2|ENSG00000111674	ad	control	687.00	3.445	0.0005706	+++++----+++++
CHSY3|ENSG00000198108	ad	control	687.00	1.118	0.2634	+++++----++-++
PRELID1|ENSG00000169230	ad	control	687.00	-1.796	0.07243	++-------0---+
RHBDF2|ENSG00000129667	ad	control	687.00	-4.177	2.953e-05	-----------+--
EXT2|ENSG00000151348	ad	control	235.00	-1.148	0.2509	-++------?????
SLC35G2|ENSG00000168917	ad	control	687.00	-0.230	0.8179	++++-----++-++
GINS2|ENSG00000131153	ad	control	687.00	-0.687	0.4921	+----------+-+
LINC00173|ENSG00000196668	ad	control	124.00	-2.381	0.01725	?????----?????
SNORD118|ENSG00000200463	ad	control	424.00	-0.204	0.838	?????????-+-+?
TMEM61|ENSG00000143001	ad	control	124.00	-3.143	0.001675	?????----?????
LMOD2|ENSG00000170807	ad	control	93.00	0.154	0.8778	?????+-?+?????
ACTG1P23|ENSG00000230362	ad	control	31.00	-0.054	0.9566	???????-??????
OFD1P8Y|ENSG00000231159	ad	control	424.00	0.211	0.833	?????????+--+?
LINC01431|ENSG00000232645	ad	control	124.00	-0.322	0.7475	?????--+-?????
PTPN11P5|ENSG00000248113	ad	control	124.00	0.233	0.8161	?????++-+?????
HBP1|ENSG00000105856	ad	control	687.00	-2.574	0.01005	-----++++-+++-
LRGUK|ENSG00000155530	ad	control	687.00	-1.280	0.2004	------+-------
NPM1P12|ENSG00000215311	ad	control	31.00	0.082	0.9348	???????+??????
TAF1|ENSG00000147133	ad	control	659.00	1.761	0.07825	----++-++++++?
ALDH16A1|ENSG00000161618	ad	control	263.00	-2.215	0.02679	+-----+-+????-
TEKTIP1|ENSG00000183397	ad	control	648.00	-2.443	0.01457	----?---------
LINC01340|ENSG00000250331	ad	control	124.00	-0.024	0.9811	?????---+?????
MCM3|ENSG00000112118	ad	control	687.00	-0.545	0.586	-------++++++-
CAPN7|ENSG00000131375	ad	control	687.00	0.297	0.7666	-----++++-+++-
APEX1|ENSG00000291796	ad	control	687.00	0.025	0.9804	+++++--------+
FGD6|ENSG00000180263	ad	control	687.00	-1.844	0.06513	-----++++-+-+-
ARL15|ENSG00000185305	ad	control	687.00	-0.699	0.4843	--+------++-+-
OR2I1P|ENSG00000237988	ad	control	124.00	-0.863	0.3882	?????----?????
GFOD1|ENSG00000145990	ad	control	235.00	-1.334	0.1822	-++-+----?????
MTCO1P46|ENSG00000236007	ad	control	124.00	0.236	0.8131	?????+-++?????
PDIA4|ENSG00000155660	ad	control	687.00	-1.782	0.07474	---+--+----+--
ARPC3P1|ENSG00000226284	ad	control	517.00	0.386	0.6992	??????++-+++-?
MBTPS2|ENSG00000012174	ad	control	659.00	2.336	0.01951	+++++----++++?
ADI1P1|ENSG00000235102	ad	control	31.00	0.023	0.9818	????????+?????
LOC124906145|ENSG00000238295	ad	control	31.00	-0.109	0.9131	????????-?????
MICOS10P2|ENSG00000270714	ad	control	124.00	-0.556	0.5782	?????-++-?????
EXOC5P1|ENSG00000180673	ad	control	62.00	0.039	0.969	???????++?????
LOC100421094|ENSG00000254423	ad	control	463.00	0.461	0.6449	????+????++-+?
IGHV3-66|ENSG00000211972	ad	control	124.00	-0.355	0.7228	?????----?????
HMGB1|ENSG00000189403	ad	control	687.00	1.199	0.2304	-+-+---++++++-
PIM2|ENSG00000292210	ad	control	659.00	-0.099	0.921	+++++----+--+?
PRRC2A|ENSG00000204469	ad	control	687.00	-1.453	0.1462	----+-+------+
MIR12136|ENSG00000210151	ad	control	124.00	-0.378	0.7055	?????---+?????
HMBOX1-IT1|ENSG00000259196	ad	control	545.00	-2.060	0.03939	??????--+-----
NMBR|ENSG00000135577	ad	control	124.00	-1.404	0.1604	?????--+-?????
KCMF1|ENSG00000176407	ad	control	687.00	-0.100	0.9204	++++-+---+--+-
RNU6-353P|ENSG00000201136	ad	control	124.00	-0.995	0.3197	?????+---?????
LOC730101|ENSG00000291006	ad	control	424.00	0.633	0.5264	?????????++-+?
CARS1|ENSG00000110619	ad	control	687.00	-0.349	0.7275	-++----++-----
ATP5MC1|ENSG00000159199	ad	control	687.00	1.797	0.07229	+++++----++-++
TMEM14B-DT|ENSG00000272097	ad	control	648.00	0.778	0.4363	----?----+++++
FOXO6|ENSG00000204060	ad	control	235.00	-1.666	0.09565	-----++--?????
OR2L9P|ENSG00000237492	ad	control	424.00	0.274	0.7843	?????????++-+?
LINC00987|ENSG00000237248	ad	control	659.00	0.256	0.7977	-----+++++-+-?
FTH1P24|ENSG00000249302	ad	control	424.00	0.007	0.9948	?????????--+-?
FEZF1-AS1|ENSG00000230316	ad	control	124.00	-0.476	0.6343	?????+---?????
RNU6-137P|ENSG00000200550	ad	control	93.00	0.239	0.8109	??????-++?????
BOP1|ENSG00000261236	ad	control	687.00	-1.945	0.0518	----+-++-----+
COL27A1|ENSG00000196739	ad	control	687.00	-5.188	2.125e-07	-----++++-----
UBE2G1|ENSG00000132388	ad	control	687.00	1.247	0.2125	+-+++++++-++--
POLDIP3|ENSG00000100227	ad	control	687.00	-2.034	0.04195	-----++++--+--
DIPK1C|ENSG00000187773	ad	control	687.00	2.589	0.009619	++++++++++++-+
GDF6|ENSG00000156466	ad	control	152.00	-0.442	0.6587	?????+---????0
LRRC4B|ENSG00000131409	ad	control	687.00	-0.894	0.3713	----+++------+
CHRNA4|ENSG00000101204	ad	control	687.00	-0.650	0.5154	-++-+++------+
GNPTG|ENSG00000090581	ad	control	687.00	0.101	0.9198	+++++------+-+
SCLY|ENSG00000132330	ad	control	235.00	-0.109	0.9134	+----++-+?????
PRMT8|ENSG00000111218	ad	control	687.00	3.234	0.00122	+++++----++-++
MIR8070|ENSG00000278529	ad	control	124.00	-0.261	0.794	?????----?????
TPT1P5|ENSG00000214108	ad	control	548.00	-0.278	0.781	?????--+++--+?
PLCG1|ENSG00000124181	ad	control	235.00	-2.133	0.03295	------+++?????
SLC5A5|ENSG00000105641	ad	control	548.00	0.072	0.9426	?????--++++--?
WDR77|ENSG00000116455	ad	control	687.00	2.253	0.02426	++++----++++++
TARS3|ENSG00000185418	ad	control	687.00	1.923	0.05453	--+-++++++++--
FKBP1AP1|ENSG00000269304	ad	control	424.00	-0.277	0.7821	?????????-+--?
SRPK3|ENSG00000184343	ad	control	659.00	1.156	0.2478	----+++++--+-?
LINC02972|ENSG00000249790	ad	control	124.00	2.715	0.006626	?????++++?????
PICALM|ENSG00000073921	ad	control	235.00	-1.152	0.2493	-----+-++?????
MIR3136|ENSG00000265355	ad	control	62.00	-0.094	0.9254	??????-?-?????
C19orf33|ENSG00000167644	ad	control	124.00	-1.408	0.159	?????+---?????
PSTK|ENSG00000179988	ad	control	687.00	2.386	0.01703	++++++-+-+++++
EFCC1|ENSG00000114654	ad	control	687.00	-0.220	0.8259	+--++-+-+----+
YWHAZP2|ENSG00000213236	ad	control	124.00	-1.073	0.2833	?????--+-?????
ENDOV|ENSG00000173818	ad	control	687.00	1.675	0.09388	-+--+-+++-+--+
APOBR|ENSG00000184730	ad	control	224.00	-2.757	0.005836	----?--++????-
NRBF2P6|ENSG00000251485	ad	control	163.00	-0.644	0.5198	????-++-+?????
GLRXP3|ENSG00000118990	ad	control	124.00	-0.190	0.8493	?????---+?????
PLEK2|ENSG00000100558	ad	control	124.00	-1.882	0.05988	?????----?????
ZHX1-C8orf76|ENSG00000259305	ad	control	576.00	-2.141	0.03224	?????-+---+-+-
CDC37L1-DT|ENSG00000273061	ad	control	648.00	0.662	0.5079	--++?---++++++
LGALS9|ENSG00000168961	ad	control	687.00	-3.632	0.0002809	-----------+--
WRNIP1|ENSG00000124535	ad	control	687.00	-0.833	0.4049	+-+------+--++
RPL31P3|ENSG00000237929	ad	control	424.00	-0.601	0.548	?????????----?
PSAT1|ENSG00000135069	ad	control	687.00	-1.095	0.2735	-----++----+--
PLGLB2|ENSG00000125551	ad	control	556.00	-0.253	0.8005	????-?+--++-+?
COL6A3|ENSG00000163359	ad	control	625.00	-2.002	0.04525	---+---??-+-+-
LITAFD|ENSG00000283516	ad	control	483.00	-0.075	0.9401	???????+?-++--
PAK5|ENSG00000101349	ad	control	687.00	0.942	0.3462	+++++----++-++
GDF7|ENSG00000143869	ad	control	235.00	0.872	0.3834	++++++---?????
FUNDC2P1|ENSG00000255883	ad	control	124.00	-0.230	0.8182	?????+-+-?????
MIR4435-2HG|ENSG00000172965	ad	control	659.00	-0.470	0.6386	+++++-------+?
UPF1|ENSG00000005007	ad	control	687.00	-3.062	0.0022	-------------+
ZNF30|ENSG00000168661	ad	control	235.00	-0.520	0.603	--+---+-+?????
NEO1|ENSG00000067141	ad	control	687.00	-0.783	0.4337	-----++++--+--
CC2D2B|ENSG00000188649	ad	control	235.00	-0.192	0.8479	++++--+--?????
RHOBTB3|ENSG00000164292	ad	control	687.00	-0.258	0.7965	-------+++++++
EHBP1L1|ENSG00000173442	ad	control	687.00	-3.243	0.001182	-------++--+--
SNRPGP9|ENSG00000228551	ad	control	93.00	0.037	0.9705	?????++-??????
MLYCD|ENSG00000103150	ad	control	687.00	1.245	0.213	----+++++-++--
PABIR3|ENSG00000156500	ad	control	659.00	0.862	0.3888	---++--+-++++?
CEMIP2|ENSG00000135048	ad	control	687.00	-1.592	0.1114	------++++--+-
CLIP4|ENSG00000115295	ad	control	235.00	2.650	0.008054	++++-++++?????
MIR548XHG|ENSG00000224141	ad	control	62.00	-0.224	0.8225	???????--?????
SIX6|ENSG00000184302	ad	control	62.00	-0.419	0.6749	?????--???????
CLCN3P1|ENSG00000232000	ad	control	548.00	0.023	0.9813	?????-+-+++-+?
LOC107985359|ENSG00000244137	ad	control	124.00	1.107	0.2682	?????-+++?????
RPL21P28|ENSG00000220749	ad	control	548.00	0.363	0.7166	?????----++++?
OR7E28P|ENSG00000251491	ad	control	124.00	0.252	0.8014	?????+++-?????
XPO7|ENSG00000130227	ad	control	687.00	1.230	0.2188	++++-++++++-++
LIPT1P1|ENSG00000229975	ad	control	463.00	0.137	0.8913	????+????++-+?
CASTOR3P|ENSG00000239521	ad	control	235.00	0.906	0.3647	+++++--++?????
RPS6P26|ENSG00000213269	ad	control	31.00	0.047	0.9627	??????+???????
LOC124905012|ENSG00000232360	ad	control	93.00	-0.129	0.8971	?????++?-?????
RNA5SP405|ENSG00000199929	ad	control	31.00	0.271	0.7866	??????+???????
LIMCH1|ENSG00000064042	ad	control	687.00	0.164	0.8695	----++++++++--
MIS18A|ENSG00000159055	ad	control	235.00	0.471	0.6377	++++-++--?????
LOC284685|ENSG00000215835	ad	control	124.00	1.396	0.1627	?????+-++?????
PRKACB-DT|ENSG00000271576	ad	control	648.00	2.031	0.04228	++--?+++-+++++
DENND4A|ENSG00000174485	ad	control	687.00	0.206	0.8366	+++++---++--+-
LINC02043|ENSG00000232233	ad	control	235.00	0.941	0.3466	--+++-+-+?????
GYPA|ENSG00000170180	ad	control	196.00	0.604	0.5459	++++?-++-?????
SPATA2L|ENSG00000158792	ad	control	687.00	-1.002	0.3163	----+--------+
FPGT-TNNI3K|ENSG00000259030	ad	control	615.00	1.714	0.08659	????++---++++-
NR0B2|ENSG00000131910	ad	control	124.00	0.437	0.6619	?????++-+?????
PRPF40A|ENSG00000196504	ad	control	687.00	-0.767	0.4433	-------++-+++-
CC2D1A|ENSG00000288293	ad	control	687.00	-2.356	0.01845	----+++------+
LINC01257|ENSG00000204603	ad	control	124.00	-2.542	0.01101	?????----?????
PIN4P1|ENSG00000227973	ad	control	548.00	0.702	0.4825	?????--++++++?
CHCHD4P2|ENSG00000237360	ad	control	31.00	0.361	0.7181	????????+?????
SSPN|ENSG00000123096	ad	control	235.00	-1.355	0.1754	+--+-+---?????
IPMK|ENSG00000151151	ad	control	687.00	-0.522	0.6019	+-+------++++-
PRPF19|ENSG00000110107	ad	control	235.00	0.791	0.4289	+++++----?????
TCF4-AS2|ENSG00000267402	ad	control	31.00	-0.009	0.9932	????????-?????
CRIPTO|ENSG00000241186	ad	control	152.00	0.135	0.8924	?????++-+????-
ANP32CP|ENSG00000248546	ad	control	124.00	0.903	0.3666	?????++++?????
PTBP1P|ENSG00000259078	ad	control	124.00	0.156	0.8758	?????+--+?????
MAD2L1P1|ENSG00000258445	ad	control	486.00	0.181	0.8565	??????+?+++--?
VN1R7P|ENSG00000275592	ad	control	424.00	0.201	0.8411	?????????+++-?
CEP152|ENSG00000103995	ad	control	687.00	-1.738	0.08212	-----+++++--+-
UBQLN3|ENSG00000175520	ad	control	31.00	-0.049	0.9606	????????-?????
PCMT1|ENSG00000120265	ad	control	687.00	2.504	0.01227	+++++----++-++
MARCKSL1P2|ENSG00000215878	ad	control	62.00	-0.361	0.7183	??????-?-?????
